date,symbol,HIGH,LAST,LOW,OPEN,VOLUME,filename
2022-05-01,/ZB:XCBT,140.0,140.0,139.0,139.0,4845,f_zb
2022-05-02,/ZB:XCBT,140.0,139.0,138.0,139.0,148497,f_zb
2022-05-03,/ZB:XCBT,140.000000,140.000000,139.000000,139.000000,196815,f_zb
