date,symbol,HIGH,LAST,LOW,OPEN,VOLUME,filename
2022-05-01,/NQ:XCME,12924.75,12887.0,12806.0,12892.25,18045,f_nq
2022-05-02,/NQ:XCME,13046.5,12930.25,12742.75,12892.25,365752,f_nq
2022-05-03,/NQ:XCME,13171.500000,13078.250000,12968.500000,13051.750000,444367,f_nq
