date,symbol,HIGH,LAST,LOW,OPEN,VOLUME,filename
2022-05-01,/VX:XCBF,31.75,31.4,31.1,31.2,876,f_vx
2022-05-02,/VX:XCBF,32.85,31.85,30.85,31.2,38960,f_vx
2022-05-03,/VX:XCBF,31.350000,29.760000,29.370000,30.600000,48692,f_vx
