date,symbol,HIGH,LAST,LOW,OPEN,VOLUME,filename
2022-05-02,$ADVN/Q,2471.0,2471.0,1300.0,1408.0,0,f_advn_q
2022-05-03,$ADVN/Q,2443.000000,2289.000000,1424.000000,1485.000000,0,f_advn_q
