date,symbol,HIGH,LAST,LOW,OPEN,VOLUME,filename
2022-05-01,/MBT:XCME,38630.0,38550.0,38005.0,38250.0,715,f_mbt
2022-05-02,/MBT:XCME,39155.0,38805.0,38005.0,38250.0,4628,f_mbt
2022-05-03,/MBT:XCME,38870.000000,38140.000000,38010.000000,38630.000000,5490,f_mbt
