date,symbol,HIGH,LAST,LOW,OPEN,VOLUME,filename
2022-05-01,/ES:XCME,4147.5,4137.75,4116.75,4144.0,33336,f_es
2022-05-02,/ES:XCME,4165.75,4139.25,4098.0,4144.0,861509,f_es
2022-05-03,/ES:XCME,4195.750000,4175.500000,4129.000000,4145.500000,1012492,f_es
