Ticker,open,high,low,close,volume
A,118.2,120.85,117.53,117.68,2007479
AA,68.265,71.54,67.54,69.99,8631131
AAL,18.675,19.18,18.47,18.97,31101312
AAP,224.46,227.735,223.2775,224.88,1127281
AAPL,155.91,159.79,155.38,156.57,88063191
ABBV,156.56,159.5,154.5602,157.62,6039054
ABC,157.4,159.24,155.38,157.46,915268
ABMD,284.98,288.77,275.855,277.15,402180
ABT,117.29,118.58,116.13,116.72,4178704
ACN,302.98,309.31,302.38,303.1,1821239
ADBE,401.44,412.46,396.81,397.9,3080696
ADI,150.0,155.73,149.68,151.72,3077286
ADM,92.81,95.55,89.62,93.92,7217626
ADP,225.0,232.78,223.48,228.0,2292312
ADSK,185.59,189.68,180.19,180.47,1917807
ADT,6.77,6.945,6.74,6.87,1752573
AEE,94.94,95.69,93.77,94.33,1038376
AEP,99.45,100.9,98.2,99.53,3435992
AES,21.37,21.5899,21.02,21.1,6770229
AFL,61.12,61.61,60.34,60.82,3204575
AIG,57.87,59.49,57.46,59.12,4989596
AIV,6.67,6.715,6.5,6.5,1064103
AIZ,184.84,188.205,184.0,186.02,445646
AJG,173.47,176.73,173.28,175.4,898860
AKAM,115.23,116.13,113.58,113.7,1091152
ALB,187.36,196.375,187.36,192.23,1007143
ALGN,365.02,378.98,357.2187,360.43,1299469
ALK,53.7,54.9099,52.79,54.29,2398960
ALL,129.19,129.69,127.75,128.37,1403624
ALLE,114.13,116.59,113.03,116.02,1863400
ALTR,54.36,55.55,53.44,53.69,165114
AMAT,108.37,112.37,107.9,108.81,6891622
AMCR,11.6,12.08,11.57,12.02,28136303
AMD,84.25,87.9,84.02,84.91,83125054
AME,125.31,127.62,125.31,126.38,1046662
AMG,127.27,131.16,127.27,129.54,244651
AMGN,249.04,252.02,246.44,248.79,2973517
AMP,264.01,269.835,263.27,266.21,684397
AMT,256.01,258.0,251.55,252.85,2049618
AMZN,140.1915,141.9485,135.7835,138.167,71336300
AN,116.95,117.7127,112.5,113.81,938862
ANET,115.48,117.11,113.39,115.18,2035164
ANF,35.05,35.76,34.15,34.95,1688307
