Ticker,open,high,low,close,volume
A,126.57,131.2,126.57,128.9,1236306
AA,62.8,65.55,62.23,65.51,3811076
AAL,16.1,16.73,15.9626,16.69,29278117
AAP,187.96,189.38,185.46,186.84,1070436
AAPL,144.345,149.0,144.1,148.71,67808150
ABBV,146.92,149.345,145.865,149.14,4991336
ABC,147.74,149.7345,146.4,149.56,1039934
ABMD,256.58,268.78,256.58,268.23,201801
ABT,116.1,117.23,115.22,116.88,3285596
ACN,300.43,306.885,300.41,306.53,2311101
ADBE,423.98,435.2,423.12,433.42,1611182
ADI,163.74,167.34,162.84,166.95,2108004
ADM,87.64,89.71,87.1658,89.52,2037084
ADP,217.82,222.74,217.82,222.28,1081025
ADSK,206.51,211.13,205.1,207.17,1249796
ADT,7.5,7.69,7.5,7.69,1485347
AEE,92.13,94.1,91.95,93.72,2733640
AEP,102.24,102.54,101.11,102.43,1461827
AES,22.5,22.72,22.44,22.69,4689948
AFL,58.87,59.68,58.58,59.63,2309321
AIG,58.57,59.71,58.055,59.41,4555920
AIV,6.13,6.31,6.0925,6.31,894655
AIZ,183.0,185.97,182.76,185.58,410428
AJG,160.35,163.81,160.28,163.56,683652
AKAM,100.0,101.865,99.96,101.77,880329
ALB,254.41,258.82,252.5,257.89,986091
ALGN,265.76,275.75,265.76,273.51,654228
ALK,48.15,49.495,48.0623,49.33,1231257
ALL,131.51,132.54,130.12,132.54,1604547
ALLE,111.13,113.48,110.22,113.36,638055
ALTR,54.09,55.8,54.09,55.28,196555
AMAT,113.199,115.99,112.4004,115.67,4725499
AMCR,13.4,13.51,13.24,13.48,9731009
AMD,104.24,106.24,102.61,105.28,79022851
AME,121.59,123.67,121.21,123.67,1153106
AMG,134.68,138.73,133.93,138.37,273941
AMGN,244.65,246.8,243.37,246.41,2693832
AMP,271.56,277.27,269.82,277.06,446175
AMT,266.18,266.99,259.16,266.15,2135157
AMZN,122.005,124.1,120.63,123.0,85156712
AN,120.73,123.135,119.03,122.41,503244
ANET,102.37,104.47,102.245,104.3,1206993
ANF,20.19,21.245,19.81,20.18,2440057
ANSS,256.01,264.11,256.01,263.26,577947
AON,268.41,271.86,267.81,270.62,710678
AOS,61.19,62.19,60.7901,61.8,539778
APA,48.12,51.9215,48.06,51.39,10390868
APD,256.43,261.12,254.82,260.79,1377605
