Ticker,open,high,low,close,volume
A,134.09,135.42,132.85,133.26,1797170
AA,93.2,93.2,85.1,87.71,6846078
AAL,18.35,18.57,17.58,17.84,35187256
AAP,210.92,212.83,208.74,211.73,569959
AAPL,177.5,178.3,174.415,175.06,73401786
ABBV,161.89,165.96,161.84,163.43,6683278
ABC,154.62,157.76,154.62,155.76,707565
ABMD,328.6,336.05,321.2,322.66,200917
ABT,118.26,121.19,118.14,119.48,6113365
ACN,341.5,345.295,341.5,342.82,3058275
ADBE,469.32,471.76,455.07,458.58,2481933
ADI,162.51,163.515,155.87,159.98,7223807
ADM,90.2,91.46,90.07,90.9,3187377
ADP,234.93,240.63400000000001,234.55,238.0,2519333
ADSK,218.16,218.58,210.68,211.55,1415837
ADT,7.66,7.77,7.475,7.53,2603318
AEE,94.56,95.82,94.45,94.94,1409159
AEP,100.64,102.7,100.64,101.31,2235311
AES,26.2,26.52,25.8,25.94,4404175
AFL,63.61,64.35,63.27,63.77,1864494
AIG,62.34,63.46,62.34,62.45,2906292
AIV,7.14,7.275,7.08,7.11,928782
AIZ,181.42,183.82,181.42,181.87,323577
AJG,173.85,177.39,173.85,174.87,871701
AKAM,120.65,122.01,119.79,120.41,1252109
ALB,226.99,228.26,217.0782,217.3,1136114
ALGN,446.87,446.87,434.58,436.8,614237
ALK,57.24,57.75,55.77,56.87,2614547
ALL,137.04,139.055,137.005,137.24,1394755
ALLE,110.71,111.77,109.68,110.13,468038
ALTR,64.81,64.81,62.51,62.98,100249
AMAT,128.78,128.98,121.35,121.71,11653660
AMCR,11.49,11.62,11.425,11.48,4940768
AMD,109.685,110.48,106.05,106.82,79531959
AME,134.0,134.56,131.517,131.79,1212597
AMG,143.12,143.64,139.66,139.68,331008
AMGN,243.74,248.75,243.74,244.56,2181036
AMP,296.33,300.8,295.63,298.54,618060
AMT,257.55,265.355,257.04,262.92,1956269
AMZN,167.7415,168.1105,163.266005,164.055,53728560
AN,99.49,100.64,97.6,97.94,1529720
ANET,142.0,143.57,139.52,141.07,1727946
ANF,32.0,32.58,31.755,31.94,1504926
ANSS,322.43,324.54,317.72,319.06,475666
AON,326.06,331.56,325.67,325.97,941510
AOS,66.65,67.41,65.06,65.39,1437168
APA,43.23,43.88,41.58,41.69,7330072
APD,251.64,253.7285,251.1,251.68,1132717
APH,75.76,75.9,74.17,74.39,2061293
APTV,116.57,117.46,111.97,112.78,2275792
ARE,202.56,206.53,202.2,202.74,802705
ATI,27.78,28.12,27.09,27.72,2432097
ATO,119.45,120.96,119.28,120.23,745867
ATVI,80.61,81.13,80.26,80.38,3598340
AVB,250.32,254.36,248.22,249.44,665710
AVGO,629.55,632.2639,613.0,614.12,1977782
AVY,174.25,176.55,173.4,175.41,794763
AWK,166.57,168.6464,166.44,167.64,871282
AXP,187.49,190.84,184.8,185.4,2974710
AYI,184.77,184.77,164.45,170.12,1468732
AZO,1992.27,2046.235,1992.27,2041.53,162093
BA,189.7,192.35,182.52,182.65,9371632
BAC,40.44,40.755,40.04,40.14,51781682
BALL,89.4,90.67,88.96,89.74,1139514
BAX,75.32,78.0,75.32,76.49,4263468
BBBY,22.79,23.18,21.68,21.81,2121088
BBWI,47.48,47.77,45.92,46.91,5033497
BBY,94.04,94.766,92.05,92.52,2381667
BDX,257.78,266.6,257.75,262.94,1085117
BEAM,61.77,63.48,56.31,56.45,1132849
BEN,27.85,28.06,27.47,27.65,2748921
BF.B,67.24,68.46,67.194,67.65,925075
BHF,51.76,52.31,51.34,51.81,453734
BIG,35.42,35.85,34.6,34.76,782029
BIIB,210.38,214.14,207.35,207.61,1404938
