Ticker,open,high,low,close,volume
A,129.88,134.37,125.95,126.0,3938702
AA,74.25,75.68,73.1101,75.32,6588168
AAL,17.62,17.76,16.61,16.64,35359077
AAP,207.8,208.1,195.75,196.8,1494003
AAPL,165.54,166.15,159.75,160.07,90009247
ABBV,146.22,148.35,145.36,146.76,9270988
ABC,141.23,141.73,139.22,139.47,1095234
ABMD,299.1,301.1,290.25,290.68,252788
ABT,118.0,118.8399,116.99,117.25,5184241
ACN,322.77,324.82,312.59,313.16,2192190
ADBE,447.78,449.59,428.06,429.45,4263021
ADI,162.07,163.5,156.17,156.49,5087047
ADM,77.36,77.368,75.11,75.24,2054893
ADP,200.99,202.08,195.88,196.29,1646707
ADS,69.3,69.69,66.86,66.93,469700
ADSK,217.74,218.9,208.7394,209.02,2786338
ADT,7.25,7.305,6.97,6.97,1535904
AEE,84.91,85.21,83.65,83.76,875972
AEP,85.99,86.18,84.43,84.64,3615613
AES,21.04,21.26,20.455,20.55,6087879
AFL,63.05,63.33,61.485,61.59,2649623
AIG,62.13,62.84,61.17,61.54,5102484
AIV,7.0,7.055,6.77,6.78,1763236
AIZ,165.96,166.63,163.055,163.6,403728
AJG,153.99,155.8,151.48,151.68,1120674
AKAM,100.485,101.02,98.53,98.88,1452648
ALB,193.0,196.12,180.8201,182.0,1643997
ALGN,496.33,501.51,481.25,482.66,631782
ALK,58.29,58.51,55.64,55.82,1758724
ALL,125.67,126.155,123.06,123.28,2100072
ALLE,113.91,114.42,109.0,109.56,997097
ALTR,58.8,60.445,58.2,58.42,357806
AMAT,131.96,134.2199,127.62,127.86,8413757
AMCR,11.77,11.78,11.61,11.63,10136770
AMD,117.4,118.65,109.04,109.76,120299433
AME,128.08,128.38,124.65,124.77,1187745
AMG,139.03,139.36,134.39,134.58,225593
AMGN,222.68,223.75,220.62,221.0,2994773
AMP,300.47,302.14,291.283,291.56,706322
AMT,229.89,231.45,226.7306,227.45,1934035
AMZN,151.6505,151.763,144.651,144.827,64243560
AN,106.32,106.42,102.5,104.2,809359
ANET,122.9,123.65,117.52,118.17,2242556
ANF,38.18,38.18,36.39,36.98,1424602
ANSS,306.04,308.64,295.44,296.73,1076395
AON,285.75,286.33,279.35,280.25,1358722
AOS,70.4,70.4,67.68,67.89,1776034
APA,31.44,32.275,30.65,30.83,10600279
APD,239.43,240.0,234.42,234.67,955602
APH,75.4,75.75,73.36,73.67,3473223
APTV,139.29,139.29,132.575,133.25,1396868
