Ticker,open,high,low,close,volume
A,117.19,118.54,116.24,117.9,906648
AA,49.74,49.75,46.88,47.62,4292061
AAL,13.23,13.24,12.77,13.03,34350955
AAP,179.7,180.1,175.67,176.72,992626
AAPL,137.46,140.67,136.67,139.23,66242411
ABBV,153.9,156.62,153.35,154.14,6140869
ABC,143.89,144.45,142.84,143.58,1220333
ABMD,248.0,257.5,243.78,256.49,364199
ABT,107.46,109.67,106.7388,109.1,4552069
ACN,278.42,281.15,275.25,279.81,2405773
ADBE,367.94,370.37,362.64,368.5,2027907
ADI,146.91,147.51,144.75,147.27,2586592
ADM,76.65,77.57,76.3338,77.24,3522454
ADP,214.12,215.73,210.17,212.19,1534678
ADSK,177.7,179.49,174.36,176.85,1305589
ADT,6.34,6.34,6.11,6.19,2512506
AEE,89.79,90.26,88.94,89.64,1302383
AEP,95.24,95.72,94.8,95.37,1700139
AES,21.1,21.1,20.145,20.36,8174245
AFL,56.14,56.3595,55.39,55.46,1987172
AIG,52.16,52.245,50.73,50.8,4804654
AIV,6.22,6.23,6.09,6.19,1108364
AIZ,173.29,173.29,170.75,170.87,342552
AJG,163.65,164.49,162.9,163.2,875114
AKAM,92.39,92.81,91.4,92.13,1352283
ALB,222.16,223.13,208.64,211.89,1405576
ALGN,243.87,244.185,236.81,242.15,841368
ALK,40.26,40.6202,39.7,40.48,1825367
ALL,126.16,126.53,124.93,125.42,1101272
ALLE,98.43,98.87,96.71,98.39,538151
ALTR,51.14,52.71,50.31,51.79,218457
AMAT,93.97,94.2,91.41,91.94,7570184
AMCR,12.47,12.63,12.34,12.55,10591532
AMD,79.55,79.75,76.51,77.99,104140895
AME,110.43,110.75,108.6,110.54,962711
AMG,121.48,121.48,117.61,117.88,257500
AMGN,246.26,247.1,243.72,245.43,2610385
AMP,244.13,244.215,239.36,240.0,1000115
AMT,250.03,253.93,247.15,253.16,1863735
AMZN,107.38,110.99,106.91,108.92,66375341
AN,116.3,116.85,114.38,116.58,479555
ANET,95.47,96.37,93.57,94.93,1096181
ANF,18.21,18.49,17.42,17.74,1303677
ANSS,240.97,242.42,237.11,241.46,367874
AON,265.62,269.7,263.805,268.88,776317
AOS,55.27,55.27,54.02,54.8,838386
APA,39.41,39.78,35.93,36.1,8867661
APD,242.13,244.07,240.1067,243.13,794368
APH,64.88,64.88,63.3,64.37,2056949
APTV,94.59,94.97,91.625,92.77,1284951
ARE,142.77,145.405,142.5644,144.54,907564
ATI,23.16,23.25,21.65,22.41,1359929
ATO,110.82,111.33,110.09,110.9,726754
ATVI,77.35,78.15,77.18,77.96,4533265
AVB,194.9,195.56,193.55,195.08,386632
