Ticker,open,high,low,close,volume
A,127.88,128.64,126.4007,126.84,1049455
AA,64.53,65.8989,62.12,62.28,4453330
AAL,16.39,16.69,16.11,16.15,22558792
AAP,185.25,188.93,184.195,185.12,565064
AAPL,148.58,149.8697,147.46,147.96,53950201
ABBV,148.9,149.85,148.245,149.25,4835297
ABC,148.84,148.84,146.1315,146.42,847699
ABMD,266.99,269.58,262.925,265.36,203767
ABT,115.74,116.15,114.34,114.69,3683416
ACN,305.0,307.41,301.7321,302.64,1428637
ADBE,430.54,433.75,426.42,428.84,1790134
ADI,165.86,167.96,163.93,165.01,2928881
ADM,89.0,89.54,88.23,88.61,1694044
ADP,220.88,221.81,218.58,219.99,1030686
ADSK,206.32,207.59,203.35,203.73,872935
ADT,7.65,7.655,7.36,7.37,1514261
AEE,93.44,93.44,92.05,92.34,2412419
AEP,102.19,102.19,100.245,100.53,1814506
AES,22.41,22.635,22.175,22.22,4644543
AFL,59.03,59.44,58.59,58.72,1838087
AIG,58.97,59.22,57.54,57.74,3908046
AIV,6.25,6.34,6.21,6.25,1283671
AIZ,184.35,185.08,182.2,182.49,309089
AJG,162.57,163.43,160.84,161.18,467184
AKAM,101.55,101.845,100.74,100.76,840577
ALB,256.82,259.87,251.3,253.62,864261
ALGN,275.42,277.71,272.32,273.13,750869
ALK,48.51,49.14,47.79,48.11,1309150
ALL,132.19,132.4809,130.42,131.06,956965
ALLE,112.61,112.615,110.23,110.46,624294
ALTR,55.16,55.745,54.39,54.57,131608
AMAT,115.27,115.67,111.19,112.46,5138323
AMCR,13.32,13.405,13.29,13.35,5865632
AMD,104.57,105.848,100.41,101.9,97641865
AME,123.17,123.47,121.58,121.75,683734
AMG,136.39,136.96,134.9,135.46,333918
AMGN,246.66,246.88,243.58,245.48,2353914
AMP,274.07,276.43,271.645,272.16,369825
AMT,265.64,269.04,263.32,264.46,1550443
AMZN,122.61,123.75,120.75,121.18,64926594
AN,122.0,123.925,121.08,121.34,417114
ANET,103.06,104.7,102.65,103.05,912769
ANF,20.06,20.37,19.61,19.83,1953300
ANSS,262.6,263.2325,258.59,258.83,298046
AON,268.6,272.06,266.53,266.8,724774
AOS,61.37,61.78,60.83,61.09,526274
APA,51.75,51.95,50.86,51.17,7689351
APD,258.59,262.07,252.24,252.38,1647316
APH,71.03,71.41,70.28,70.5,1325422
APTV,109.35,111.37,107.92,109.77,1055055
ARE,162.88,162.88,155.78,156.08,980819
ATI,28.06,28.44,26.37,26.93,1522003
ATO,117.1,117.325,115.06,115.22,630506
ATVI,77.94,78.15,77.47,77.63,2455093
AVB,202.91,204.32,198.615,200.49,719726
AVGO,571.82,576.27,562.14,565.36,2400504
AVY,181.0,181.185,178.31,178.79,568320
AWK,155.86,156.385,152.9127,153.6,532004
AXP,166.75,168.64,165.19,165.96,2313907
AYI,183.94,184.8088,179.05,179.23,173498
AZO,2096.21,2120.63,2089.39,2092.35,104611
BA,139.13,142.2063,138.4401,139.63,5833696
BAC,35.92,36.11,35.52,35.89,33590631
BALL,73.69,74.07,72.2,72.68,1364789
BAX,72.5,73.05,72.175,72.85,1526162
BBBY,8.42,8.6799,8.105,8.15,5197669
BBWI,37.58,37.96,36.78,37.27,3348676
BBY,77.78,78.96,76.2,77.12,2775436
BDX,256.9,258.47,254.68,254.85,897953
BEAM,38.07,41.42,37.78,40.18,832817
BEN,26.58,26.81,25.835,25.88,2348095
BF.B,66.65,69.8921,66.18,68.58,1131200
BHF,49.31,49.64,48.78,49.09,300210
BIG,24.5,25.64,24.0001,24.97,1885007
BIIB,201.08,208.4899,200.0,206.73,1558996
BIO,536.72,544.61,533.75,534.71,90267
BK,45.82,46.091,45.22,45.34,2943151
BKNG,2303.45,2355.0,2300.37,2345.8,269693
BKR,37.88,38.655,37.405,37.49,7251677
BLK,674.14,677.42,662.275,662.41,481869
BMY,76.52,76.815,75.92,76.18,7617316
BR,146.99,147.23,145.195,145.49,224067
BRK.B,312.16,312.8,307.93,308.74,2878967
BRO,58.73,59.41,58.39,58.44,924410
BSX,39.4,39.48,39.005,39.11,6378447
BTU,28.8,28.81,27.2701,27.63,5151320
BWA,39.72,40.17,39.54,39.69,1328222
BXP,106.33,106.76,102.84,103.14,712008
C,51.7,52.105,51.055,51.41,13207657
CAG,32.49,32.79,32.29,32.66,3049057
