Ticker,open,high,low,close,volume
A,134.18,134.6,131.86,133.97,1466879
AA,91.69,93.58,87.535,90.62,5746311
AAL,18.3,18.395,18.065,18.24,25182733
AAP,207.76,209.28,206.24,207.48,693447
AAPL,174.03,174.88,171.94,174.31,78751328
ABBV,162.15,163.07,160.1,162.68,5703304
ABC,154.93,157.46,154.075,156.52,822838
ABMD,333.72,340.845,331.07,338.64,225386
ABT,118.84,118.97,117.26,118.58,4314111
ACN,338.59,341.3,336.35,340.64,2090296
ADBE,455.0,461.55,450.96,458.19,2718422
ADI,166.5,167.14,162.85,165.36,2940959
ADM,90.66,91.49,90.25,91.17,2761976
ADP,228.27,233.9,227.08700000000002,233.5,1934854
ADS,56.84,57.82,56.285,56.8,463839
ADSK,215.62,217.23,210.56,213.04,1329121
ADT,7.68,7.79,7.64,7.74,1464217
AEE,93.72,94.85,93.11,94.79,1246286
AEP,99.81,101.62,98.78,101.51,2569156
AES,25.8,26.25,25.69,26.22,4588912
AFL,64.87,65.17,64.22,64.84,2163997
AIG,63.32,64.13,63.05,63.79,3802821
AIV,7.36,7.4,7.29,7.39,553561
AIZ,182.44,185.58,182.44,185.42,426511
AJG,175.23,177.245,174.65,176.4,799810
AKAM,119.76,120.62,119.24,120.51,891662
ALB,224.0,228.38,222.38,224.92,864520
ALGN,439.42,448.1292,438.945,446.41,693201
ALK,58.36,58.76,57.45,57.95,1601445
ALL,139.52,140.02,138.33,139.54,1276336
ALLE,110.79,111.69,109.05,111.52,602745
ALTR,64.53,65.49,62.641999999999996,63.8,136187
AMAT,132.875,133.04,125.57,127.41,10138140
AMCR,11.45,11.54,11.34,11.54,7980931
AMD,110.48,111.42,106.102,108.19,111867074
AME,134.21,134.77,132.62,134.38,795138
AMG,143.79,145.386,140.3144,144.47,270988
AMGN,243.03,243.95,240.7321,243.12,1884022
AMP,303.51,305.375,295.42,297.41,609387
AMT,251.22,257.385,250.1,256.95,1636310
AMZN,164.1495,165.827,162.3195,163.56,57089500
AN,100.0,102.55,98.1,98.84,1429621
ANET,140.33,140.88,137.63,139.48,1249338
ANF,31.8,32.07,31.17,31.42,1293065
ANSS,317.36,318.43,312.02,316.49,363944
AON,326.29,331.895,325.92,328.83,943847
AOS,64.62,65.91,63.69,65.88,1292831
APA,41.415,42.69,41.415,42.22,5005443
APD,251.06,253.25,247.62,248.99,1473347
APH,76.0,76.31,74.52,75.57,2120227
APTV,120.53,121.99,118.46,119.07,1819690
ARE,201.78,206.19,201.51,205.97,705315
ATI,26.96,27.3,26.69,27.0,1547842
