Ticker,open,high,low,close,volume
A,128.42,128.96,125.57,126.44,3360677
AA,87.38,90.08,87.1,87.77,5012822
AAL,18.99,19.49,18.88,19.0,43180700
AAP,221.0,222.9589,218.38,218.68,513024
AAPL,170.62,171.27,165.04,165.29,75329376
ABBV,157.85,163.87,156.82,162.31,11074802
ABC,163.29,164.3,160.49,161.21,2988859
ABMD,306.32,306.35,298.45,306.08,256069
ABT,120.05,120.249,117.56,117.69,3140189
ACN,326.88,328.28,319.29,319.47,2964861
ADBE,435.86,435.95,420.03,420.44,2597004
ADI,158.37,159.86,156.29,156.5,5228659
ADM,95.94,97.64399999999999,95.73,96.91,2459814
ADP,233.74,234.67,228.62,229.2,2213560
ADSK,202.97,203.17,196.22,196.73,1197184
ADT,7.21,7.21,6.99,6.99,2011334
AEE,96.6,96.925,96.16,96.25,795271
AEP,102.73,102.76,101.8687,102.04,2188273
AES,24.55,24.78,24.365,24.41,4368771
AFL,64.97,65.58,64.57,65.33,1723031
AIG,62.92,63.92,62.8,63.03,4399890
AIV,6.82,6.98,6.8,6.92,1436380
AIZ,188.21,190.19,188.2,189.3,310364
AJG,181.43,182.49,180.515,180.61,663360
AKAM,119.23,119.83,118.58,118.99,855267
ALB,212.97,215.22,210.22,210.89,572594
ALGN,416.0,417.87,407.37,409.82,458011
ALK,56.68,57.875,56.52,57.11,1582202
ALL,141.65,141.65,139.9,141.16,3787370
ALLE,108.83,109.85,107.18,107.43,739780
ALTR,60.94,61.09,57.72,57.8,144399
AMAT,117.41,117.5291,113.25,113.36,7711159
AMCR,11.73,11.8,11.67,11.67,3345210
AMD,98.37,98.39,92.92,93.06,73354367
AME,130.0,130.41,127.05,127.05,2247119
AMG,135.37,137.29,130.11,130.26,239719
AMGN,254.4,257.57,253.65,254.02,2861783
AMP,292.94,296.07,290.54,290.73,424802
AMT,257.94,258.345,255.0,255.54,2312312
AMZN,155.39,155.89700000000002,151.47175,151.7065,51598140
AN,101.15,103.08,100.63,101.46,585845
ANET,131.41,132.85,126.5,126.58,1574246
ANF,34.07,35.1,34.07,34.49,1604735
ANSS,300.45,300.67,281.9,282.33,495068
AON,331.02,332.96,328.19,328.26,788467
AOS,65.11,65.45,63.76,63.79,727322
APA,43.37,44.28,43.32,43.68,5117043
APD,250.18,251.76,246.52,246.84,1208246
APH,71.91,72.1,70.32,70.38,3053008
APTV,109.14,110.118,107.15,107.51,1180687
ARE,198.88,200.05,195.86,196.18,797698
ATI,28.42,30.74,28.39,30.33,3471354
ATO,120.88,121.0,119.71,119.74,939172
ATVI,78.955,79.17,78.85,78.93,4571582
AVB,248.58,249.475,246.166,246.61,618900
AVGO,594.99,597.06,572.86,573.85,2738471
AVY,173.08,174.19,166.42,166.49,630553
AWK,167.82,168.68,166.07,166.16,581891
AXP,179.27,182.47,178.68,181.16,2667102
AYI,172.92,174.56,170.29,170.79,280896
AZO,2179.44,2193.71,2164.6,2164.6,91080
BA,182.75,185.54,181.64,181.94,5144620
BAC,38.49,38.97,37.42,37.57,79032031
BALL,87.88,88.37,86.85,87.15,4412427
BAX,78.68,78.7575,75.97,76.44,3843071
BBBY,17.21,17.64,16.034000000000002,17.325,6914685
BBWI,51.21,53.295,51.21,52.19,4172458
BBY,95.5,96.77,93.5,93.84,2019552
BDX,272.22,274.13,270.14,271.68,921740
BEAM,51.16,51.46,46.4,46.4,1384647
