Ticker,open,high,low,close,volume
A,116.0,119.95,116.0,118.77,1611981
AA,46.18,46.59,44.27,45.58,6217520
AAL,12.6,12.8799,12.25,12.68,37521383
AAP,175.0,175.77,171.91,173.09,1000032
AAPL,137.25,138.37,133.7737,136.72,98964467
ABBV,153.17,154.04,150.87,153.16,7289474
ABC,142.29,143.48,140.81,141.48,1299383
ABMD,253.84,256.0,245.76,247.51,356727
ABT,108.08,109.08,107.3577,108.65,6070930
ACN,277.33,280.66,275.32,277.65,2562240
ADBE,362.9,370.42,357.56,366.06,2595510
ADI,145.45,149.22,143.3,146.09,4158019
ADM,76.3,78.08,75.89,77.6,3971470
ADP,210.33,213.045,209.18,210.04,2226964
ADSK,174.7,175.83,170.35,171.96,1707010
ADT,6.13,6.16,6.04,6.15,2158443
AEE,88.85,90.95,88.85,90.36,2035175
AEP,94.61,96.65,94.49,95.94,3046755
AES,20.08,21.11,20.03,21.01,7777671
AFL,54.87,55.96,54.47,55.33,2691320
AIG,50.02,51.5,49.455,51.13,4068843
AIV,6.12,6.485,6.07,6.4,1636042
AIZ,169.48,173.25,168.41,172.85,458589
AJG,161.97,163.9,161.16,163.04,876817
AKAM,91.38,92.24,90.05,91.33,1788488
ALB,207.96,211.95,203.86,208.98,1250741
ALGN,240.67,243.65,232.62,236.67,835861
ALK,39.63,40.44,38.58,40.05,1826682
ALL,124.48,127.11,123.73,126.73,1472694
ALLE,97.53,98.8,96.9,97.9,845571
ALTR,51.41,52.51,50.65,52.5,444991
AMAT,90.25,93.52,89.2749,90.98,8183616
AMCR,12.4,12.55,12.315,12.43,8977562
AMD,77.73,78.91,75.48,76.47,105368616
AME,109.19,110.84,108.45,109.89,1209975
AMG,115.05,118.77,114.22,116.6,235482
AMGN,244.17,245.0,240.73,243.3,3033810
AMP,235.0,241.2159,231.54,237.68,859674
AMT,251.61,257.705,250.21,255.59,1938097
AMZN,108.11,108.18,102.52,106.21,97679401
AN,114.37,114.815,109.51,111.76,712321
ANET,93.33,95.0,92.11,93.74,1522020
ANF,17.5,17.5,16.75,16.92,1408857
ANSS,238.09,243.25,235.38,239.29,435143
AON,266.69,271.03,264.55,269.68,860030
AOS,53.79,55.32,53.41,54.68,1144011
APA,35.1,36.12,34.48,34.9,8202287
APD,237.65,242.01,233.82,240.48,1199368
APH,63.48,64.97,63.29,64.38,2314692
APTV,90.44,90.535,86.51,89.07,2450518
ARE,143.07,146.56,141.86,145.03,1357168
ATI,21.95,22.99,21.73,22.71,1043394
ATO,110.12,112.68,110.1,112.1,829550
ATVI,77.6,78.11,77.19,77.86,4204951
AVB,193.43,197.52,191.93,194.25,867535
AVGO,488.03,493.74,480.71,485.81,1888997
AVY,161.9,162.7618,159.58,161.87,616288
AWK,145.49,149.475,144.05,148.77,923608
AXP,136.7,139.87,134.3,138.62,4123483
AYI,161.7,161.87,153.04,154.04,786999
AZO,2131.93,2173.145,2100.095,2149.12,232853
BA,134.3,137.49,131.6,136.72,8455129
BAC,31.17,31.55,30.64,31.13,46312262
BALL,67.5,69.56,67.31,68.77,2179514
BAX,65.31,65.51,64.09,64.23,3410822
BBBY,4.85,5.33,4.73,4.97,19239241
BBWI,26.19,27.305,25.75,26.92,6357733
BBY,65.81,66.25,64.29,65.19,3485479
BDX,248.0,249.66,245.48,246.53,1403210
BEAM,39.69,40.17,38.2,38.71,969773
BEN,22.69,23.61,22.6107,23.31,3988090
BF.B,70.61,70.8,69.79,70.16,1284231
BHF,40.35,41.41,39.0037,41.02,1053499
BIG,21.64,21.75,20.75,20.97,876714
BIIB,203.58,207.09,200.4,203.94,1186197
BIO,490.65,501.97,485.94,495.0,132051
BK,41.55,42.15,41.1,41.71,3223506
BKNG,1752.63,1783.92,1703.05,1748.99,640773
BKR,29.18,30.275,28.68,28.87,8592522
BLK,606.86,615.84,596.32,609.04,721811
BMY,77.03,77.65,76.29,77.0,14219721
BR,141.49,144.11,141.15,142.55,543927
BRK.B,270.51,274.92,268.68,273.02,4625535
BRO,57.66,58.54,57.28,58.34,1606615
BSX,37.47,37.76,36.975,37.27,8127123
BTU,22.09,22.6,20.75,21.33,7749184
BWA,34.21,34.4,32.97,33.37,3130356
BXP,88.8,90.3085,87.61,88.98,1237870
C,46.22,46.71,45.26,45.99,21207859
CAG,34.23,34.52,33.99,34.24,4899575
CAH,52.86,52.95,51.96,52.27,2041899
CARR,35.52,36.35,35.32,35.66,6442340
CAT,180.26,182.14,177.12,178.76,4197106
CB,192.01,197.0,191.29,196.58,1471014
CBOE,112.31,114.31,111.83,113.19,801500
CBRE,72.69,75.045,71.98,73.61,1945100
CCI,168.78,170.3639,167.27,168.38,2245875
CCK,91.86,93.43,91.26,92.17,851106
CCL,8.66,8.81,8.1,8.65,74706494
CDAY,47.62,47.87,46.13,47.08,1289858
CDNS,149.34,152.51,148.41,150.03,2088047
CDW,156.01,158.8395,154.81,157.56,797196
CE,117.7,118.97,115.33,117.61,1164555
CEG,56.9,58.833999999999996,56.55,57.26,2424421
CF,84.79,86.83,83.59,85.73,2825320
CFG,35.29,36.255,34.81,35.69,4394723
CHD,92.62,93.43,92.2,92.66,1808433
CHK,85.0,87.72,80.23,81.1,2436001
CHRW,101.21,102.21,100.32799999999999,101.37,1482828
CHTR,461.86,471.57,457.44,468.53,1215505
CI,264.5,266.07,261.45,263.52,2029725
CIEN,45.11,46.45,44.66,45.7,1672639
CINF,116.86,119.52,116.25,118.98,685227
CL,79.41,80.57,79.01,80.14,3565615
CLF,15.18,15.57,14.75,15.37,26057354
CLX,139.49,142.51,138.64,140.98,1533837
CMA,73.79,74.83,72.4,73.38,1429034
CMCSA,39.01,39.66,38.5,39.24,21566325
CME,204.52,206.26,202.54,204.7,1149224
CMG,1282.28,1321.81,1270.03,1307.26,260946
CMI,191.19,194.41,189.1,193.53,715288
