Ticker,open,high,low,close,volume
A,135.71,136.9855,134.65,134.87,2070939
AA,85.3,86.87,83.63,84.15,4586351
AAL,16.87,17.02,16.57,16.59,22627656
AAP,217.53,227.535,216.21,225.74,1088580
AAPL,171.78,171.78,169.2,170.09,76575508
ABBV,173.0,175.91,172.5024,174.96,7204244
ABC,163.52,166.9,163.04,165.44,2019712
ABMD,315.36,319.77,310.03,314.53,234888
ABT,123.42,124.36,122.11,123.25,5094041
ACN,342.43,344.3,338.27,338.92,2169979
ADBE,449.95,454.41,443.37,445.34,2260687
ADI,160.46,161.01,158.4,158.74,3025053
ADM,95.07,96.03,94.16,95.25,4721261
ADP,238.38,239.68,236.77,237.71,1469298
ADSK,201.94,205.47,198.2,202.25,1421051
ADT,7.11,7.19,6.985,7.1,1210714
AEE,97.24,97.52,96.41,97.07,1352322
AEP,103.58,104.14,102.7,102.99,2180439
AES,25.31,25.355,24.75,24.83,6107254
AFL,65.56,66.03,65.31,65.52,2412800
AIG,62.3,63.47,61.99,63.14,3140912
AIV,6.91,7.01,6.9,6.94,987394
AIZ,187.1,187.89,185.83,186.2,329119
AJG,181.5,183.845,180.5,183.19,1224386
AKAM,119.19,119.77,118.16,118.36,927881
ALB,212.66,214.69,206.195,211.0,737120
ALGN,418.98,426.63,411.425,420.56,514388
ALK,53.47,53.68,52.19,52.29,1691375
ALL,142.0,142.47,140.395,141.93,1682295
ALLE,108.32,108.38,106.005,106.7,672968
ALTR,61.03,61.03,59.03,59.17,184655
AMAT,121.26,122.3899,119.46,119.96,6408147
AMCR,11.59,11.79,11.51,11.72,5900929
AMD,102.51,102.99,100.4205,101.0,92746663
AME,132.49,133.66,131.64,131.82,850282
AMG,134.84,137.92,133.29,133.59,344997
AMGN,251.53,253.885,250.54,252.02,2745806
AMP,289.32,295.17,287.42,293.04,461277
AMT,266.16,268.49,264.03,266.41,1559108
AMZN,156.75,157.3685,154.23075,154.4605,46001660
AN,100.07,106.51,99.88,103.36,1322144
ANET,132.18,132.8154,130.04,131.03,1164313
ANF,31.71,33.03,31.2312,32.64,1923501
ANSS,309.0,309.0,302.82,303.05,365437
AON,333.81,336.41,332.39,333.51,692877
AOS,63.46,63.99,62.58,62.87,1313188
APA,41.37,43.395,41.3,43.02,6628067
APD,252.0,254.29,250.78,251.2,905794
APH,73.74,74.02,72.935,73.28,1652221
APTV,109.35,111.17,108.17,108.37,1581218
ARE,203.48,203.84,200.78,202.89,662881
ATI,27.83,28.1299,27.2605,27.42,1259433
ATO,121.07,121.82,119.77,121.71,947874
ATVI,80.05,80.45,79.91,80.09,3146606
AVB,249.0,250.63,247.3201,249.61,726549
AVGO,597.38,598.59,585.97,587.0,2046397
AVY,174.41,177.1,172.66,175.8,625804
AWK,171.05,173.87,169.6,169.87,773106
AXP,183.0,186.72,181.93,183.7,3075707
AYI,164.83,170.67,164.83,168.7,533368
AZO,2162.98,2221.565,2150.9148,2190.56,205058
BA,176.54,178.13,174.24,175.2,6524064
BAC,39.49,40.1,39.315,39.67,41018857
BALL,87.74,88.44,87.0,87.42,1598158
