Ticker,open,high,low,close,volume
A,128.84,133.75,127.92,133.73,3144478
AA,73.11,78.38,71.781,77.85,7361905
AAL,17.16,17.73,16.99,17.46,43874112
AAP,201.9,206.17,200.01,205.57,693472
AAPL,163.84,165.12,160.8738,164.85,91974222
ABBV,146.13,150.36,146.05,149.54,8320709
ABC,139.23,142.35,139.23,141.92,1082041
ABMD,309.46,312.52,302.83,312.3,214853
ABT,118.72,122.93,118.5,122.41,5837687
ACN,317.33,323.17,316.39,322.51,2552653
ADBE,465.39,468.5199,456.015,465.54,2869739
ADI,159.88,162.18,157.67,162.12,2741570
ADM,76.47,79.06,76.39,78.9,3479098
ADP,201.03,204.54,199.82,204.36,1336364
ADS,64.97,67.71,64.39,67.65,779927
ADSK,218.18,226.71,212.73,219.62,2886056
ADT,7.22,7.38,7.1,7.32,1597195
AEE,84.1,86.06,83.99,86.03,1333960
AEP,87.19,89.57,86.9,89.46,4073657
AES,21.12,21.265,20.35,21.11,5580586
AFL,60.19,62.13,59.77,61.95,3774443
AIG,60.79,63.17,60.63,63.16,8694685
AIV,6.99,7.28,6.945,7.28,1478558
AIZ,163.88,168.49,163.88,168.41,563287
AJG,154.87,159.6,154.61,159.3,1208831
AKAM,103.65,105.4,102.3,105.33,1564115
ALB,184.4,192.0,180.175,191.95,1135300
ALGN,506.21,512.8769,497.22,512.56,460431
ALK,56.75,58.15,56.3401,57.57,2021667
ALL,120.9,124.295,120.71,124.17,1787938
ALLE,111.78,115.35,111.32,115.1,754719
ALTR,61.67,64.92,58.641000000000005,64.92,384647
AMAT,133.36,136.1399,131.74,135.72,7784465
AMCR,11.49,11.84,11.45,11.8,9811692
AMD,117.16,121.23,116.0421,121.06,127820983
AME,127.42,130.22,127.14,129.87,818043
AMG,137.48,141.95,137.48,141.76,203831
AMGN,222.49,228.14,221.96,227.03,3557107
AMP,291.1,303.47,290.95,302.77,744962
AMT,231.7,234.45,226.79,233.66,2309531
AMZN,150.55,153.99,149.2135,153.7885,62395360
AN,105.92,113.13,105.92,112.77,1084854
ANET,120.86,123.93,119.52,123.5,2139985
ANF,38.29,38.95,37.55,38.82,1268933
ANSS,311.23,325.25,311.23,324.38,1127116
AON,288.3,293.01,286.97,292.95,1197378
AOS,67.92,69.42,67.21,69.39,1255412
APA,32.14,33.735,32.13,33.67,9284098
APD,236.42,241.39,236.24,240.38,1241175
APH,75.21,76.94,74.85,76.85,2050048
APTV,135.14,136.83,132.94,136.0,1448212
ARE,191.09,193.9,189.615,193.68,889967
ATI,23.97,25.79,23.92,25.46,2526763
ATO,105.76,109.34,105.68,109.09,1311119
ATVI,81.15,81.535,80.625,81.44,5700501
AVB,237.81,244.21,236.52,244.05,685352
AVGO,579.83,589.38,574.0,588.01,2238003
AVY,174.84,180.36,174.84,180.32,505478
AWK,149.5,152.77,148.92,152.69,1150037
AXP,189.66,194.25,189.46,193.71,5426163
AYI,176.8,183.3999,176.8,183.06,228136
AZO,1811.98,1869.9287,1795.52,1864.63,187211
BA,201.09,204.07,199.1006,201.48,8730302
BAC,43.81,45.35,43.63,45.02,68530688
BALL,88.26,91.08,88.155,90.87,1587794
BAX,84.76,86.96,84.47,86.26,3174161
BBBY,15.29,16.91,15.25,16.17,7459379
BBWI,52.61,54.665,52.37,54.45,5059479
BBY,92.62,96.04,91.44,95.83,2929385
BDX,267.67,273.24,266.54,272.72,1324633
BEAM,70.62,74.8,68.11,74.75,951640
BEN,29.09,30.22,29.08,30.21,2926340
BF.B,65.12,66.58,64.94,66.46,1218745
BHF,52.66,54.33,52.66,54.13,563810
BIG,35.0,35.77,33.41,35.64,955799
BIIB,204.49,209.93,203.88,207.38,1035215
BIO,606.29,651.825,605.25,641.29,636299
BK,52.97,54.48,52.81,54.37,6413212
BKNG,2319.26,2336.72,2250.01,2281.46,546086
BKR,28.9,29.6,28.6,29.5,7092237
BLK,736.05,750.97,733.4,750.87,676550
BMY,67.69,69.32,67.63,68.8,15719840
BR,145.51,148.32,144.67,148.25,693518
BRK.B,311.16,321.43,310.78,319.24,7488725
BRO,66.26,67.75,66.1,67.59,2262671
BSX,44.0,45.17,43.77,45.1,10716154
BTU,14.56,16.03,14.34,16.01,18856487
BWA,41.14,42.4963,41.14,42.15,2026028
BXP,120.98,123.665,120.62,123.46,855526
C,61.31,62.89,61.005,61.98,30518885
CAG,34.54,35.56,34.54,35.35,3752846
CAH,52.98,54.38,52.847,54.2,2512958
CARR,44.685,45.46,44.13,45.23,4237752
CAT,184.94,187.925,184.12,187.06,3594597
CB,200.18,207.49,199.53,207.02,2083525
CBOE,117.46,118.22,115.75,117.44,563950
CBRE,94.77,100.21,93.78,98.63,2345464
CCI,165.69,167.78,163.9501,167.58,1676302
CCK,118.41,123.1,117.5,122.57,1928742
CCL,20.7,21.395,20.29,21.1,34048018
CDAY,70.67,71.87,69.39,71.85,1047658
CDNS,148.4,153.33,147.1244,152.93,2117737
CDW,171.94,177.7,170.35,177.53,986409
CE,138.1,142.2,138.058,141.28,1145550
CEG,44.3,44.93,43.74,43.91,2040943
CF,78.08,79.81,75.29,79.5,4681060
CFG,51.16,53.09,50.88,52.98,4297103
CHD,95.74,98.71,95.32,98.7,1417478
CHK,71.39,75.86,71.35,75.08,2879585
CHRW,96.07,97.26,95.13,96.79,1743582
CHTR,587.92,602.02,586.54,601.16,1847342
CI,225.51,234.12,225.15,232.84,1863584
CIEN,67.88,69.01,67.34,68.7,968140
CINF,120.59,125.06,120.59,124.94,702305
