Ticker,open,high,low,close,volume
A,125.32,126.0,123.8,124.41,2187684
AA,61.99,62.18,60.09,61.33,6208093
AAL,16.53,16.53,15.32,15.5,38817370
AAP,175.31,182.7284,172.86,180.23,2128629
AAPL,140.805,141.97,137.33,140.36,104132746
ABBV,147.03,151.35,146.61,149.11,6367369
ABC,153.0,153.71,150.09,153.08,1002080
ABMD,244.69,249.43,242.89,249.19,403500
ABT,115.16,115.16,111.83,113.77,5272691
ACN,279.82,281.03,273.05,279.31,2088661
ADBE,401.61,404.33,391.0375,398.41,2630761
ADI,159.88,163.25,158.81,161.85,3172157
ADM,86.4,87.91,85.71,87.76,2657443
ADP,212.01,213.6,209.78,212.73,1863662
ADSK,181.48,182.93,176.43,179.55,2368295
ADT,6.88,6.94,6.81,6.93,1822077
AEE,93.45,95.81,92.96,95.51,1415603
AEP,100.71,102.57,99.91,102.22,2534252
AES,21.02,21.3,20.46,21.24,4420124
AFL,56.31,57.185,55.62,57.08,2803454
AIG,56.69,56.81,54.695,56.51,5889449
AIV,5.97,6.11,5.83,6.06,1891475
AIZ,178.3,181.61,177.32,180.75,578106
AJG,157.66,158.38,154.9,157.76,586760
AKAM,98.45,100.22,97.22,99.56,1585173
ALB,243.28,249.9,237.42,243.15,2202486
ALGN,273.17,274.21,265.01,270.18,1194962
ALK,45.63,45.69,43.8,44.21,1490181
ALL,126.72,128.99,124.96,128.83,1540233
ALLE,108.09,108.74,105.06,108.01,622808
ALTR,51.54,52.19,50.335,51.76,417776
AMAT,107.88,108.73,105.71,106.59,6785403
AMCR,12.89,12.98,12.685,12.96,10182632
AMD,92.54,93.42,89.62,91.16,123341410
AME,118.46,118.89,116.43,118.49,760208
AMG,125.11,125.34,121.6,124.55,164703
AMGN,248.67,252.4,248.325,251.89,2667333
AMP,260.74,261.67,253.17,260.63,574718
AMT,249.49,259.305,248.69,258.52,2174398
AMZN,104.025,105.4,101.26,104.1,102934680
AN,109.99,110.51,107.53,110.2,901250
ANET,101.16,101.26,97.22,99.69,1980330
ANF,18.7,20.23,18.31,19.09,13826665
ANSS,249.77,252.14,245.6994,248.22,444643
AON,265.01,269.39,262.8825,268.14,767767
AOS,58.32,58.56,57.04,58.35,572765
APA,43.41,44.46,43.07,43.62,7953427
APD,238.86,239.02,233.45,236.82,729916
APH,69.02,69.4,67.76,68.99,1894922
APTV,93.11,93.54,90.36,91.07,1691931
ARE,160.94,160.94,157.45,160.25,1091672
ATI,26.0,26.29,25.245,26.18,941747
ATO,114.17,116.44,113.55,116.03,937963
ATVI,77.07,77.33,76.4,77.03,4908933
AVB,204.02,205.51,200.17,205.01,490200
AVGO,526.66,528.87,516.19,524.2,2506019
AVY,165.17,165.77,158.62,162.83,703322
