Ticker,open,high,low,close,volume
A,123.7,128.63,123.06,128.15,3430243
AA,75.29,77.45,69.85,73.3,11610911
AAL,15.66,17.0,15.48,16.96,56881501
AAP,192.13,202.04,190.79,200.81,1265805
AAPL,152.58,162.85,152.0,162.74,141147540
ABBV,143.61,145.7,143.47,145.27,12070209
ABC,137.57,137.93,134.7,137.86,1807873
ABMD,283.21,306.92,281.0431,306.92,291609
ABT,115.0,118.915,114.4275,118.72,6252741
ACN,302.35,316.58,300.71,316.17,3785939
ADBE,418.59,465.93,416.8124,463.82,6448772
ADI,154.33,160.0,152.025,159.79,4152212
ADM,74.14,75.98,73.35,75.85,3623337
ADP,193.5,200.71,192.26,200.22,1965362
ADS,63.87,65.16,61.77,64.89,1863185
ADSK,204.13,218.34,199.6317,218.18,4380635
ADT,6.79,7.22,6.68,7.19,1625110
AEE,83.29,83.68,81.77,83.25,1259747
AEP,87.17,87.21,84.87,86.56,6581994
AES,20.03,21.03,19.764,20.92,10375609
AFL,59.92,59.985,58.5,59.62,4712819
AIG,59.35,60.59,58.18,60.38,6276648
AIV,6.6,7.02,6.54,6.98,1999460
AIZ,159.32,164.27,157.82,163.5,823640
AJG,149.05,154.87,148.0337,154.42,897185
AKAM,97.12,103.95,96.86,103.94,2732745
ALB,172.26,184.96,169.93,184.2,1979914
ALGN,468.58,511.49699999999996,464.01,509.15,986314
ALK,52.48,56.46,51.62,56.2,2608767
ALL,120.53,121.26,117.5,120.82,3220269
ALLE,107.41,111.93,106.829,111.7,1107963
ALTR,56.79,61.83,56.71,61.63,266663
AMAT,123.08,133.63,122.68,133.42,8500945
AMCR,11.41,11.54,11.2,11.48,12309266
AMD,104.56,116.96,104.26,116.61,142956570
AME,122.58,128.03,121.804,127.61,1196197
AMG,131.83,137.16,128.39,136.81,259908
AMGN,218.93,219.9,214.3915,219.27,3746821
AMP,282.17,290.16,278.91,289.36,911282
AMT,221.81,232.62,220.0,231.75,2699757
AMZN,139.8375,151.749,139.5,151.358,100785760
AN,100.93,106.65,100.0,106.5,774075
ANET,109.225,121.41,108.23,120.86,2894620
ANF,35.66,38.66,35.43,38.43,1861782
ANSS,281.41,317.62,278.22,316.49,1132882
AON,275.35,288.92,273.20099999999996,288.13,1727272
AOS,66.44,67.82,65.29,67.77,2522118
APA,31.13,32.45,29.95,32.31,14283808
APD,229.0,235.99,228.44,235.13,1634463
APH,71.62,75.25,71.1,75.11,3308753
APTV,127.34,134.33,125.56,134.22,2223417
ARE,182.14,190.84,182.14,190.09,1269481
ATI,23.25,23.96,23.12,23.77,3047719
ATO,104.8,105.25,102.3,104.75,2330523
ATVI,80.1,81.18,80.02,81.01,10386941
AVB,230.79,237.39,229.0,236.37,663219
AVGO,551.58,585.69,549.02,580.0,3531619
AVY,171.29,175.47,168.31,174.28,1024415
AWK,144.95,149.04,144.66,148.6,1234125
AXP,180.47,188.5,179.05,188.35,5886604
AYI,169.04,177.32,167.845,177.02,233876
AZO,1759.02,1799.73,1759.02,1794.77,215237
BA,189.29,198.855,186.88,198.43,12207625
BAC,43.0,43.675,42.05,43.6,80484789
BALL,87.0,88.02,85.75,87.85,2275209
BAX,84.92,85.09,83.41,84.65,5266910
BBBY,12.675,15.375,12.42,15.37,8092887
BBWI,46.12,53.68,45.88,53.14,10078143
BBY,85.99,91.85,85.58,91.58,2908729
BDX,265.56,267.96,263.69,266.29,1581811
BEAM,61.19,71.03,60.75,70.36,1033308
BEN,28.17,29.085,27.7,28.96,2551462
BF.B,64.43,64.69,63.05,64.58,1215824
BHF,50.5,52.2,50.0,52.07,671858
BIG,32.3,35.01,31.57,34.76,1358253
BIIB,204.86,207.05,200.36,203.12,1883274
BIO,564.05,598.58,563.0,598.43,241673
BK,51.685,52.695,50.61,52.5,8487932
BKNG,2161.61,2297.55,2138.72,2295.0,1518142
BKR,29.45,29.51,27.9,28.72,11866324
BLK,710.28,734.67,705.37,731.79,1173961
BMY,66.49,67.17,66.19,67.1,18055497
BR,138.32,145.56,137.5777,145.29,820106
BRK.B,301.78,308.81,299.51,308.28,8836304
BRO,62.87,66.4,62.41,66.15,2108054
BSX,42.75,44.025,42.285,43.95,8259159
BTU,18.045,18.28,14.89,14.98,21130960
BWA,40.65,41.165,40.17,41.1,2506142
BXP,115.84,120.42,114.59,120.01,1458640
C,60.49,61.06,58.365,60.67,46453499
CAG,35.52,35.71,33.665,34.31,4102150
CAH,52.71,52.71,51.32,52.48,2743475
CARR,42.75,44.82,42.45,44.71,5037262
CAT,182.03,185.27,179.67,184.69,5919467
CB,196.73,199.875,193.27,199.03,2431573
CBOE,113.39,117.41,112.24,117.27,751778
CBRE,92.02,94.55,91.1,93.84,2926927
CCI,157.71,165.57,157.16,165.0,2967212
CCK,116.89,118.72,115.82,117.99,1139131
CCL,18.84,20.705,18.65,20.63,49931686
CDAY,63.11,70.92,62.33,70.83,2372204
CDNS,138.42,149.73,137.11,149.04,3715241
CDW,164.03,171.47,163.29,171.3,1208907
CE,134.82,137.46,133.5,137.21,1672048
CEG,43.15,44.59,42.22,44.32,2447912
CF,77.08,79.81,75.69,78.56,6971186
CFG,49.98,50.64,48.63,50.48,5760380
CHD,95.45,96.51,93.86,95.06,1930577
CHK,70.96,73.58,66.5,70.91,3957299
CHRW,91.16,96.56,90.99,96.2,2255818
CHTR,572.5,586.95,566.05,586.59,4139728
CI,220.94,224.88,218.52,224.43,3009939
CIEN,65.22,68.16,65.0,68.01,1469644
CINF,119.71,119.71,116.77,119.42,1085746
CL,78.14,78.42,75.46,75.58,7890938
CLF,17.79,19.435,17.71,19.4,18496474
CLX,146.245,146.73,140.82,143.24,1716004
CMA,89.35,91.31,87.35,90.98,1899024
CMCSA,44.465,46.06,44.27,46.01,29784045
CME,229.59,238.14,229.165,237.26,2332865
CMG,1370.21,1487.5,1362.0,1484.61,393433
CMI,202.08,204.0,198.13,203.27,1519195
CMS,61.73,62.15,61.16,61.97,2140292
CNC,79.75,81.03,79.13,80.84,2366412
CNP,26.23,26.66,26.0,26.55,6656979
CNX,16.18,16.3,15.46,16.08,4445969
COF,143.01,148.14,141.03,147.77,3693425
COO,386.9,401.11,380.62,399.66,387691
COP,89.0,89.25,84.29,86.73,11509285
COST,483.265,506.545,482.98,505.58,2859804
COTY,8.23,8.8369,8.09,8.81,10286254
CPB,44.32,44.54,42.42,43.54,3558872
CPRI,64.05,66.38,63.08,66.03,4247967
CPRT,115.93,121.94,115.55,121.6,2182423
CPT,159.21,163.44,158.7,162.94,561287
CPWR,0.0064,0.00775,0.0064,0.0065,165500
CRL,277.12,291.94,276.33,290.03,602413
CRM,184.74,204.9,184.44,204.29,11792612
CSCO,54.07,54.83,53.21,54.73,27739339
CSX,33.17,33.65,32.72,33.6,13506002
CTAS,358.01,374.72,356.61,374.02,740679
CTLT,92.1,99.23,91.17,99.08,1229711
CTRA,23.655,23.655,21.22,22.24,15147325
CTSH,82.675,86.4,82.36,86.08,3855858
CTVA,49.6,50.155,49.01,50.05,3156925
CTXS,101.5,102.33,101.45,102.21,4771819
CVS,100.26,100.95,98.46,100.77,7055518
CVX,137.93,138.23,131.721,134.85,22108907
CZR,74.97,85.07,74.31,84.65,4933749
D,77.52,77.83,75.79,77.16,4151275
DAL,37.6,40.49,37.47,40.33,22659739
DD,72.95,76.02,72.11,75.57,5051583
DE,329.07,343.79,326.75,342.76,3600097
DELL,55.09,55.96,54.37,55.84,6516014
DFS,114.58,118.44,113.415,118.27,1985458
DG,185.15,191.29,185.15,190.8,2083126
DGX,126.26,129.68,125.77,129.51,1206360
DHI,76.03,82.76,75.53,82.31,6751181
DHR,256.01,272.5025,255.83,271.56,3720598
DIS,140.0,149.57,140.0,149.4,12475485
DISH,26.5,29.81,25.84,29.46,8673736
DLR,130.54,134.62,130.1,134.34,3425129
DLTR,133.24,136.44,130.595,136.13,2745593
DNB,17.24,18.125,17.2,18.05,3404541
DOV,152.0,155.425,151.31,155.36,825106
DOW,58.89,58.97,57.52,58.72,8108464
DPZ,394.25,419.78,390.34,417.41,624448
DRE,51.33,52.595,50.861000000000004,52.42,2421612
DRI,135.02,141.74,134.15,141.57,1100851
DTE,116.52,118.2,114.905,117.74,1850068
DUK,97.43,97.62,95.48,97.04,4207758
DV,22.85,25.53,22.52,25.43,1462151
DVA,110.12,112.15,108.82,111.89,695805
DVN,53.7,54.1,51.21,52.75,21102490
DXC,33.25,35.24,32.89,35.06,2067098
DXCM,92.2225,102.71625,91.4325,102.18,5588960
DYN,7.35,8.12,7.35,8.06,173001
EA,123.91,127.67,123.8,127.5,2083595
EBAY,50.225,55.64,49.53,55.44,24110823
ECL,170.34,176.47,169.06,175.94,1567834
ED,83.95,84.4,81.54,83.31,2479429
EFX,203.21,216.41,203.01,215.92,1732579
EIX,58.78,59.22,57.86,59.16,1859398
EL,281.98,293.67,279.37,293.13,1998543
ELV,435.49,443.62,432.03,441.81,1076405
EMN,116.52,118.36,114.935,117.77,1326186
EMR,89.39,90.39,87.95,90.0,4244349
ENDP,2.85,3.11,2.78,3.09,3979199
ENPH,119.0,147.925,118.57,147.35,5034801
EOG,110.2,110.39,103.47,107.3,6777851
EP,11.4,11.8,11.2,11.8,2852
EPAM,350.0,385.04,347.46,382.28,2561266
EQIX,668.0,709.19,662.26,705.49,832288
EQR,82.69,84.99,81.98,84.63,2081939
EQT,22.22,22.35,21.32,22.23,10730696
ES,79.65,80.02,78.63,79.72,2995355
ESS,309.93,317.4,306.98,316.51,278240
ETN,145.86,150.79,144.26,150.31,2168798
ETR,103.82,104.23,100.18,102.32,1457391
ETSY,111.5,129.8,109.38,128.16,9304339
EVRG,60.02,60.92,59.46,60.59,2408502
EW,103.26,110.04,102.5672,109.64,3112023
EXC,40.84,41.4,40.11,41.3,11997746
EXPD,100.69,105.22,99.85,105.03,1421753
EXPE,185.96,194.58,181.91,193.74,7901035
EXR,178.11,190.44,175.2625,189.74,947328
F,15.99,17.19,15.955,17.15,110443935
FANG,133.12,133.17,123.16,127.89,4639512
FAST,49.06,50.53,48.84,50.46,3987672
FBHS,81.59,85.05,81.23,85.05,1950851
FCX,41.375,43.925,41.25,43.72,20397669
FDS,386.0,392.845,381.79,392.82,599947
FDX,208.0,216.57,206.3096,215.92,3002379
FE,39.47,39.96,38.77,39.85,5794707
FFIV,190.71,198.855,189.84,198.43,725343
FHN,17.02,17.515,16.78,17.44,8114238
FIS,91.42,95.92,90.48,95.78,7766664
FISV,90.32,95.71,89.91,95.56,6486240
FITB,45.25,45.95,44.075,45.76,9082947
FL,38.6,41.48,38.29,41.41,3021057
FLR,20.72,21.0,19.8,20.92,2846330
FLS,30.11,30.41,29.01,29.7,2412694
FLT,227.93,236.17,226.68,235.58,878351
FMC,112.44,115.2,111.42,114.9,942327
FOSL,13.0,14.395,12.890999999999998,14.15,1532027
FOX,36.9,37.38,36.445,37.26,1077601
FOXA,40.54,41.01,39.88,40.87,4052816
FRC,157.36,166.78,155.67,166.09,1886641
FRT,114.0,117.67,113.1,117.26,573935
FSLR,62.13,69.06,61.24,69.04,2553875
FTI,6.1,6.7,6.1,6.66,17277969
FTNT,55.576,63.693999999999996,55.18838,63.29,12905715
FTV,61.42,64.43,60.96,64.37,3797766
GD,216.79,218.94,211.41,218.53,2062752
GE,90.59,93.09,87.7,92.54,11392365
GHC,568.05,589.8,568.05,588.3,17715
GILD,60.71,61.27,60.073,60.61,14849947
GIS,66.86,67.02,64.45,65.56,4956527
GL,100.44,100.845,97.99,100.1,907740
GLW,39.26,40.63,38.8,40.51,7095385
GM,44.15,46.405,43.91,46.35,21003676
GME,105.53,125.71,104.12,124.58,2256212
GNRC,263.37,303.23,260.71,301.35,1244398
GNW,3.89,4.04,3.84,4.02,3730380
GOOG,2500.0,2660.74,2495.29,2653.47,2158254
GOOGL,2499.065,2660.0,2499.065,2653.82,2722754
GPC,116.28,121.1255,115.63,120.86,962944
GPN,129.8,135.69,128.5,135.47,3698047
GPS,13.12,14.4,13.12,14.34,8961006
GRMN,106.9,110.44,106.66,110.41,3863634
GS,328.57,341.0,326.9471,340.19,4563974
GT,14.235,15.23,14.11,15.19,9233622
GWW,455.73,467.0,453.67,466.28,494314
HAL,32.4,32.47,30.665,31.47,18274777
HAS,89.75,93.4,89.66,93.18,965552
HBAN,14.745,15.01,14.38,14.96,18710763
HBI,14.59,15.22,14.51,15.17,5942557
HCA,236.01,244.16,234.68,243.56,1477028
HD,300.0,313.4393,299.29,313.24,8416724
HES,96.82,97.0,92.17,95.26,5321943
HIG,67.72,68.0056,65.46,67.48,2813033
HII,185.74,192.7,183.585,191.99,636287
HLT,138.97,146.66,138.03,146.09,3350028
HOG,38.89,40.23,38.73,40.13,1604044
HOLX,68.71,71.24,68.71,71.11,1301814
HON,174.95,182.69,174.42,182.34,5899657
HP,34.21,34.311,32.542,33.68,1520965
HPE,16.14,16.29,15.75,16.25,11558388
HPQ,33.35,34.575,33.04,34.53,12863669
HRB,23.25,23.86,23.03,23.78,2382953
HRL,47.48,47.61,46.16,47.03,2860539
HSIC,82.44,84.193,81.93,83.98,1313530
HST,17.79,18.53,17.54,18.49,9820290
HSY,201.07,202.33,193.09,196.81,1331586
HUM,410.0,421.81,408.2,421.3,1059533
HWM,33.02,34.419000000000004,32.68,34.38,4188761
IBM,120.0,122.1,118.81,121.97,6563202
ICE,120.95,128.07,120.9,127.92,5109222
IDXX,470.31,511.68,468.53,509.77,705531
IEX,182.83,189.41,181.66,188.99,523774
IFF,130.72,135.74,129.99,135.68,1736630
IGT,27.43,29.14,26.75,29.05,1452037
ILMN,310.86,324.6,306.66,323.91,876833
INCY,67.14,67.95,66.215,67.84,1534090
INTC,43.9,46.79,43.625,46.72,72740052
INTU,458.0,498.3,450.26,497.13,2683667
IP,44.25,44.57,42.95,44.19,5724838
IPG,34.86,36.305,34.58,36.18,4296033
IPGP,130.29,133.92,129.25,133.62,1108533
IQV,218.86,229.44,216.3664,228.47,2053032
IR,50.47,51.24,49.0,50.33,4031946
IRM,41.9,45.55,41.67,45.43,3370382
ISRG,266.22,289.29,266.02,288.38,2733731
IT,265.99,281.4,265.99,281.39,1064708
ITT,83.44,86.15,82.6,85.9,660837
ITW,211.39,215.11,209.301,214.14,1936471
IVZ,20.19,21.09,20.02,21.02,6709455
J,114.85,119.58,114.11,119.41,633429
JBHT,185.64,189.46,185.0,188.91,620571
JBL,55.26,57.065,54.2,56.9,2242792
JCI,62.53,64.015,61.79,63.81,5678033
JEF,33.94,34.71,33.61,34.53,1970775
JKHY,165.06,170.42,164.49,170.07,642504
JNJ,159.78,160.13,155.72,158.14,12883436
JNPR,32.445,33.745,32.26,33.67,5463127
JPM,142.94,144.99,139.78,144.55,25655100
JWN,18.77,20.53,18.65,20.46,6051039
K,65.85,66.14,63.02,63.79,4213077
KBH,34.13,36.99,33.94,36.82,2019662
KDP,37.23,37.62,35.923,36.65,7374622
KEY,23.85,24.19,23.275,24.13,12517230
KEYS,148.0,159.04,147.77,158.5,1227442
KHC,39.43,39.68,38.12,38.98,12733666
KIM,22.6,23.94,22.49,23.82,9944723
KLAC,331.7,358.28,329.26,357.89,1676361
KMB,131.34,131.74,126.97,128.57,2213448
KMI,16.91,16.93,16.31,16.67,20111380
KMX,97.59,105.415,96.39,105.15,1530630
KO,59.97,60.62,59.22,60.51,27207444
KR,44.44,45.31,43.141999999999996,44.44,6877904
KSS,51.87,55.8,51.54,55.67,2993931
L,58.53,59.12,57.56,59.0,1050801
LDOS,91.17,95.53,90.39,95.48,1758018
LEG,35.16,36.26,34.88,36.13,1454933
LEN,79.95,88.5,79.52,87.74,4907970
LH,264.99,271.88,263.86,271.71,969039
LHX,220.0,228.69,217.2,228.47,2560955
LIFE,4.91,5.07,4.82,5.05,104868
LIN,276.75,285.9,276.75,285.25,4444541
LKQ,44.21,45.96,43.63,45.93,2589145
LLL,1.74,1.81,1.6745,1.765,10101
LLY,235.18,243.93,234.0,243.08,3272267
LMT,398.23,398.98,387.42,395.71,4140943
LNC,65.34,66.38,64.0,66.18,2614391
LNT,55.81,56.025,54.795,55.93,1351388
LOW,209.69,214.26,206.24,213.41,5749345
LRCX,525.1,564.09,519.55,562.88,1562810
LSI,123.41,127.63,120.03,126.75,683296
LUMN,9.45,9.74,9.31,9.73,20977355
LUV,41.52,44.52,41.2,44.34,10439314
LVS,42.97,43.865,42.05,43.58,11837507
LW,64.91,65.0,62.65,64.58,1212569
