Ticker,open,high,low,close,volume
A,128.64,132.5,127.54,129.32,2375483
AA,82.0,85.5999,77.77,82.37,12840933
AAL,13.035,14.27,12.4401,13.51,88067102
AAP,202.98,205.2,198.26,200.58,963175
AAPL,158.82,162.88,155.8,157.44,131148280
ABBV,149.0,149.89,146.36,147.15,8817502
ABC,144.43,146.4865,143.13,144.41,1282625
ABMD,295.47,298.33,287.495,290.39,245378
ABT,117.91,119.02,115.71,116.11,6694194
ACN,303.71,309.01,297.36,301.62,2902566
ADBE,432.51,443.8,421.36,431.53,3734842
ADI,146.02,152.78,143.85,148.52,4745205
ADM,84.1,86.4,83.09,83.13,5457612
ADP,207.84,213.06,204.94,205.38,2326317
ADS,55.47,56.44,53.3,53.59,3301653
ADSK,197.7,202.57,192.34,195.95,1974045
ADT,7.36,7.36,7.0,7.15,3896298
AEE,89.47,89.62,87.73,87.75,1616500
AEP,97.57,98.08,95.175,95.25,3689976
AES,22.0,22.19,21.555,21.56,8533295
AFL,59.68,61.005,59.13,59.23,3079283
AIG,55.46,57.42,54.9,55.46,7034681
AIV,7.12,7.28,7.075,7.13,852926
AIZ,169.22,170.84,165.89,166.19,316314
AJG,154.48,155.32,148.52,150.13,1229923
AKAM,111.27,112.45,106.94,107.07,2401558
ALB,171.53,184.62,170.01,180.74,1463530
ALGN,430.0,433.0,411.8,415.01,1154621
ALK,45.08,48.79,43.46,46.67,4209469
ALL,125.68,126.27,122.0,122.03,2356201
ALLE,115.25,116.73,111.33,111.43,1080121
ALTR,64.19,64.49,61.91,62.48,248413
AMAT,119.79,127.87,118.17,124.15,10525001
AMCR,10.83,11.24,10.6636,10.94,14020985
AMD,102.81,109.9,100.08,105.53,135348320
AME,130.41,132.11,128.81,128.83,1446318
AMG,123.75,127.73,121.4,123.1,296407
AMGN,233.855,236.88,230.56,231.1,2974879
AMP,267.03,271.15,258.17,261.39,1056114
AMT,232.52,236.65,227.51,227.97,2058048
AMZN,136.6835,140.6995,133.5725,136.0145,91662580
AN,109.9,114.84,108.32,111.58,941163
ANET,114.45,118.44,111.36,114.6,1808892
ANF,26.67,27.86,26.4901,26.89,3725506
ANSS,303.02,309.43,295.94,298.95,595910
AON,286.39,289.95,276.79,276.93,1363557
AOS,67.68,68.16,66.12,66.21,1114663
APA,39.13,41.2,37.46,38.63,16485207
APD,221.51,225.11,216.24,218.77,1867479
APH,72.76,74.56,71.71,72.54,4315042
APTV,99.93,105.71,94.75,100.14,6261025
ARE,188.84,193.89,187.71,190.8,1164000
ATI,26.26,26.6516,25.78,26.0,3209215
ATO,116.37,116.37,113.4,113.4,1197952
ATVI,80.42,81.435,80.32,81.03,7519801
AVB,244.72,244.72,238.9,239.95,605947
AVGO,572.17,596.05,563.61,575.95,2699261
AVY,159.81,163.87,156.51,158.92,718631
AWK,157.41,159.32,153.52,154.25,1363175
AXP,160.52,166.29,155.72,160.05,7058862
AYI,184.7,189.67,182.45,182.98,263160
AZO,1860.39,1907.12,1836.61,1849.12,186857
BA,169.73,180.82,167.58,173.8,13715459
BAC,39.07,39.66,38.17,38.59,76553809
BALL,89.47,91.22,87.64,87.79,2085427
BAX,84.52,84.63,80.44,80.45,3159821
BBBY,19.66,23.45,19.57,22.86,18775533
BBWI,46.13,47.43,45.46,45.59,5814769
BBY,103.94,105.945,101.055,101.13,3764319
BDX,274.13,275.84,264.75,265.13,1682093
BEAM,62.06,65.42,59.5801,62.47,1238747
BEN,27.5,28.267,27.23,27.61,2774221
BF.B,67.58,68.07,63.93,64.05,1241680
BHF,43.88,45.98,42.17,44.16,1298537
BIG,36.1,38.07,35.59,36.15,983828
BIIB,201.3,209.83,201.01,202.01,1407235
BIO,545.0,548.479,524.19,524.57,220492
BK,50.69,51.83,49.89,50.73,8072548
BKNG,1843.39,1981.78,1796.45,1899.53,1207024
BKR,35.255,36.92,34.17,34.8,22307555
BLK,675.0,678.3,660.15,662.87,1180227
BMY,67.93,68.41,67.325,67.74,19223468
BR,147.33,149.49,144.08,145.08,768547
BRK.B,325.3,327.29,318.03,318.52,7911576
BRO,66.15,66.33,61.12,61.13,4909286
BSX,42.46,42.53,40.8,40.9,11351230
BTU,21.855,24.4299,20.86,22.57,19629138
BWA,35.53,37.36,34.85,36.12,3906287
BXP,121.88,124.03,120.44,122.05,921575
C,56.56,57.29,54.76,54.87,43858113
CAG,33.45,33.53,30.93,30.93,8230131
CAH,52.52,53.3,52.05,52.43,2437832
CARR,43.4,44.42,42.85,43.58,6755908
CAT,203.87,214.89,203.0,210.0,9318635
CB,200.19,203.51,196.2,197.65,2071280
CBOE,116.81,117.59,113.6,113.69,473693
CBRE,87.1,87.89,84.62,84.85,3232278
CCI,175.81,179.3,173.83,173.85,1962302
CCK,122.95,124.26,116.16,116.83,1799204
CCL,15.68,16.55,14.94,15.88,68268984
CDAY,63.09,65.495,62.35,63.57,2066616
CDNS,149.257,151.35,143.43,145.8,2369453
CDW,166.34,169.035,162.91,164.78,794268
CE,135.37,137.7375,132.26,133.9,1267180
CEG,51.18,55.32,50.85,52.32,3873722
CF,92.92,100.28,91.05,93.28,8582470
CFG,46.39,47.1501,45.1,45.63,5535784
CHD,101.04,102.08,95.15100000000001,95.32,2233815
CHK,87.0,87.9,82.17,82.46,2891248
CHRW,104.16,105.705,101.48,101.56,1266088
CHTR,556.93,565.87,550.32,551.43,1099855
CI,235.08,236.72,229.0,229.1,1816094
CIEN,58.71,59.2516,57.0301,58.22,2868359
CINF,120.68,122.25,118.72,119.32,712245
CL,76.77,77.06,74.78,74.87,5263703
CLF,25.07,25.5,23.51,23.68,37387417
CLX,144.72,145.445,138.4,138.44,1644709
CMA,85.79,87.96,83.44,84.49,1766130
CMCSA,46.34,47.295,46.08,46.13,24592719
CME,235.27,235.27,222.18,222.73,2695696
CMG,1315.0,1355.84,1277.41,1313.6,394976
CMI,191.47,201.01,189.62,193.01,1676788
CMS,67.28,67.63,65.89,65.92,2043726
CNC,83.11,83.72,81.53,81.57,2198550
CNP,28.91,29.0,28.5,28.54,4404790
CNX,18.76,18.78,17.875,18.09,5410564
COF,125.93,130.745,122.43,126.08,3683389
COO,399.56,401.41,380.311,380.39,492644
COP,100.51,103.44,94.86,97.8,17231393
COST,526.22,539.73,522.41,523.36,3649663
COTY,7.48,8.03,7.24,7.66,17351698
CPB,45.4,45.66,42.29,42.3,6265827
CPRI,47.56,49.64,45.05,46.59,6832835
CPRT,109.89,111.07,106.37,108.85,2072042
CPT,170.06,170.53,166.16,167.46,792777
CPWR,0.00925,0.01,0.006999999999999999,0.01,111551
CRL,266.65,266.65,251.3,256.66,841855
CRM,194.28,197.2,189.2,192.08,8229049
CSCO,55.7,55.86,54.0701,54.4,23642377
CSX,36.72,37.28,34.94,34.99,27806075
CTAS,368.92,374.76,364.41,367.51,833835
CTLT,96.76,98.78,93.3,94.2,1351093
