Ticker,open,high,low,close,volume
A,118.79,119.76,116.7,119.21,1119770
AA,44.885,45.8294,43.35,44.78,6634831
AAL,12.78,13.18,12.52,13.13,34110387
AAP,173.4,177.66,172.13,173.64,784440
AAPL,136.04,139.04,135.66,138.93,71051552
ABBV,153.08,153.86,151.4588,153.8,4619958
ABC,141.85,143.467,139.3,143.14,985374
ABMD,246.42,254.82,244.66,254.56,218377
ABT,108.21,110.47,107.65,110.22,3291666
ACN,277.58,282.37,276.28,280.65,2400164
ADBE,364.175,369.529,359.07,368.48,2471735
ADI,143.935,145.1,140.52,142.91,3175038
ADM,77.51,77.76,74.88,76.41,2603690
ADP,209.94,213.52,209.1,213.23,1552928
ADSK,172.78,174.62,170.48,173.86,1203155
ADT,6.12,6.31,6.1,6.29,1554665
AEE,90.72,92.41,90.35,92.19,2232123
AEP,96.0,98.02,95.39,97.95,2833608
AES,21.01,21.525,20.99,21.48,4741899
AFL,55.32,56.31,55.11,56.24,2294236
AIG,51.1,52.16,50.74,52.02,3363600
AIV,6.37,6.81,6.37,6.81,4571207
AIZ,173.22,175.12,172.13,175.0,275717
AJG,163.1,164.83,162.125,164.63,644366
AKAM,91.19,92.24,90.64,92.12,772435
ALB,205.68,208.78,200.45,205.15,1003114
ALGN,237.03,247.67,235.28,247.34,682031
ALK,40.25,41.2,39.67,41.17,1420672
ALL,127.14,131.32,126.5,130.7,2525820
ALLE,98.08,100.04,97.2307,99.61,590982
ALTR,52.09,52.74,51.59,52.07,247543
AMAT,88.72,88.72,84.46,86.27,13121569
AMCR,12.36,12.55,12.165,12.53,9955632
AMD,75.185,75.45,72.69,73.67,87734237
AME,109.8,111.76,109.53,111.46,908208
AMG,115.52,118.47,115.47,117.81,136238
AMGN,243.25,246.0,240.72,245.55,2745504
AMP,236.37,241.15,233.99,237.97,563078
AMT,254.53,259.035,252.44,258.4,1363377
AMZN,106.29,109.75,105.8469,109.56,73021171
AN,112.04,115.98,111.75,114.81,391318
ANET,93.14,93.6,91.74,93.41,1508685
ANF,16.62,17.23,16.53,17.18,1683542
ANSS,239.0,242.56,235.71,240.19,409884
AON,269.44,274.38,268.42,273.92,629081
AOS,55.0,56.33,54.76,56.03,993431
APA,35.22,35.72,33.76,35.35,5861234
APD,238.94,242.79,237.66,242.75,1021313
APH,63.93,64.61,62.895,63.75,1944674
APTV,89.08,92.5,88.65,91.45,1878265
ARE,144.88,148.9,144.185,148.13,683432
ATI,22.41,22.73,21.75,22.33,953159
ATO,112.52,115.4,111.97,115.15,799985
ATVI,77.97,78.68,77.7,78.57,4210618
AVB,193.97,196.74,192.79,196.25,996589
AVGO,479.41,484.265,469.43,477.84,2131693
AVY,161.53,165.1599,160.44,164.44,499508
AWK,149.52,155.15,149.12,153.43,1477504
AXP,138.07,140.89,137.47,140.4,2625268
AYI,154.65,158.37,153.31,157.84,343580
AZO,2148.61,2165.06,2114.05,2159.81,110828
BA,135.88,141.79,135.4,139.84,7627130
BAC,30.98,31.67,30.63,31.56,40236080
BALL,68.48,71.53,68.31,70.93,3634795
BAX,64.1,65.615,63.71,65.49,2517686
BBBY,4.9,5.02,4.38,4.71,15458232
BBWI,26.73,28.1199,26.03,27.88,6291522
BBY,65.79,66.86,65.01,66.77,2866441
BDX,246.5,252.165,244.32,251.8,774915
BEAM,39.0,40.13,38.29,39.79,1106012
BEN,23.22,23.72,23.12,23.58,2866048
BF.B,70.31,71.68,70.0,71.57,831184
BHF,40.82,42.79,40.82,42.61,1066697
BIG,21.01,21.11,20.12,20.42,1118725
BIIB,205.37,210.75,203.92,210.63,800858
BIO,495.01,503.475,491.44,502.34,116817
BK,41.38,42.56,41.1499,42.42,2891031
BKNG,1743.1,1767.98,1719.745,1767.98,356287
BKR,29.11,29.415,28.02,29.09,5441398
BLK,607.25,619.27,605.9780000000001,616.7,502755
BMY,76.98,76.98,75.77,76.84,10882707
BR,142.94,147.08,142.61,146.42,358535
BRK.B,272.5,278.4,271.63,277.5,3668568
BRO,58.33,59.34,58.1,59.33,1434760
BSX,37.22,38.115,37.085,38.01,5870032
BTU,21.35,22.2,20.34,21.04,4449274
BWA,33.33,34.2,33.13,34.07,1753911
BXP,88.96,91.005,88.9,90.6,936892
C,45.74,47.04,45.34,46.87,16539617
CAG,34.24,34.675,34.14,34.56,6490870
CAH,52.48,53.18,51.84,53.1,1930812
CARR,35.77,36.26,35.3797,36.0,4214367
CAT,179.31,181.32,173.72,178.29,3423158
CB,196.8,199.23,194.255,197.92,1470734
CBOE,113.96,114.71,111.88,114.68,465121
CBRE,73.18,75.835,73.18,75.69,1591557
CCI,167.73,172.84,167.32,172.36,1505750
CCK,91.84,93.785,91.43,93.0,3367499
CCL,8.61,8.97,8.53,8.82,51985534
CDAY,47.26,47.95,46.72,47.6,1472574
CDNS,149.76,150.78,147.4,149.64,1509276
CDW,156.4,159.195,154.22,157.0,798080
CE,116.77,118.79,113.18,115.72,1262564
CEG,56.72,58.09,56.62,57.6,1531893
CF,84.84,87.23,83.16,85.28,2303965
CFG,35.51,36.28,34.955,36.12,4016299
CHD,93.13,94.37,92.595,94.25,1124104
CHK,81.69,83.4,79.975,82.9,1197287
CHRW,101.45,102.565,100.27,102.06,955853
CHTR,465.45,483.2,463.72,480.92,887776
CI,263.76,268.95,260.65,268.03,1302771
CIEN,45.34,46.03,44.745,45.64,1079413
CINF,118.83,120.9,118.15,120.36,527534
CL,80.55,82.02,80.35,81.97,4252858
CLF,15.13,15.84,14.95,15.76,27479850
CLX,142.08,144.24,141.2603,143.9,976738
CMA,73.24,74.51,72.4,74.28,1386056
CMCSA,39.37,40.385,39.28,40.29,16175996
CME,203.87,204.51,200.41,204.28,1822170
CMG,1302.08,1317.805,1290.56,1306.8,177688
CMI,194.18,196.98,190.745,194.11,760030
CMS,67.86,69.215,67.37,69.03,2259971
CNC,84.73,86.39,83.56,86.21,1972886
CNP,29.71,30.59,29.5,30.5,4242407
CNX,16.71,16.73,16.25,16.67,2579128
COF,103.73,107.5283,103.72,106.82,1536780
COO,313.43,320.69,312.46,318.51,280245
COP,91.93,92.31,88.31,90.98,6004979
COST,481.18,491.25,478.0,485.76,2660404
COTY,7.97,8.08,7.72,7.77,6242869
CPB,48.2,48.6,47.75,48.49,2998362
CPRI,40.69,41.62,39.72,41.23,1775059
CPRT,108.57,110.568,108.3,110.17,833619
CPT,134.44,136.44,133.49,136.06,447271
CPWR,0.0105,0.011000000000000001,0.01,0.01,63000
CRL,214.87,219.38,214.085,218.83,275655
CRM,164.76,169.15,164.05,168.2,4561576
CSCO,42.52,42.7,41.57,42.6,24338545
CSX,29.09,29.535,28.825,29.34,13838786
CTAS,373.53,378.38,371.54,376.71,430914
CTLT,107.28,108.81,105.98,107.02,819741
CTRA,26.07,26.37,25.41,26.33,9541209
CTSH,67.43,68.23,66.72,68.03,2006491
CTVA,53.62,54.44,52.66,54.12,2130538
CTXS,97.23,98.1197,96.11,97.93,494880
CVS,92.81,94.1,91.55,93.94,5215267
CVX,146.6,146.96,142.47,146.51,7684648
CZR,38.3,38.95,37.37,38.53,6301940
D,80.04,81.29,79.44,81.24,3847369
DAL,29.23,29.730999999999998,28.67,29.52,11374228
DD,55.16,55.51,53.365,54.75,4960484
DE,300.59,304.87,294.32,301.63,1373593
DELL,45.8,46.44,42.4133,42.74,6384352
DFS,94.24,98.1,93.87,97.69,1467112
DG,243.29,247.1669,243.0,246.35,1085079
DGX,133.47,136.95,132.52,136.68,798159
DHI,66.88,70.28,66.75,70.09,4592148
DHR,254.32,258.74,251.05,258.05,1401502
DIS,94.24,96.3107,93.98,96.14,10543380
DISH,17.88,18.56,17.705,18.37,3633260
DLR,129.83,133.46,129.47,131.58,1512618
DLTR,154.0,156.5,152.3001,156.27,1572451
DNB,14.85,15.13,14.84,15.1,890788
DO,5.86,6.09,5.63,6.09,2127901
DOV,121.53,123.23,120.355,122.41,562500
DOW,50.91,52.04,49.9,51.69,5255114
DPZ,392.62,404.585,390.765,403.61,318805
DRE,54.86,56.41,54.86,56.2,2213552
DRI,113.65,115.0513,112.55,114.35,1540445
DTE,127.32,129.365,126.47,129.16,1005674
DUK,107.75,109.79,107.21,109.62,2874254
DV,22.75,23.7,22.4,23.62,501655
DVA,80.07,83.4,78.41,83.11,929834
DVN,55.43,55.99,53.36,55.11,9604331
DXC,30.17,30.8,29.325,29.94,901866
DXCM,74.26,78.03,74.23,77.63,1981990
DYN,6.88,7.4699,6.88,7.2,135896
EA,120.9,123.0175,120.71,122.73,1185926
