Ticker,open,high,low,close,volume
A,141.48,142.345,139.67,141.12,1087398
AA,62.26,65.6,61.88,64.22,7161159
AAL,16.54,16.565,16.04,16.45,38585193
AAP,231.53,231.63,223.34,226.99,689101
AAPL,171.68,174.1,170.68,172.39,82465400
ABBV,140.15,142.8,139.23,140.65,6921536
ABC,136.22,137.79,134.625,136.61,1357829
ABMD,287.27,299.24,285.45,295.65,247843
ABT,129.56,130.52,128.6,129.71,4149683
ACN,344.89,350.54,340.85,347.5,2142780
ADBE,503.77,519.97,503.77,513.54,2583714
ADI,160.15,162.38,156.77,161.03,5174417
ADM,75.96,76.29,74.61,75.71,2435543
ADP,203.89,207.3299,201.23,206.25,2016562
ADS,68.81,69.675,67.51,69.2,430153
ADSK,235.515,244.6542,235.51,241.24,1458394
ADT,7.3,7.36,7.0447,7.3,1985835
AEE,87.29,87.93,86.28,86.88,807116
AEP,89.27,90.29,88.42,89.17,3439583
AES,21.63,22.09,21.51,21.91,6200979
AFL,63.67,65.27,63.49,64.69,3633117
AIG,59.34,61.605,59.34,60.99,4165821
AIV,6.73,6.86,6.705,6.79,1339615
AIZ,151.19,154.68,150.75,153.07,477616
AJG,153.74,157.86,153.74,156.28,603413
AKAM,114.19,115.145,112.85,114.12,1441282
ALB,214.5,219.0,213.451,216.02,720625
ALGN,496.89,497.36,474.27,489.86,1471445
ALK,52.82,53.74,52.33,53.49,1282452
ALL,120.44,123.255,120.44,122.12,2637286
ALLE,116.14,120.0,115.59,119.25,1293857
ALTR,59.64,61.145,57.56,60.73,138076
AMAT,134.34,136.745,131.941,135.57,8514352
AMCR,11.65,11.715,11.445,11.56,10123655
AMD,120.34,124.96,118.58,123.6,86212008
AME,138.24,138.24,134.02,134.49,1076202
AMG,144.34,148.35,141.54,146.61,224192
AMGN,222.12,224.7634,220.97,222.11,3162030
AMP,304.41,310.885,303.18,308.1,796072
AMT,248.16,250.0,245.0453,246.43,1275922
AMZN,155.6065,161.2,150.608,157.6395,253455860
AN,106.95,107.49,103.0,104.05,1031535
ANET,121.12,124.1687,120.3,122.32,1709549
ANF,37.35,38.4,36.67,38.03,1019407
ANSS,323.62,330.2219,321.02,326.79,470373
AON,280.27,296.37,276.835,291.31,2443276
AOS,73.73,74.55,72.88,73.58,1060291
APA,35.0513,36.46,34.405,34.49,10324851
APD,268.38,269.0,260.6701,263.08,2883456
APH,78.76,79.5999,77.66,78.76,1902134
APTV,129.28,134.10399999999998,128.84,132.2,2619979
ARE,191.3,193.38,189.115,190.61,852059
ATI,22.39,23.01,22.13,22.71,3445106
ATO,105.99,106.81,104.7,105.76,951206
ATVI,78.45,79.83,78.4,79.25,13259076
AVB,248.79,250.81,245.04,247.3,641665
