Ticker,open,high,low,close,volume
A,113.8,115.08,113.36,114.96,1601588
AA,48.46,51.86,48.45,49.68,8381338
AAL,12.9,12.9,11.96,12.16,56545218
AAP,167.92,168.4149,164.24,165.45,774201
AAPL,132.08,132.39,129.04,130.06,107961508
ABBV,136.54,139.29,135.76,139.15,6963350
ABC,140.81,142.05,138.83,140.96,1136107
ABMD,226.36,227.14,219.845,224.73,370573
ABT,102.4,102.75,101.24,102.07,4793568
ACN,275.35,275.4,269.09,270.9,2741772
ADBE,369.37,376.12,360.9,365.08,5775295
ADI,146.36,146.36,141.69,143.46,4722838
ADM,81.0,81.0,78.5014,79.03,3485635
ADP,203.58,205.18,198.55,199.94,1795996
ADSK,171.03,171.62,163.2,164.31,2104617
ADT,6.31,6.34,6.05,6.15,3323037
AEE,82.16,82.43,81.2,82.0,1332455
AEP,89.11,89.9,88.26,89.19,3908129
AES,19.0,19.27,18.7,18.94,11495873
AFL,53.24,53.25,52.0702,53.01,3798272
AIG,50.87,50.95,49.075,49.97,7600422
AIV,5.77,5.845,5.63,5.77,2313653
AIZ,171.48,172.04,168.36,169.08,533463
AJG,150.03,150.92,148.24,149.05,1067099
AKAM,89.78,89.91,86.99,87.46,2604733
ALB,209.2,209.57,198.67,202.17,2158741
ALGN,235.59,239.22,228.35,229.82,1506480
ALK,40.0,40.09,38.2,38.68,2241518
ALL,119.92,120.36,117.64,119.53,2362117
ALLE,98.89,99.16,95.71,96.37,725771
ALTR,50.32,50.93,49.66,50.41,301371
AMAT,94.79,95.11,88.75,89.59,13359331
AMCR,11.86,11.95,11.625,11.71,10772205
AMD,86.63,86.73,80.64,82.05,102433342
AME,110.09,110.24,107.82,108.23,1639371
AMG,116.27,116.27,112.38,113.52,425365
AMGN,233.6,234.54,229.5933,230.71,4102741
AMP,237.68,238.77,233.5836,235.6,635148
AMT,234.78,236.99,232.31,234.18,1668510
AMZN,104.47,104.58,102.01,103.66,82186301
AN,110.8,110.93,103.44,104.77,1146575
ANET,90.39,91.86,89.115,90.42,1760169
ANF,19.39,19.44,17.96,18.21,1990566
ANSS,231.36,235.35,225.92,227.7,580127
AON,247.76,251.475,246.21,248.5,1018188
AOS,54.92,55.07,53.15,53.59,1055949
APA,44.05,44.33,41.1631,41.76,9135088
APD,234.61,236.67,231.61,235.1,1014638
APH,64.47,64.64,61.9,62.51,2461072
APTV,92.03,92.33,85.28,86.16,2731468
ARE,132.43,133.12,130.02,130.54,1289047
ATI,23.02,23.33,21.93,22.07,1779167
ATO,104.85,105.15,103.66,104.58,990758
ATVI,75.0,75.4,73.71,73.93,7498196
AVB,183.85,187.21,183.35,186.39,683559
