Ticker,open,high,low,close,volume
A,114.41,115.57,113.76,113.88,1588225
AA,50.79,51.9399,49.49,50.08,5540918
AAL,13.215,13.24,12.62,13.04,39780821
AAP,169.75,173.02,167.94,171.73,753536
AAPL,133.42,137.06,133.32,135.87,81000488
ABBV,139.95,143.965,139.7,143.47,7160529
ABC,140.67,144.42,140.05,143.26,1210652
ABMD,234.0,238.295,229.31,232.27,395636
ABT,104.86,104.95,103.33,104.41,5338273
ACN,278.15,284.3129,277.67,282.73,2550168
ADBE,355.02,372.795,353.51,362.99,5343494
ADI,147.33,150.29,147.285,148.35,3085757
ADM,79.47,79.58,78.32,79.4,3138668
ADP,203.43,207.43,202.91,206.84,1769319
ADSK,170.09,172.545,166.27,166.88,1465058
ADT,6.41,6.55,6.33,6.35,1788414
AEE,81.65,82.95,81.46,82.45,1576306
AEP,88.55,90.52,88.45,89.95,3197547
AES,19.5,19.945,19.45,19.89,6041513
AFL,54.15,54.41,53.44,54.18,2268972
AIG,52.99,53.12,51.69,52.15,4745110
AIV,5.88,6.085,5.855,5.87,2906437
AIZ,172.21,172.68,171.285,171.68,512961
AJG,151.57,155.92,151.54,155.21,1041172
AKAM,90.44,91.8,90.2,90.65,1781655
ALB,217.15,218.96,213.38,216.33,1347802
ALGN,241.14,241.99,229.97,230.31,1412137
ALK,41.24,41.32899999999999,39.81,40.51,1786446
ALL,122.33,122.53,120.7805,121.8,1161234
ALLE,96.57,97.17,93.325,95.08,1136725
ALTR,52.25,53.2,52.14,52.34,409580
AMAT,91.7,95.675,91.16,95.17,12207425
AMCR,11.84,11.96,11.785,11.92,8873445
AMD,84.17,85.81,82.6,83.79,87780567
AME,108.33,108.88,107.45,108.29,885447
AMG,118.33,118.75,116.98,117.63,263162
AMGN,236.84,238.86,233.93,238.41,3882258
AMP,242.43,243.32,239.23,242.6,579716
AMT,242.0,248.54,241.89,246.85,2502006
AMZN,108.2,111.6299,103.56,108.68,70901245
AN,112.79,113.95,110.76,111.49,626728
ANET,92.39,94.65,92.12700000000001,93.83,1593965
ANF,19.5,19.87,19.08,19.32,1973930
ANSS,237.94,240.8,234.97,235.33,924069
AON,255.31,256.77,253.66,254.76,911470
