Ticker,open,high,low,close,volume
A,131.4,134.52,131.29,134.33,1933127
AA,83.69,84.36,78.25,82.94,10238577
AAL,13.82,14.44,13.46,14.2,56571682
AAP,202.02,205.39,201.0,204.92,613411
AAPL,160.2,160.39,155.98,158.52,105342033
ABBV,148.07,149.75,147.7,149.17,4635711
ABC,145.1,147.65,144.4,146.17,1311414
ABMD,298.87,307.38,294.46,305.62,256446
ABT,117.18,117.81,115.73,117.0,4377620
ACN,305.0,310.1562,304.02,309.52,2048963
ADBE,444.68,447.65,433.01,438.95,2722310
ADI,150.85,151.79,147.85,150.56,4035714
ADM,81.69,84.45,81.09,84.31,3395904
ADP,206.51,210.115,205.01,209.43,2399303
ADS,55.79,56.95,54.03,55.13,684463
ADSK,199.88,203.07,198.04,199.79,1458925
ADT,7.47,7.64,7.37,7.52,3465304
AEE,86.42,87.71,86.23,87.55,982959
AEP,94.61,96.22,93.99,95.99,2897953
AES,21.82,22.405,21.7,22.35,3953053
AFL,59.73,60.11,59.25,59.96,2485118
AIG,57.3,58.37,56.36,56.98,5247416
AIV,7.06,7.21,7.03,7.2,1468068
AIZ,166.93,169.71,166.93,169.4,311677
AJG,153.33,156.38,153.24,155.04,1431849
AKAM,108.26,109.93,106.84,109.53,1385963
ALB,184.62,189.31,183.5125,188.37,785646
ALGN,428.27,434.81,417.0,430.09,532709
ALK,47.61,49.77,46.8,49.15,2121343
ALL,122.35,123.44,121.5219,122.91,1563534
ALLE,113.08,114.285,111.81,112.9,526367
ALTR,63.55,64.82,63.05,63.14,151899
AMAT,125.72,126.0,122.68,124.97,5604387
AMCR,10.92,11.04,10.74,10.9,8637230
AMD,108.89,109.07,103.07,106.46,102557375
AME,128.84,129.19,127.88,128.18,1186220
AMG,127.49,129.92,125.25,128.01,210975
AMGN,229.66,230.42,226.079,226.95,3957273
AMP,268.73,273.87,267.92,272.54,520837
AMT,230.93,233.48,227.1,232.8,1300343
AMZN,145.685,148.67425,143.97799999999998,146.8175,135062900
AN,109.0,110.96,108.39,110.49,589101
ANET,120.46,121.755,117.88,120.91,1620010
ANF,27.23,29.04,27.2,28.93,1453664
ANSS,304.5,307.95,297.97,303.56,452440
AON,286.2,295.44,286.2,293.6,1350414
AOS,66.68,67.08,66.03,66.61,758981
APA,39.06,40.2,38.24,40.04,10803970
APD,223.47,227.95,222.54,227.6,1538830
APH,73.69,74.9,73.12,74.27,2057504
APTV,101.1,106.08,100.54,105.68,3082827
ARE,190.0,191.62,189.46,191.38,861535
ATI,25.75,26.99,25.75,26.98,2196101
ATO,111.34,113.7,111.28,113.29,798161
ATVI,80.77,81.27,80.57,80.8,6981412
AVB,241.95,244.55,240.58,244.02,467717
AVGO,585.56,590.02,576.37,587.73,1932364
AVY,162.09,164.27,160.91,163.65,484439
AWK,153.24,153.29,151.15,153.13,958680
AXP,165.59,170.96,164.83,169.6,3841129
AYI,184.96,186.7,182.08,184.19,284958
AZO,1865.83,1870.91,1844.3714,1867.9,122591
BA,175.76,182.02,175.39,178.39,8364100
BAC,40.29,41.475,40.11,40.67,48804380
BALL,85.55,87.21,84.15,87.06,1774171
BAX,78.86,79.56,77.69,78.98,2751018
BBBY,22.3,22.53,20.33,20.96,5796443
BBWI,46.51,48.21,46.44,48.08,3536805
BBY,101.145,101.145,97.58,98.66,2966583
BDX,262.41,262.84,256.565,257.72,1990474
BEAM,63.62,66.29,61.53,65.72,528662
BEN,27.96,28.27,26.485,27.23,4891177
BF.B,63.73,64.27,63.08,63.56,829677
BHF,45.54,47.065,45.52,46.4,511787
BIG,36.24,36.29,34.12,35.11,1260533
BIIB,201.0,203.36,194.94,198.64,1166270
BIO,543.65,551.62,539.4,541.34,147217
BK,50.72,51.175,48.84,50.0,9396127
BKNG,1976.01,2061.15,1966.12,2030.36,638530
BKR,33.94,36.9,33.93,36.74,13964313
BLK,681.54,705.82,681.38,697.2,1007807
BMY,67.77,68.73,67.705,68.42,12817401
BR,145.09,145.93,143.64,145.66,401379
BRK.B,322.49,325.7,321.58,325.3,3845454
BRO,62.61,63.91,62.61,63.18,2235413
BSX,41.45,41.86,41.27,41.74,9237456
BTU,21.68,23.9,21.67,23.59,15147923
BWA,36.36,37.05,36.11,36.72,2628642
BXP,122.65,125.19,121.45,124.97,494862
C,55.02,55.37,53.9549,54.88,31942456
CAG,31.0,31.07,30.1846,30.67,7632547
CAH,52.78,53.32,52.51,53.17,1595695
CARR,43.93,44.18,43.56,43.81,3615810
CAT,209.39,217.5201,208.18,211.79,4886260
CB,201.54,203.8854,200.63,201.42,1902030
CBOE,113.6,114.24,112.28,114.12,330023
CBRE,85.88,88.16,85.5118,87.88,2092763
CCI,172.05,176.63,170.405,176.17,1624519
CCK,117.02,121.76,117.02,121.62,658432
CCL,16.82,18.23,16.71,17.65,42701108
CDAY,64.68,64.72,62.33,64.04,1387105
CDNS,147.65,150.01,144.59,149.46,1603218
CDW,168.2,170.55200000000002,167.03,170.12,438661
CE,136.48,139.09,136.48,138.58,1279466
CEG,50.57,51.64,49.27,51.32,2692839
CF,94.32,99.62,93.14,97.25,7326151
CFG,46.95,47.98,46.68,47.28,5557971
CHD,96.91,97.21,95.39,95.92,1329581
CHK,81.34,81.87,80.41,80.86,1530312
CHRW,100.98,103.18,100.61,102.31,1026937
CHTR,550.21,567.56,546.92,562.13,1537737
CI,229.02,230.035,225.49,229.46,2156162
CIEN,58.36,58.86,56.43,57.38,2705333
CINF,120.3,122.49,119.63,122.16,467473
CL,75.15,75.375,73.34,73.84,6384171
CLF,24.92,26.53,24.68,26.44,28373401
CLX,136.78,136.85,131.28,133.45,2026629
CMA,87.0,89.23,86.42,88.22,1162396
CMCSA,45.59,45.825,44.945,45.39,18179456
