Ticker,date,root,expiration,strike,option_type,OpenPrice,HighPrice,LowPrice,ClosePrice,TotalVolume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,implied_underlying_price,active_underlying_price,implied_volatility,delta,gamma,theta,vega,rho,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
.SPX20220414C200,20220405,SPX,20220414,200.0,C,4318.3,4318.3,4318.3,4318.3,1,15,4311.7,15,4329.5,4522.5498,4523.8101,4522.65,4523.1201,0.0,0.9999,0.0,-0.1356,0.0039,4.9294,15,4317.8,15,4334.9,4465.04,4593.98,4318.3,50,
.SPX20220414P200,20220405,SPX,20220414,200.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1549,0.05,4522.5498,4523.8101,4522.65,4523.1201,5.4385,-0.0,0.0,-0.0213,0.0007,-0.0032,0,0.0,807,0.05,4465.04,4593.98,0.0,269,
.SPX20220414C400,20220405,SPX,20220414,400.0,C,0.0,0.0,0.0,0.0,0,15,4111.7,15,4129.5,4522.5498,4523.8101,4522.65,4523.1201,0.0,0.9998,0.0,-0.1687,0.0062,9.8656,15,4117.9,16,4132.3,4465.04,4593.98,0.0,0,
.SPX20220414P400,20220405,SPX,20220414,400.0,P,0.0,0.0,0.0,0.0,0,0,0.0,695,0.05,4522.5498,4523.8101,4522.65,4523.1201,4.1915,-0.0,0.0,-0.0214,0.0009,-0.004,0,0.0,602,0.05,4465.04,4593.98,0.0,680,
.SPX20220414C600,20220405,SPX,20220414,600.0,C,0.0,0.0,0.0,0.0,0,15,3911.8,15,3929.6,4522.5498,4523.8101,4522.65,4523.1201,0.0,0.9998,0.0,-0.1091,0.005,14.8218,15,3917.9,16,3932.3,4465.04,4593.98,0.0,12,
.SPX20220414P600,20220405,SPX,20220414,600.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1304,0.05,4522.5498,4523.8101,4522.65,4523.1201,3.501,-0.0,0.0,-0.0231,0.0012,-0.0051,0,0.0,670,0.05,4465.04,4593.98,0.0,191,
.SPX20220414C800,20220405,SPX,20220414,800.0,C,0.0,0.0,0.0,0.0,0,15,3711.8,15,3729.6,4522.5498,4523.8101,4522.65,4523.1201,0.0,0.9998,0.0,-0.0763,0.0042,19.7754,15,3718.0,16,3732.2,4465.04,4593.98,0.0,20,
.SPX20220414P800,20220405,SPX,20220414,800.0,P,0.0,0.0,0.0,0.0,0,0,0.0,695,0.05,4522.5498,4523.8101,4522.65,4523.1201,2.9927,-0.0,0.0,-0.0221,0.0013,-0.0057,0,0.0,662,0.05,4465.04,4593.98,0.0,2785,
.SPX20220414C1000,20220405,SPX,20220414,1000.0,C,0.0,0.0,0.0,0.0,0,15,3511.9,15,3529.7,4522.5498,4523.8101,4522.65,4523.1201,0.0,0.9999,0.0,-0.0416,0.0027,24.7323,15,3518.0,15,3535.0,4465.04,4593.98,0.0,6,
.SPX20220414P1000,20220405,SPX,20220414,1000.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1294,0.05,4522.5498,4523.8101,4522.65,4523.1201,2.6066,-0.0001,0.0,-0.0216,0.0015,-0.0063,0,0.0,651,0.05,4465.04,4593.98,0.0,1031,
.SPX20220414C1100,20220405,SPX,20220414,1100.0,C,0.0,0.0,0.0,0.0,0,15,3411.9,15,3429.7,4522.5498,4523.8101,4522.65,4523.1201,0.0,0.9999,0.0,-0.0421,0.003,27.2059,15,3418.0,15,3435.0,4465.04,4593.98,0.0,0,
.SPX20220414P1100,20220405,SPX,20220414,1100.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1267,0.05,4522.5498,4523.8101,4522.65,4523.1201,2.4401,-0.0001,0.0,-0.021,0.0016,-0.0065,0,0.0,248,0.05,4465.04,4593.98,0.0,3338,
.SPX20220414C1200,20220405,SPX,20220414,1200.0,C,3318.5,3318.5,3318.5,3318.5,1,15,3311.9,15,3329.7,4522.5498,4523.8101,4522.65,4523.1201,0.0,0.9996,0.0,-0.1398,0.0095,29.6463,15,3318.0,16,3332.4,4465.04,4593.98,3318.5,0,
.SPX20220414P1200,20220405,SPX,20220414,1200.0,P,0.0,0.0,0.0,0.0,0,0,0.0,695,0.05,4522.5498,4523.8101,4522.65,4523.1201,2.2944,-0.0001,0.0,-0.0212,0.0017,-0.007,0,0.0,247,0.05,4465.04,4593.98,0.0,6483,
.SPX20220414C1300,20220405,SPX,20220414,1300.0,C,0.0,0.0,0.0,0.0,0,15,3211.9,15,3229.7,4522.5498,4523.8101,4522.65,4523.1201,0.0,0.9996,0.0,-0.1397,0.0101,32.1179,15,3218.1,16,3232.4,4465.04,4593.98,0.0,0,
.SPX20220414P1300,20220405,SPX,20220414,1300.0,P,0.0,0.0,0.0,0.0,0,0,0.0,695,0.05,4522.5498,4523.8101,4522.65,4523.1201,2.1551,-0.0001,0.0,-0.0207,0.0017,-0.0073,0,0.0,246,0.05,4465.04,4593.98,0.0,5625,
.SPX20220414C1400,20220405,SPX,20220414,1400.0,C,0.0,0.0,0.0,0.0,0,15,3111.9,15,3129.8,4522.5498,4523.8101,4522.65,4523.1201,0.0,0.9994,0.0,-0.1978,0.0146,34.568,15,3118.1,15,3135.1,4465.04,4593.98,0.0,0,
.SPX20220414P1400,20220405,SPX,20220414,1400.0,P,0.0,0.0,0.0,0.0,0,0,0.0,650,0.05,4522.5498,4523.8101,4522.65,4523.1201,2.0446,-0.0001,0.0,-0.0229,0.002,-0.0085,0,0.0,176,0.05,4465.04,4593.98,0.0,3295,
.SPX20220414C1500,20220405,SPX,20220414,1500.0,C,0.0,0.0,0.0,0.0,0,15,3012.0,15,3029.8,4522.5498,4523.8101,4522.65,4523.1201,0.0,0.9997,0.0,-0.1079,0.009,37.0744,15,3018.1,16,3032.3,4465.04,4593.98,0.0,1651,
.SPX20220414P1500,20220405,SPX,20220414,1500.0,P,0.0,0.0,0.0,0.0,0,0,0.0,650,0.05,4522.5498,4523.8101,4522.65,4523.1201,1.9203,-0.0001,0.0,-0.0217,0.002,-0.0086,0,0.0,176,0.05,4465.04,4593.98,0.0,8257,
.SPX20220414C1600,20220405,SPX,20220414,1600.0,C,0.0,0.0,0.0,0.0,0,15,2912.0,15,2929.8,4522.5498,4523.8101,4522.65,4523.1201,0.0,0.9993,0.0,-0.1962,0.0163,39.5085,15,2918.1,16,2932.3,4465.04,4593.98,0.0,1,
.SPX20220414P1600,20220405,SPX,20220414,1600.0,P,0.0,0.0,0.0,0.0,0,0,0.0,650,0.05,4522.5498,4523.8101,4522.65,4523.1201,1.8099,-0.0001,0.0,-0.0214,0.0021,-0.009,0,0.0,176,0.05,4465.04,4593.98,0.0,3272,
.SPX20220414C1700,20220405,SPX,20220414,1700.0,C,0.0,0.0,0.0,0.0,0,15,2812.0,15,2829.8,4522.5498,4523.8101,4522.65,4523.1201,0.0,0.9996,0.0,-0.1075,0.01,42.0169,15,2818.2,16,2832.4,4465.04,4593.98,0.0,0,
.SPX20220414P1700,20220405,SPX,20220414,1700.0,P,0.0,0.0,0.0,0.0,0,0,0.0,520,0.05,4522.5498,4523.8101,4522.65,4523.1201,1.7052,-0.0001,0.0,-0.021,0.0022,-0.0093,0,0.0,176,0.05,4465.04,4593.98,0.0,3981,
.SPX20220414C1800,20220405,SPX,20220414,1800.0,C,0.0,0.0,0.0,0.0,0,15,2712.0,15,2729.8,4522.5498,4523.8101,4522.65,4523.1201,0.0,0.9998,0.0,-0.0423,0.0045,44.5202,15,2718.2,15,2735.1,4465.04,4593.98,0.0,0,
.SPX20220414P1800,20220405,SPX,20220414,1800.0,P,0.0,0.0,0.0,0.0,0,0,0.0,520,0.05,4522.5498,4523.8101,4522.65,4523.1201,1.6162,-0.0001,0.0,-0.0224,0.0025,-0.0105,0,0.0,176,0.05,4465.04,4593.98,0.0,4584,
.SPX20220414C1850,20220405,SPX,20220414,1850.0,C,0.0,0.0,0.0,0.0,0,15,2662.0,15,2679.9,4522.5498,4523.8101,4522.65,4523.1201,0.0,0.9995,0.0,-0.137,0.0136,45.7101,15,2668.2,15,2685.1,4465.04,4593.98,0.0,0,
