Ticker,date,root,expiration,strike,option_type,OpenPrice,HighPrice,LowPrice,ClosePrice,TotalVolume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,implied_underlying_price,active_underlying_price,implied_volatility,delta,gamma,theta,vega,rho,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
.SPX20220414C200,20220407,SPX,20220414,200.0,C,0.0,0.0,0.0,0.0,0,10,4307.1,11,4323.1,4516.75,4518.0498,4516.8,4517.48,0.0,0.9998,0.0,-0.2111,0.0041,3.8338,10,4293.6,10,4310.9,4442.46,4595.79,0.0,50,
.SPX20220414P200,20220407,SPX,20220414,200.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1569,0.05,4516.75,4518.0498,4516.8,4517.48,6.1342,-0.0,0.0,-0.0257,0.0006,-0.0023,0,0.0,872,0.05,4442.46,4595.79,0.0,269,
.SPX20220414C400,20220407,SPX,20220414,400.0,C,0.0,0.0,0.0,0.0,0,10,4106.9,11,4123.1,4516.75,4518.0498,4516.8,4517.48,0.0,0.9999,0.0,-0.097,0.0026,7.6957,10,4093.7,10,4110.9,4442.46,4595.79,0.0,0,
.SPX20220414P400,20220407,SPX,20220414,400.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1324,0.05,4516.75,4518.0498,4516.8,4517.48,4.7553,-0.0,0.0,-0.028,0.0008,-0.0032,0,0.0,666,0.05,4442.46,4595.79,0.0,680,
.SPX20220414C600,20220407,SPX,20220414,600.0,C,0.0,0.0,0.0,0.0,0,10,3906.7,11,3923.4,4516.75,4518.0498,4516.8,4517.48,0.0,0.9999,0.0,-0.0965,0.0031,11.5472,10,3893.7,10,3910.9,4442.46,4595.79,0.0,12,
.SPX20220414P600,20220407,SPX,20220414,600.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1324,0.05,4516.75,4518.0498,4516.8,4517.48,3.9385,-0.0,0.0,-0.0269,0.001,-0.0036,0,0.0,675,0.05,4442.46,4595.79,0.0,191,
.SPX20220414C800,20220407,SPX,20220414,800.0,C,0.0,0.0,0.0,0.0,0,10,3707.0,11,3723.2,4516.75,4518.0498,4516.8,4517.48,0.0,0.9996,0.0,-0.2915,0.01,15.3682,10,3693.8,10,3710.9,4442.46,4595.79,0.0,20,
.SPX20220414P800,20220407,SPX,20220414,800.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1324,0.05,4516.75,4518.0498,4516.8,4517.48,3.376,-0.0,0.0,-0.0267,0.0011,-0.0042,0,0.0,667,0.05,4442.46,4595.79,0.0,2785,
.SPX20220414C1000,20220407,SPX,20220414,1000.0,C,0.0,0.0,0.0,0.0,0,10,3507.1,11,3523.2,4516.75,4518.0498,4516.8,4517.48,0.0,0.9995,0.0,-0.2926,0.0115,19.2153,10,3493.8,10,3511.0,4442.46,4595.79,0.0,6,
.SPX20220414P1000,20220407,SPX,20220414,1000.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1325,0.05,4516.75,4518.0498,4516.8,4517.48,2.9416,-0.0,0.0,-0.0263,0.0013,-0.0047,0,0.0,660,0.05,4442.46,4595.79,0.0,1031,
.SPX20220414C1100,20220407,SPX,20220414,1100.0,C,0.0,0.0,0.0,0.0,0,10,3406.8,10,3424.8,4516.75,4518.0498,4516.8,4517.48,0.0,0.9986,0.0,-0.7756,0.0292,21.0463,10,3393.8,10,3411.0,4442.46,4595.79,0.0,0,
.SPX20220414P1100,20220407,SPX,20220414,1100.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1325,0.05,4516.75,4518.0498,4516.8,4517.48,2.7601,-0.0001,0.0,-0.0266,0.0014,-0.005,0,0.0,655,0.05,4442.46,4595.79,0.0,3338,
.SPX20220414C1200,20220407,SPX,20220414,1200.0,C,0.0,0.0,0.0,0.0,0,10,3307.3,11,3323.2,4516.75,4518.0498,4516.8,4517.48,0.0,0.9993,0.0,-0.3269,0.0144,23.0553,10,3293.8,10,3311.0,4442.46,4595.79,0.0,1,
.SPX20220414P1200,20220407,SPX,20220414,1200.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1323,0.05,4516.75,4518.0498,4516.8,4517.48,2.5939,-0.0001,0.0,-0.0266,0.0014,-0.0053,0,0.0,647,0.05,4442.46,4595.79,0.0,6483,
.SPX20220414C1300,20220407,SPX,20220414,1300.0,C,0.0,0.0,0.0,0.0,0,10,3207.0,11,3223.2,4516.75,4518.0498,4516.8,4517.48,0.0,0.9994,0.0,-0.292,0.0138,24.9854,10,3193.9,10,3211.0,4442.46,4595.79,0.0,0,
.SPX20220414P1300,20220407,SPX,20220414,1300.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1328,0.05,4516.75,4518.0498,4516.8,4517.48,2.4383,-0.0001,0.0,-0.0263,0.0015,-0.0056,0,0.0,639,0.05,4442.46,4595.79,0.0,5625,
.SPX20220414C1400,20220407,SPX,20220414,1400.0,C,0.0,0.0,0.0,0.0,0,10,3107.1,11,3123.2,4516.75,4518.0498,4516.8,4517.48,0.0,0.9994,0.0,-0.2542,0.0129,26.9169,10,3093.9,10,3111.0,4442.46,4595.79,0.0,0,
.SPX20220414P1400,20220407,SPX,20220414,1400.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1317,0.05,4516.75,4518.0498,4516.8,4517.48,2.3038,-0.0001,0.0,-0.0274,0.0017,-0.0062,0,0.0,637,0.05,4442.46,4595.79,0.0,3295,
.SPX20220414C1500,20220407,SPX,20220414,1500.0,C,0.0,0.0,0.0,0.0,0,10,3007.2,11,3023.4,4516.75,4518.0498,4516.8,4517.48,0.0,0.9992,0.0,-0.3242,0.0171,28.8237,10,2993.9,10,3011.0,4442.46,4595.79,0.0,1651,
.SPX20220414P1500,20220407,SPX,20220414,1500.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1319,0.05,4516.75,4518.0498,4516.8,4517.48,2.175,-0.0001,0.0,-0.028,0.0018,-0.0067,0,0.0,624,0.05,4442.46,4595.79,0.0,8257,
.SPX20220414C1600,20220407,SPX,20220414,1600.0,C,0.0,0.0,0.0,0.0,0,10,2907.1,11,2923.5,4516.75,4518.0498,4516.8,4517.48,0.0,0.9992,0.0,-0.2885,0.0163,30.7548,10,2893.9,10,2911.0,4442.46,4595.79,0.0,1,
.SPX20220414P1600,20220407,SPX,20220414,1600.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1316,0.05,4516.75,4518.0498,4516.8,4517.48,2.0479,-0.0001,0.0,-0.0273,0.0019,-0.0069,0,0.0,608,0.05,4442.46,4595.79,0.0,3272,
.SPX20220414C1700,20220407,SPX,20220414,1700.0,C,0.0,0.0,0.0,0.0,0,10,2807.3,11,2823.3,4516.75,4518.0498,4516.8,4517.48,0.0,0.9989,0.0,-0.3898,0.0226,32.6506,10,2793.9,10,2811.0,4442.46,4595.79,0.0,0,
.SPX20220414P1700,20220407,SPX,20220414,1700.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1318,0.05,4516.75,4518.0498,4516.8,4517.48,1.9385,-0.0001,0.0,-0.0286,0.0021,-0.0077,0,0.0,592,0.05,4442.46,4595.79,0.0,3981,
.SPX20220414C1800,20220407,SPX,20220414,1800.0,C,0.0,0.0,0.0,0.0,0,10,2707.1,11,2723.3,4516.75,4518.0498,4516.8,4517.48,0.0,0.999,0.0,-0.3546,0.022,34.581,10,2694.0,10,2711.1,4442.46,4595.79,0.0,0,
.SPX20220414P1800,20220407,SPX,20220414,1800.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1318,0.05,4516.75,4518.0498,4516.8,4517.48,1.8166,-0.0001,0.0,-0.026,0.002,-0.0074,0,0.0,579,0.05,4442.46,4595.79,0.0,4584,
.SPX20220414C1850,20220407,SPX,20220414,1850.0,C,0.0,0.0,0.0,0.0,0,10,2657.2,11,2673.3,4516.75,4518.0498,4516.8,4517.48,0.0,0.999,0.0,-0.3184,0.0205,35.5518,10,2644.0,10,2661.1,4442.46,4595.79,0.0,0,
.SPX20220414P1850,20220407,SPX,20220414,1850.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1319,0.05,4516.75,4518.0498,4516.8,4517.48,1.77,-0.0001,0.0,-0.0272,0.0022,-0.008,0,0.0,566,0.05,4442.46,4595.79,0.0,1490,
.SPX20220414C1900,20220407,SPX,20220414,1900.0,C,0.0,0.0,0.0,0.0,0,10,2607.2,11,2623.3,4516.75,4518.0498,4516.8,4517.48,0.0,0.999,0.0,-0.3192,0.0212,36.5122,10,2594.0,10,2611.1,4442.46,4595.79,0.0,0,
.SPX20220414P1900,20220407,SPX,20220414,1900.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1319,0.05,4516.75,4518.0498,4516.8,4517.48,1.7272,-0.0001,0.0,-0.029,0.0024,-0.0088,0,0.0,548,0.05,4442.46,4595.79,0.0,2721,
.SPX20220414C1950,20220407,SPX,20220414,1950.0,C,0.0,0.0,0.0,0.0,0,10,2557.2,11,2573.3,4516.75,4518.0498,4516.8,4517.48,0.0,0.999,0.0,-0.3178,0.0217,37.4732,10,2544.0,10,2561.1,4442.46,4595.79,0.0,0,
.SPX20220414P1950,20220407,SPX,20220414,1950.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1319,0.05,4516.75,4518.0498,4516.8,4517.48,1.6734,-0.0001,0.0,-0.0281,0.0024,-0.0087,0,0.0,538,0.05,4442.46,4595.79,0.0,1395,
.SPX20220414C2000,20220407,SPX,20220414,2000.0,C,0.0,0.0,0.0,0.0,0,10,2507.2,11,2523.3,4516.75,4518.0498,4516.8,4517.48,0.0,0.9988,0.0,-0.3526,0.0245,38.4228,10,2494.0,10,2511.1,4442.46,4595.79,0.0,2576,
.SPX20220414P2000,20220407,SPX,20220414,2000.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1323,0.05,4516.75,4518.0498,4516.8,4517.48,1.6202,-0.0001,0.0,-0.0269,0.0023,-0.0086,0,0.0,522,0.05,4442.46,4595.79,0.0,9880,
.SPX20220414C2050,20220407,SPX,20220414,2050.0,C,0.0,0.0,0.0,0.0,0,10,2457.2,11,2473.3,4516.75,4518.0498,4516.8,4517.48,0.0,0.9988,0.0,-0.3516,0.0252,39.3831,10,2444.0,10,2461.1,4442.46,4595.79,0.0,0,
.SPX20220414P2050,20220407,SPX,20220414,2050.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1347,0.05,4516.75,4518.0498,4516.8,4517.48,1.5834,-0.0001,0.0,-0.0295,0.0026,-0.0097,0,0.0,528,0.05,4442.46,4595.79,0.0,1457,
.SPX20220414C2100,20220407,SPX,20220414,2100.0,C,0.0,0.0,0.0,0.0,0,10,2407.2,10,2424.9,4516.75,4518.0498,4516.8,4517.48,0.0,0.9997,0.0,-0.095,0.0079,40.4244,10,2394.0,10,2411.1,4442.46,4595.79,0.0,0,
.SPX20220414P2100,20220407,SPX,20220414,2100.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1312,0.05,4516.75,4518.0498,4516.8,4517.48,1.5369,-0.0001,0.0,-0.0294,0.0027,-0.01,0,0.0,110,0.05,4442.46,4595.79,0.0,2239,
.SPX20220414C2150,20220407,SPX,20220414,2150.0,C,0.0,0.0,0.0,0.0,0,10,2357.0,10,2374.9,4516.75,4518.0498,4516.8,4517.48,0.0,0.9988,0.0,-0.3147,0.0242,41.3103,10,2344.0,10,2361.1,4442.46,4595.79,0.0,0,
.SPX20220414P2150,20220407,SPX,20220414,2150.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1312,0.05,4516.75,4518.0498,4516.8,4517.48,1.4854,-0.0001,0.0,-0.0277,0.0026,-0.0097,0,0.0,110,0.05,4442.46,4595.79,0.0,14171,
.SPX20220414C2200,20220407,SPX,20220414,2200.0,C,0.0,0.0,0.0,0.0,0,10,2307.4,11,2323.3,4516.75,4518.0498,4516.8,4517.48,0.0,0.9984,0.0,-0.4121,0.0317,42.2413,10,2294.0,10,2311.1,4442.46,4595.79,0.0,0,
.SPX20220414P2200,20220407,SPX,20220414,2200.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1414,0.05,4516.75,4518.0498,4516.8,4517.48,1.4385,-0.0001,0.0,-0.027,0.0026,-0.0097,0,0.0,210,0.05,4442.46,4595.79,0.0,20465,
.SPX20220414C2250,20220407,SPX,20220414,2250.0,C,0.0,0.0,0.0,0.0,0,10,2257.5,11,2273.3,4516.75,4518.0498,4516.8,4517.48,0.0,0.9984,0.0,-0.4113,0.0326,43.2004,10,2244.0,10,2261.1,4442.46,4595.79,0.0,0,
.SPX20220414P2250,20220407,SPX,20220414,2250.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1401,0.05,4516.75,4518.0498,4516.8,4517.48,1.3969,-0.0001,0.0,-0.0273,0.0028,-0.0102,0,0.0,246,0.05,4442.46,4595.79,0.0,2304,
.SPX20220414C2300,20220407,SPX,20220414,2300.0,C,0.0,0.0,0.0,0.0,0,10,2207.3,11,2223.3,4516.75,4518.0498,4516.8,4517.48,0.0,0.9983,0.0,-0.4101,0.0335,44.1595,10,2194.1,10,2211.1,4442.46,4595.79,0.0,0,
