Ticker,date,root,expiration,strike,option_type,OpenPrice,HighPrice,LowPrice,ClosePrice,TotalVolume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,implied_underlying_price,active_underlying_price,implied_volatility,delta,gamma,theta,vega,rho,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
.SPX20220520C200,20220509,SPX,20220520,200.0,C,3821.85,3822.21,3819.81,3819.81,5,15,3785.4,15,3797.0,3993.8301,3995.55,3992.3,3994.8,0.02,1.0,0.0,0.0,0.0,0.0588,15,3792.9,15,3806.5,3958.75,4033.24,3821.494,92,
.SPX20220520P200,20220509,SPX,20220520,200.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1466,0.05,3993.8301,3995.55,3992.3,3994.8,4.8204,-0.0,0.0,-0.0179,0.0008,-0.0,0,0.0,332,0.05,3958.75,4033.24,0.0,135,
.SPX20220520C400,20220509,SPX,20220520,400.0,C,0.0,0.0,0.0,0.0,0,15,3585.5,15,3597.0,3993.8301,3995.55,3992.3,3994.8,0.02,1.0,0.0,0.0,0.0,0.1177,15,3592.9,15,3606.6,3958.75,4033.24,0.0,3,
.SPX20220520P400,20220509,SPX,20220520,400.0,P,0.05,0.05,0.05,0.05,1,0,0.0,1247,0.05,3993.8301,3995.55,3992.3,3994.8,3.6854,-0.0,0.0,-0.0188,0.0011,-0.0001,0,0.0,329,0.05,3958.75,4033.24,0.05,237,
.SPX20220520C600,20220509,SPX,20220520,600.0,C,0.0,0.0,0.0,0.0,0,15,3385.3,15,3397.0,3993.8301,3995.55,3992.3,3994.8,0.02,1.0,0.0,0.0,0.0,0.1765,15,3393.0,15,3406.6,3958.75,4033.24,0.0,1,
.SPX20220520P600,20220509,SPX,20220520,600.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1224,0.05,3993.8301,3995.55,3992.3,3994.8,3.0215,-0.0,0.0,-0.018,0.0013,-0.0001,0,0.0,314,0.05,3958.75,4033.24,0.0,206,
.SPX20220520C800,20220509,SPX,20220520,800.0,C,0.0,0.0,0.0,0.0,0,15,3185.5,15,3197.0,3993.8301,3995.55,3992.3,3994.8,0.02,1.0,0.0,0.0,0.0,0.2354,15,3193.1,15,3206.7,3958.75,4033.24,0.0,0,
.SPX20220520P800,20220509,SPX,20220520,800.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1222,0.05,3993.8301,3995.55,3992.3,3994.8,2.5722,-0.0001,0.0,-0.0187,0.0016,-0.0001,0,0.0,314,0.05,3958.75,4033.24,0.0,2866,
.SPX20220520C1000,20220509,SPX,20220520,1000.0,C,0.0,0.0,0.0,0.0,0,15,2985.5,15,2997.2,3993.8301,3995.55,3992.3,3994.8,0.02,1.0,0.0,0.0,0.0,0.2942,15,2993.2,15,3006.8,3958.75,4033.24,0.0,151,
.SPX20220520P1000,20220509,SPX,20220520,1000.0,P,0.0,0.0,0.0,0.0,0,0,0.0,910,0.05,3993.8301,3995.55,3992.3,3994.8,2.2115,-0.0001,0.0,-0.0177,0.0017,-0.0001,0,0.0,2,0.05,3958.75,4033.24,0.0,1585,
.SPX20220520C1100,20220509,SPX,20220520,1100.0,C,0.0,0.0,0.0,0.0,0,15,2885.5,15,2897.2,3993.8301,3995.55,3992.3,3994.8,0.02,1.0,0.0,0.0,0.0,0.3237,15,2893.2,15,2906.8,3958.75,4033.24,0.0,0,
.SPX20220520P1100,20220509,SPX,20220520,1100.0,P,0.0,0.0,0.0,0.0,0,0,0.0,774,0.05,3993.8301,3995.55,3992.3,3994.8,2.0779,-0.0001,0.0,-0.0197,0.002,-0.0001,0,0.0,1432,0.1,3958.75,4033.24,0.0,694,
