Ticker,date,root,expiration,strike,option_type,OpenPrice,HighPrice,LowPrice,ClosePrice,TotalVolume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,implied_underlying_price,active_underlying_price,implied_volatility,delta,gamma,theta,vega,rho,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
.SPX20220414C200,20220412,SPX,20220414,200.0,C,0.0,0.0,0.0,0.0,0,10,4183.0,10,4197.7,4390.77,4392.3398,4390.9,4391.71,0.0,0.9997,0.0,0.0,0.0035,0.011040000000000001,10,4192.6,10,4205.7,4354.48,4448.46,0.0,50,
.SPX20220414P200,20220412,SPX,20220414,200.0,P,0.05,0.05,0.05,0.05,1,0,0.0,756,0.05,4390.77,4392.3398,4390.9,4391.71,11.376,-0.0,0.0,0.0,0.0003,-7e-06,0,0.0,1932,0.05,4354.48,4448.46,0.05,269,
.SPX20220414C400,20220412,SPX,20220414,400.0,C,0.0,0.0,0.0,0.0,0,10,3983.0,10,3997.7,4390.77,4392.3398,4390.9,4391.71,0.0,0.9999,0.0,0.0,0.0014,0.022232,10,3992.8,10,4005.8,4354.48,4448.46,0.0,0,
.SPX20220414P400,20220412,SPX,20220414,400.0,P,0.0,0.0,0.0,0.0,0,0,0.0,7,0.05,4390.77,4392.3398,4390.9,4391.71,8.7308,-0.0,0.0,0.0,0.0004,-9e-06,0,0.0,1214,0.05,4354.48,4448.46,0.0,680,
.SPX20220414C600,20220412,SPX,20220414,600.0,C,0.0,0.0,0.0,0.0,0,10,3783.1,10,3797.8,4390.77,4392.3398,4390.9,4391.71,0.0,0.9999,0.0,0.0,0.0017,0.033359,10,3792.7,10,3805.7,4354.48,4448.46,0.0,12,
.SPX20220414P600,20220412,SPX,20220414,600.0,P,0.0,0.0,0.0,0.0,0,0,0.0,151,0.05,4390.77,4392.3398,4390.9,4391.71,7.251,-0.0,0.0,0.0,0.0005,-1.1000000000000001e-05,0,0.0,1872,0.05,4354.48,4448.46,0.0,191,
.SPX20220414C800,20220412,SPX,20220414,800.0,C,0.0,0.0,0.0,0.0,0,10,3583.1,10,3597.8,4390.77,4392.3398,4390.9,4391.71,0.0,0.9997,0.0,0.0,0.0035,0.044460000000000006,10,3592.7,10,3605.7,4354.48,4448.46,0.0,20,
.SPX20220414P800,20220412,SPX,20220414,800.0,P,0.0,0.0,0.0,0.0,0,0,0.0,7,0.05,4390.77,4392.3398,4390.9,4391.71,6.2252,-0.0,0.0,0.0,0.0007,-1.3e-05,0,0.0,1641,0.05,4354.48,4448.46,0.0,2785,
.SPX20220414C1000,20220412,SPX,20220414,1000.0,C,0.0,0.0,0.0,0.0,0,10,3383.1,10,3397.8,4390.77,4392.3398,4390.9,4391.71,0.0,0.9992,0.0,0.0,0.0088,0.055451,10,3392.7,10,3405.7,4354.48,4448.46,0.0,6,
.SPX20220414P1000,20220412,SPX,20220414,1000.0,P,0.0,0.0,0.0,0.0,0,0,0.0,151,0.05,4390.77,4392.3398,4390.9,4391.71,5.4145,-0.0001,0.0,0.0,0.0007,-1.5e-05,0,0.0,1871,0.05,4354.48,4448.46,0.0,1031,
.SPX20220414C1100,20220412,SPX,20220414,1100.0,C,0.0,0.0,0.0,0.0,0,10,3283.1,10,3297.8,4390.77,4392.3398,4390.9,4391.71,0.0,0.9991,0.0,0.0,0.0101,0.060986000000000005,10,3292.8,10,3305.9,4354.48,4448.46,0.0,0,
.SPX20220414P1100,20220412,SPX,20220414,1100.0,P,0.0,0.0,0.0,0.0,0,0,0.0,92,0.05,4390.77,4392.3398,4390.9,4391.71,5.0561,-0.0001,0.0,0.0,0.0008,-1.5e-05,0,0.0,1639,0.05,4354.48,4448.46,0.0,3338,
.SPX20220414C1200,20220412,SPX,20220414,1200.0,C,0.0,0.0,0.0,0.0,0,10,3183.1,10,3197.8,4390.77,4392.3398,4390.9,4391.71,0.0,0.9999,0.0,0.0,0.0015,0.06678200000000001,10,3192.7,10,3205.8,4354.48,4448.46,0.0,1,
.SPX20220414P1200,20220412,SPX,20220414,1200.0,P,0.0,0.0,0.0,0.0,0,0,0.0,7,0.05,4390.77,4392.3398,4390.9,4391.71,4.7558,-0.0001,0.0,0.0,0.0008,-1.7e-05,0,0.0,1869,0.05,4354.48,4448.46,0.0,6483,
.SPX20220414C1300,20220412,SPX,20220414,1300.0,C,0.0,0.0,0.0,0.0,0,10,3083.2,10,3097.8,4390.77,4392.3398,4390.9,4391.71,0.0,0.9994,0.0,0.0,0.0067,0.072222,10,3092.7,10,3105.8,4354.48,4448.46,0.0,0,
.SPX20220414P1300,20220412,SPX,20220414,1300.0,P,0.0,0.0,0.0,0.0,0,0,0.0,92,0.05,4390.77,4392.3398,4390.9,4391.71,4.4637,-0.0001,0.0,0.0,0.0009,-1.8e-05,0,0.0,1869,0.05,4354.48,4448.46,0.0,5625,
.SPX20220414C1400,20220412,SPX,20220414,1400.0,C,0.0,0.0,0.0,0.0,0,10,2983.2,10,2997.8,4390.77,4392.3398,4390.9,4391.71,0.0,0.9997,0.0,0.0,0.0041,0.077835,10,2992.8,10,3005.9,4354.48,4448.46,0.0,0,
.SPX20220414P1400,20220412,SPX,20220414,1400.0,P,0.0,0.0,0.0,0.0,0,0,0.0,50,0.05,4390.77,4392.3398,4390.9,4391.71,4.2004,-0.0001,0.0,0.0,0.0009,-1.9e-05,0,0.0,1820,0.05,4354.48,4448.46,0.0,3295,
.SPX20220414C1500,20220412,SPX,20220414,1500.0,C,0.0,0.0,0.0,0.0,0,10,2883.2,10,2897.8,4390.77,4392.3398,4390.9,4391.71,0.0,0.9988,0.0,0.0,0.0127,0.083191,10,2892.8,10,2905.8,4354.48,4448.46,0.0,1651,
.SPX20220414P1500,20220412,SPX,20220414,1500.0,P,0.0,0.0,0.0,0.0,0,0,0.0,60,0.05,4390.77,4392.3398,4390.9,4391.71,3.9385,-0.0001,0.0,0.0,0.0009,-1.9e-05,0,0.0,1819,0.05,4354.48,4448.46,0.0,8252,
.SPX20220414C1600,20220412,SPX,20220414,1600.0,C,0.0,0.0,0.0,0.0,0,10,2783.2,10,2797.8,4390.77,4392.3398,4390.9,4391.71,0.0,0.9983,0.0,0.0,0.0175,0.08862,10,2792.8,10,2805.8,4354.48,4448.46,0.0,1,
.SPX20220414P1600,20220412,SPX,20220414,1600.0,P,0.0,0.0,0.0,0.0,0,0,0.0,154,0.2,4390.77,4392.3398,4390.9,4391.71,4.093999999999999,-0.0003,0.0,0.0,0.0033,-7.2e-05,0,0.0,2002,0.05,4354.48,4448.46,0.0,3272,
.SPX20220414C1700,20220412,SPX,20220414,1700.0,C,0.0,0.0,0.0,0.0,0,10,2683.2,10,2697.8,4390.77,4392.3398,4390.9,4391.71,0.0,0.9993,0.0,0.0,0.0084,0.094457,10,2692.8,10,2705.8,4354.48,4448.46,0.0,0,
.SPX20220414P1700,20220412,SPX,20220414,1700.0,P,0.0,0.0,0.0,0.0,0,0,0.0,50,0.05,4390.77,4392.3398,4390.9,4391.71,3.5010000000000003,-0.0001,0.0,0.0,0.0011,-2.2000000000000003e-05,0,0.0,2001,0.05,4354.48,4448.46,0.0,3981,
.SPX20220414C1800,20220412,SPX,20220414,1800.0,C,0.0,0.0,0.0,0.0,0,10,2583.2,10,2597.8,4390.77,4392.3398,4390.9,4391.71,0.0,0.9998,0.0,0.0,0.0021,0.10014799999999999,10,2592.8,10,2605.8,4354.48,4448.46,0.0,0,
.SPX20220414P1800,20220412,SPX,20220414,1800.0,P,0.0,0.0,0.0,0.0,0,0,0.0,50,0.05,4390.77,4392.3398,4390.9,4391.71,3.3016,-0.0001,0.0,0.0,0.0012,-2.3999999999999997e-05,0,0.0,1813,0.05,4354.48,4448.46,0.0,4584,
.SPX20220414C1850,20220412,SPX,20220414,1850.0,C,0.0,0.0,0.0,0.0,0,10,2533.2,10,2547.8,4390.77,4392.3398,4390.9,4391.71,0.0,0.9994,0.0,0.0,0.0066,0.102823,10,2542.8,10,2555.8,4354.48,4448.46,0.0,0,
.SPX20220414P1850,20220412,SPX,20220414,1850.0,P,0.0,0.0,0.0,0.0,0,0,0.0,119,0.05,4390.77,4392.3398,4390.9,4391.71,3.1885,-0.0001,0.0,0.0,0.0011,-2.3e-05,0,0.0,1996,0.05,4354.48,4448.46,0.0,1490,
