Ticker,date,root,expiration,strike,option_type,OpenPrice,HighPrice,LowPrice,ClosePrice,TotalVolume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,implied_underlying_price,active_underlying_price,implied_volatility,delta,gamma,theta,vega,rho,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
.SPX20220414C200,20220407,SPX,20220414,200.0,C,0.0,0.0,0.0,0.0,0,10,4307.1,11,4323.1,4516.75,4518.0498,4516.8,4517.48,0.0,0.9998,0.0,-0.2111,0.0041,0.038338000000000004,10,4293.6,10,4310.9,4442.46,4595.79,0.0,50,
.SPX20220414P200,20220407,SPX,20220414,200.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1569,0.05,4516.75,4518.0498,4516.8,4517.48,6.1342,-0.0,0.0,-0.0257,0.0006,-2.3e-05,0,0.0,872,0.05,4442.46,4595.79,0.0,269,
.SPX20220414C400,20220407,SPX,20220414,400.0,C,0.0,0.0,0.0,0.0,0,10,4106.9,11,4123.1,4516.75,4518.0498,4516.8,4517.48,0.0,0.9999,0.0,-0.09699999999999999,0.0026,0.076957,10,4093.7,10,4110.9,4442.46,4595.79,0.0,0,
.SPX20220414P400,20220407,SPX,20220414,400.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1324,0.05,4516.75,4518.0498,4516.8,4517.48,4.7553,-0.0,0.0,-0.027999999999999997,0.0008,-3.2e-05,0,0.0,666,0.05,4442.46,4595.79,0.0,680,
.SPX20220414C600,20220407,SPX,20220414,600.0,C,0.0,0.0,0.0,0.0,0,10,3906.7,11,3923.4,4516.75,4518.0498,4516.8,4517.48,0.0,0.9999,0.0,-0.0965,0.0031,0.115472,10,3893.7,10,3910.9,4442.46,4595.79,0.0,12,
.SPX20220414P600,20220407,SPX,20220414,600.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1324,0.05,4516.75,4518.0498,4516.8,4517.48,3.9385,-0.0,0.0,-0.0269,0.001,-3.6e-05,0,0.0,675,0.05,4442.46,4595.79,0.0,191,
.SPX20220414C800,20220407,SPX,20220414,800.0,C,0.0,0.0,0.0,0.0,0,10,3707.0,11,3723.2,4516.75,4518.0498,4516.8,4517.48,0.0,0.9996,0.0,-0.2915,0.01,0.15368199999999999,10,3693.8,10,3710.9,4442.46,4595.79,0.0,20,
.SPX20220414P800,20220407,SPX,20220414,800.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1324,0.05,4516.75,4518.0498,4516.8,4517.48,3.3760000000000003,-0.0,0.0,-0.0267,0.0011,-4.2e-05,0,0.0,667,0.05,4442.46,4595.79,0.0,2785,
.SPX20220414C1000,20220407,SPX,20220414,1000.0,C,0.0,0.0,0.0,0.0,0,10,3507.1,11,3523.2,4516.75,4518.0498,4516.8,4517.48,0.0,0.9995,0.0,-0.2926,0.0115,0.192153,10,3493.8,10,3511.0,4442.46,4595.79,0.0,6,
.SPX20220414P1000,20220407,SPX,20220414,1000.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1325,0.05,4516.75,4518.0498,4516.8,4517.48,2.9416,-0.0,0.0,-0.0263,0.0013,-4.7000000000000004e-05,0,0.0,660,0.05,4442.46,4595.79,0.0,1031,
