,Unnamed: 0,Ticker,open,high,low,close,volume,Date
861344,375,MMM,58.61,58.96,57.58,58.07,4598339,20090107
861966,373,MMM,79.72,79.72,76.62,77.53,4882776,20080314
862597,388,MMM,157.75,157.91,156.88,157.61,1484607,20151029
863234,380,MMM,96.09,97.3,96.03,96.19,2816056,20110713
863838,356,MMM,85.15,85.5,84.62,85.07,2366300,20050323
864414,342,MMM,79.2,79.35,78.41,79.09,3389700,20040130
865020,376,MMM,238.8,239.32,233.85,234.29,2239704,20180314
865603,338,MMM,61.17,63.125,61.05,63.1,5526200,20020808
866199,370,MMM,191.36,192.3,188.66,190.88,2162158,20190107
866808,367,MMM,169.62,172.58,169.15,172.15,2757612,20191219
867376,330,MMM,56.5,56.75,55.7,56.115,2790400,20010713
867972,375,MMM,56.85,57.3,55.71,56.25,4430021,20090113
868608,387,MMM,129.96,129.96,126.53,128.05,4103794,20140130
869249,388,MMM,166.83,166.905,165.83,166.13,2157318,20150323
869888,383,MMM,85.06,85.55,83.95,84.68,4138399,20100514
870515,380,MMM,97.73,98.19,97.17,97.97,3312074,20110707
871071,308,MMM,48.375,48.8125,48.25,48.625,1470800,19990903
871653,370,MMM,164.0,164.41,162.8,163.83,2784498,20190926
872232,341,MMM,77.95,79.65,77.82,79.56,2812400,20031124
872850,388,MMM,143.99,144.38,143.6,144.35,1465360,20140911
873491,383,MMM,169.92,170.77,169.07,169.65,1849420,20160419
874036,291,MMM,46.875,47.34375,45.25,45.5,3279600,19980331
874544,303,MMM,35.96875,36.0625,35.28125,35.65625,2218600,19990122
875045,291,MMM,47.46875,47.9375,47.46875,47.75,1599400,19980325
875616,366,MMM,148.0,154.49,147.89,153.65,4644944,20200427
876166,312,MMM,46.90625,48.4375,46.75,48.4375,1786400,19991228
876770,388,MMM,143.64,144.32,143.15,144.2,1989529,20140905
877394,366,MMM,81.69,82.39,81.66,81.88,2922500,20060419
877968,338,MMM,61.69,61.925,61.195,61.51,3813000,20030206
878572,374,MMM,86.56,87.41,86.13,86.43,4802382,20070622
879154,341,MMM,78.19,78.72,77.06,77.21,2881500,20031118
879685,302,MMM,40.28125,40.28125,38.5625,39.75,2046600,19981013
880275,381,MMM,102.66,103.59,102.63,103.46,1928030,20130212
880914,383,MMM,168.0,168.51,166.64,168.38,2378321,20160425
881549,381,MMM,101.13,102.99,101.08,102.69,3510520,20130206
882189,384,MMM,129.91,130.5,129.775,130.13,2148174,20131118
882819,374,MMM,212.73,213.12,212.09,212.22,1400401,20170622
883432,365,MMM,202.0,204.04,201.14,203.59,1701413,20210608
883959,290,MMM,47.0625,47.125,46.71875,47.09375,949800,19980319
884477,313,MMM,47.0,48.4375,46.96875,47.09375,2668600,19991214
884995,302,MMM,36.96875,38.25,36.75,38.1875,2813000,19981007
885542,339,MMM,61.725,62.025,61.12,61.125,3754000,20030212
886137,365,MMM,85.0,85.5,84.4,84.81,3955800,20060425
886695,322,MMM,45.4375,46.0,44.78125,45.03125,2279400,20001024
887240,325,MMM,53.655,53.9,52.935,53.645,3075400,20010129
887842,382,MMM,81.24,82.21,80.78,82.2,2042102,20111223
888467,375,MMM,69.33,69.67,68.38,68.72,4666927,20090729
889106,390,MMM,163.07,163.59,162.55,163.12,2076094,20150519
889737,375,MMM,206.85,206.85,205.63,205.98,1452811,20170811
890306,322,MMM,46.625,47.875,46.03125,47.5,2955200,20001030
890882,357,MMM,78.1,78.18,77.56,77.86,2191900,20050519
891486,370,MMM,173.83,177.62,173.66,176.76,2638931,20190729
892083,358,MMM,77.01,77.28,76.65,76.65,3337000,20050531
892638,321,MMM,45.125,45.6875,45.125,45.5625,4213400,20001018
893205,348,MMM,83.02,84.1,83.0,83.7,3765900,20040722
893809,372,MMM,175.46,175.78,173.52,174.51,2107994,20190701
894361,313,MMM,44.65625,45.625,43.625,43.625,2052600,20000306
894953,375,MMM,61.2,62.15,60.94,62.0,5023426,20090715
895576,374,MMM,77.44,77.87,76.75,77.76,2891307,20080506
896205,383,MMM,81.57,81.67,80.92,81.38,2945813,20100312
896816,364,MMM,201.23,201.7102,200.29,200.58,1910756,20210813
897441,387,MMM,144.89,145.67,144.89,145.12,1608162,20140722
898072,375,MMM,60.31,61.29,60.09,60.74,3839823,20090701
898695,374,MMM,76.67,77.67,75.95,77.67,3552081,20080512
899323,382,MMM,89.09,89.92,88.6901,89.66,2694830,20101018
899929,357,MMM,78.18,78.18,76.99,77.06,2589800,20050525
900534,371,MMM,173.38,174.25,171.21,172.84,2187533,20190715
901139,366,MMM,200.67,202.17,200.18,200.9,2215918,20210422
901756,381,MMM,89.08,89.15,88.66,88.94,2011213,20121121
902384,374,MMM,70.77,71.03,69.0,69.0,5786427,20080923
902991,359,MMM,74.15,74.48,73.56,73.72,2407400,20050914
903562,338,MMM,64.36,65.49,64.3,65.49,6488600,20021121
904176,386,MMM,141.52,141.58,140.03,140.81,2277158,20150914
904797,364,MMM,152.05,155.0499,150.1,154.67,2060691,20200625
905324,290,MMM,41.0,41.03125,40.28125,40.28125,2349400,19980127
905907,380,MMM,167.78,167.83,165.16,167.19,2556446,20160627
906540,381,MMM,88.08,88.29,87.47,87.73,3195408,20120203
907094,303,MMM,37.0625,37.0625,36.0,36.59375,2816200,19981211
907673,371,MMM,77.96,78.5,77.54,77.75,4741265,20070420
908274,360,MMM,73.52,73.65,72.22,72.68,3060100,20050928
908871,363,MMM,80.4,80.93,78.62,78.7,2527400,20060627
909410,302,MMM,38.4375,38.75,38.15625,38.4375,1953400,19990308
909984,364,MMM,161.35,162.09,156.47,158.15,6402272,20200619
910595,374,MMM,190.02,192.11,189.90400000000002,191.16,1748179,20170420
911224,381,MMM,88.6,89.56,88.1,88.81,3176375,20121109
911864,386,MMM,138.3,139.7,138.3,138.38,3468936,20150928
912502,381,MMM,87.99,88.15,87.48,87.56,2834514,20120217
913138,385,MMM,140.88,142.1199,140.51,140.83,1939407,20140508
913776,381,MMM,79.38,80.56,78.98,80.48,5125472,20111021
914387,363,MMM,68.53,69.28,68.45,68.62,4530300,20060814
914949,324,MMM,56.6875,57.5,56.09375,57.5,1999600,20001226
915549,381,MMM,91.85,93.4,91.85,92.81,3064574,20110303
916187,388,MMM,148.64,149.0,147.7,148.71,3117558,20150727
916809,364,MMM,69.75,71.29,69.75,70.94,2658400,20060828
917359,313,MMM,46.4375,47.40625,45.3125,45.3125,2713800,20000104
917908,332,MMM,49.23,49.9,48.725,49.22,2936400,20011009
918501,371,MMM,185.81,186.685,184.0886,185.22,4747767,20190503
919085,344,MMM,82.45,82.76,82.03,82.2,2439700,20040520
919692,376,MMM,201.0,202.58,200.39,201.48,1688695,20180710
920248,313,MMM,50.21875,51.75,50.0,51.125,3863800,20000110
920835,371,MMM,170.0,170.26,168.43,169.09,4595046,20190517
921433,358,MMM,74.09,74.2,73.33,73.65,3194500,20050727
922048,382,MMM,88.59,88.97,88.05,88.69,3583709,20110317
922678,381,MMM,83.09,83.45,82.67,83.02,3043663,20100104
923300,374,MMM,68.79,69.75,68.3,68.92,5286174,20080710
923932,385,MMM,141.6,141.9,139.89,140.23,1845131,20140520
924580,391,MMM,153.14,154.39,152.98,153.3,2376427,20141103
925217,379,MMM,77.12,77.22,76.25,76.64,3027495,20091120
925818,353,MMM,81.98,82.9,81.7,82.23,2819900,20041117
926394,343,MMM,79.8,80.24,79.23,79.39,2076800,20040209
926977,352,MMM,76.0,77.7,75.1,75.29,5547300,20041103
927578,368,MMM,169.79,170.0,167.15,167.77,2692491,20191120
928156,340,MMM,70.525,71.305,70.525,71.06,3975000,20030922
928777,391,MMM,158.09,159.16,158.09,158.69,1674303,20141117
929410,375,MMM,52.79,53.02,50.16,50.62,9053016,20090202
930046,387,MMM,131.56,132.33,131.3,131.57,2574269,20140221
930625,326,MMM,51.8,53.05,50.75,51.025,4640600,20010402
931213,369,MMM,174.58,174.87,172.11,173.15,1615589,20191108
931778,326,MMM,53.86,55.355,53.86,55.24,4091600,20010416
932313,315,MMM,42.3125,42.53125,42.0625,42.53125,2704600,20000605
932914,383,MMM,76.66,78.39,76.62,78.3,4636176,20100611
933460,299,MMM,41.90625,42.46875,41.375,41.4375,1215400,19980626
934033,367,MMM,178.49,179.81,177.53,178.15,2643095,20200124
934644,374,MMM,212.62,214.6,211.38,214.57,1634888,20171003
935259,370,MMM,74.59,75.31,74.54,74.73,3346200,20070309
935868,368,MMM,80.42,81.29,80.01,80.89,2898100,20061204
936483,375,MMM,94.64,95.04,93.1,94.26,3415500,20071017
937046,321,MMM,47.4375,48.5,47.375,48.15625,1498800,20000822
937638,375,MMM,93.66,94.79,93.47,94.19,2833461,20071003
938256,376,MMM,189.25,190.3899,189.17,189.9,1556675,20170309
938878,374,MMM,218.49,218.72,216.47,217.75,2150810,20171017
939488,365,MMM,188.77,191.71,187.9,188.33,2768726,20210323
940090,367,MMM,161.0,162.64,158.76,162.51,4357053,20200130
940630,304,MMM,40.9375,41.375,40.1875,41.3125,2093000,19990421
941215,375,MMM,193.49,193.49,191.51,192.13,1895059,20170321
941843,380,MMM,85.91,86.27,85.26,85.35,2770561,20120516
942478,382,MMM,110.37,111.56,109.87,111.54,2064442,20130705
943037,304,MMM,35.625,35.875,35.21875,35.59375,1668400,19990409
943611,364,MMM,73.22,73.43,72.02,72.7,5027500,20060126
944184,338,MMM,64.45,64.91,64.32,64.62,2292000,20030711
944752,338,MMM,62.99,63.7,62.99,63.58,3714600,20020502
945347,370,MMM,76.25,77.06,76.05,76.9,3086297,20070321
945926,338,MMM,64.75,65.3,64.355,64.705,2618800,20020516
946537,387,MMM,141.79,145.02,140.33,144.78,5129123,20160126
947173,380,MMM,89.16,89.59,88.89,89.52,2100173,20120502
947809,382,MMM,114.36,114.75,114.17,114.53,2387481,20130711
948402,338,MMM,57.88,57.88,55.905,56.275,6098200,20020927
948985,356,MMM,85.78,86.5,85.5,85.55,2957100,20050218
949600,381,MMM,92.63,93.02,92.42,93.02,2729913,20110628
950234,387,MMM,157.78,158.29,156.16,156.3,2305645,20151112
950880,389,MMM,166.34,167.51,166.01,167.4,1552002,20150218
951516,379,MMM,92.89,93.21,91.96,92.82,2081502,20120927
952145,375,MMM,64.34,64.5,61.83,63.64,8689722,20081125
952781,387,MMM,158.02,159.26,157.73,159.26,1859957,20151106
953367,329,MMM,57.925,58.975,57.775,57.93,2937800,20010628
953944,356,MMM,83.78,84.27,82.97,84.27,2692200,20050224
954554,376,MMM,233.19,237.52,232.821,233.19,2885570,20180207
955171,371,MMM,207.83,208.05,204.37099999999998,205.58,3220380,20181119
955727,315,MMM,47.3125,48.1875,45.875,47.375,4152200,20000413
956319,374,MMM,79.55,81.51,79.48,81.38,3780875,20080213
956943,381,MMM,92.28,92.99,92.04,92.59,2839046,20110614
957572,383,MMM,84.11,84.63,83.2,83.66,4463429,20100407
958128,309,MMM,47.34375,48.0,46.84375,47.625,2858400,19990810
958648,308,MMM,45.0625,46.5625,44.875,45.875,2998200,19990804
959248,389,MMM,168.27,169.25,168.07,169.12,1770282,20150224
959879,374,MMM,78.6,79.54,78.28,79.12,3484329,20080207
960497,375,MMM,61.83,62.36,58.6,58.77,8330055,20081119
961128,382,MMM,83.04,84.24,82.69,83.94,4255906,20100413
961751,376,MMM,229.71,231.97,228.93,231.36,2523579,20180213
962311,314,MMM,46.8125,47.5625,45.8125,45.8125,2501200,20000407
962854,326,MMM,60.97,61.2,60.065,60.38,2752800,20010614
963439,365,MMM,75.95,76.16,75.77,75.95,2595100,20061006
964008,331,MMM,55.74,55.76,55.2,55.275,1800600,20010827
964608,378,MMM,169.6,170.18,168.89,169.72,1554146,20161012
965233,375,MMM,243.19,243.63,239.15,241.15,2232292,20171201
965847,368,MMM,131.79,136.38,130.61,136.18,6718291,20200326
966378,293,MMM,47.125,47.125,46.0625,46.15625,1346400,19980424
966888,306,MMM,44.84375,46.09375,44.5,45.625,1622000,19990623
967393,293,MMM,46.59375,47.5625,46.5625,47.1875,1538000,19980430
967962,364,MMM,170.22,171.489,169.39,170.67,2688484,20210121
968576,377,MMM,171.93,172.32,170.6011,171.64,2273400,20161006
969202,376,MMM,239.19,239.68,237.65,238.0,4518734,20171215
969832,384,MMM,164.15,165.33,163.9,165.33,5853042,20160318
970451,365,MMM,75.44,75.55,74.86,75.43,2108200,20061012
971027,338,MMM,61.78,62.255,61.445,61.735,3742200,20030513
971621,364,MMM,76.65,77.06,76.38,76.8,3419400,20060324
972236,380,MMM,107.61,108.37100000000001,107.55,108.01,2235501,20130507
972868,377,MMM,177.91,178.99,177.13,178.51,1986788,20170123
973500,384,MMM,165.37,167.215,165.16,166.75,2195874,20160330
974134,381,MMM,109.99,110.72,109.71,110.5,2045528,20130513
974763,375,MMM,236.48,237.31,235.37,235.37,1343878,20171229
975393,384,MMM,163.68,164.54,163.0472,164.46,1868769,20160324
975985,339,MMM,61.415,61.415,60.525,60.755,6594800,20030507
976579,364,MMM,77.57,77.62,76.0,76.52,3362600,20060330
977185,370,MMM,78.71,79.15,78.33,78.85,1949500,20070123
977737,313,MMM,42.65625,44.59375,42.3125,44.09375,2765400,20000229
978337,382,MMM,83.91,84.54,83.14,83.59,3934636,20101123
978959,374,MMM,77.19,77.73,76.78,76.86,3603095,20080429
979592,387,MMM,144.53,144.72,143.99,144.49,1560479,20140619
980238,389,MMM,163.81,164.89,162.57,164.67,2228828,20150422
980867,373,MMM,79.61,81.53,79.44,81.32,4814726,20080401
981487,375,MMM,60.37,61.0,59.91,61.0,3228967,20090612
982083,347,MMM,88.6,89.35,88.07,88.66,2939100,20040625
982685,371,MMM,164.0,166.35,162.46,164.72,3581835,20190606
983238,313,MMM,47.1875,48.09375,46.875,47.0625,2642200,20000201
983828,372,MMM,169.87,170.15,168.59,169.01,2166416,20190612
984425,357,MMM,77.91,77.92,76.38,77.06,2715800,20050422
984972,313,MMM,41.875,45.28125,41.75,44.5625,3736000,20000215
985562,373,MMM,78.61,78.9392,78.27,78.84,2672541,20080415
986195,387,MMM,143.0,144.38,142.88,143.65,1321768,20140625
986833,381,MMM,80.84,80.89,79.94,80.44,3635603,20100201
987445,364,MMM,197.21,201.06,194.91,200.47,3000044,20210727
988063,380,MMM,92.7,93.72,92.69,93.19,953351,20121224
988686,369,MMM,162.69,163.65,161.05,161.15,1623565,20190821
989273,348,MMM,82.3,83.85,81.9,83.55,2412000,20040802
989845,340,MMM,75.82,76.14,75.27,75.93,2335300,20031023
990450,376,MMM,91.8,91.95,90.41,91.17,2788500,20070719
991031,339,MMM,60.675,61.735,60.51,61.475,3033200,20021230
991610,349,MMM,78.15,78.53,77.75,78.23,2903800,20040816
992181,338,MMM,61.6,62.05,61.575,61.715,1021800,20021224
992785,376,MMM,72.0,72.91,71.26,72.64,4324625,20090821
993407,373,MMM,211.51,212.105,211.17,212.1,825309,20170719
994037,382,MMM,123.43,123.73,122.5,123.2,2337493,20131023
994656,364,MMM,149.87,151.43,148.83,149.68,3428789,20200520
995273,381,MMM,105.9,106.88,105.851,106.4,5149751,20130315
995911,382,MMM,83.78,84.24,83.32,83.37,2839171,20120106
996542,380,MMM,93.13,94.0,93.0,93.85,2799990,20121218
997170,374,MMM,200.0,201.66,199.8101,201.17,1833625,20170731
997783,366,MMM,147.08,149.175,146.38,148.51,2170027,20200508
998395,376,MMM,90.24,90.29,88.04,89.62,5098140,20070725
999007,370,MMM,164.54,164.75,162.03,163.47,1582093,20190809
999611,365,MMM,84.31,84.59,82.59,83.73,3006500,20060522
1000186,339,MMM,60.375,60.7,59.99,60.43,4440000,20021218
1000792,376,MMM,89.46,90.48,88.78,88.92,5724563,20070731
1001415,381,MMM,103.39,103.94,102.72,103.77,2660845,20130301
1002053,382,MMM,84.37,84.64,83.76,84.28,3650176,20120112
1002678,374,MMM,202.65,204.5,197.1726,199.39,6593035,20170725
1003290,365,MMM,72.6,73.79,72.6,73.37,3518400,20060913
1003884,356,MMM,76.92,76.97,76.36,76.56,2042700,20050608
1004496,378,MMM,180.04,180.54,179.5401,179.75,1133540,20160907
1005125,378,MMM,176.83,177.6,175.95,176.07,1864569,20160913
1005766,390,MMM,156.5,157.41,156.3,156.59,1608614,20150608
1006387,365,MMM,71.5,71.7,70.59,70.59,3276800,20060907
1006957,332,MMM,58.62,58.625,58.02,58.475,2420000,20011126
1007549,370,MMM,213.5,215.27,212.325,215.03,1560926,20190404
1008133,343,MMM,87.28,88.57,87.28,88.38,3211000,20040427
1008748,384,MMM,87.92,88.39,87.65,88.29,1973857,20110204
1009371,374,MMM,76.5,76.66,75.5,76.23,4847907,20080603
1009982,365,MMM,163.44,166.6965,163.06,166.17,1698664,20200911
1010604,384,MMM,90.24,90.68,89.96,90.46,2787469,20110210
1011228,375,MMM,75.44,75.7,74.85,74.97,3561633,20080617
1011831,357,MMM,77.5,77.89,77.09,77.19,2281200,20050620
1012436,371,MMM,212.42,212.71,210.72,212.11,1348780,20190410
1013052,375,MMM,209.71,211.09,209.23,210.22,2240787,20180830
1013675,381,MMM,87.9,88.54,87.59,88.03,3592536,20121026
1014316,387,MMM,148.48,150.0,148.1625,148.89,1669711,20150807
1014939,365,MMM,202.85,203.0,201.37,201.71,1519390,20210525
1015541,366,MMM,157.43,159.93,157.02,158.71,1899582,20200722
1016158,379,MMM,175.87,177.7925,175.82,177.12,2726594,20160708
1016796,387,MMM,148.0,148.5595,147.082,147.4,1793138,20150813
1017430,376,MMM,203.28,205.49,203.0701,205.29,1676634,20180824
1018011,339,MMM,63.125,63.37,62.865,63.135,2754400,20030103
1018552,311,MMM,47.75,48.125,47.625,47.84375,1512800,19991105
1019131,365,MMM,201.91,202.6999,199.33,202.6,2220212,20210519
1019745,379,MMM,181.73,182.27,181.32,181.42,1413335,20160720
1020382,386,MMM,128.8,129.18,128.39,128.57,2064407,20131209
1021016,381,MMM,97.79,98.5,97.51,98.08,2804355,20130117
1021644,375,MMM,73.59,73.9,72.04,72.45,4294566,20080818
1022272,381,MMM,94.34,94.929,94.13,94.67,2704535,20130103
1022837,310,MMM,47.25,47.59375,46.96875,47.0,1372400,19991111
1023415,363,MMM,71.4,71.7,71.06,71.1,3353800,20060720
1023993,341,MMM,82.1,82.8,81.76,82.02,2831600,20031209
1024563,339,MMM,62.8,63.23,62.59,63.16,4052600,20030117
1025129,338,MMM,59.985,61.745,59.625,61.505,5199600,20020304
1025664,311,MMM,46.75,47.46875,46.5625,47.375,1695200,19991110
1026260,381,MMM,94.19,94.79,93.96,94.78,3206696,20130102
1026889,375,MMM,199.14,200.69,198.9722,200.67,1410620,20170526
1027474,337,MMM,60.85,61.85,59.9,60.075,4847400,20020305
1028037,339,MMM,63.825,63.985,63.11,63.325,3131600,20030116
1028607,340,MMM,80.8,81.98,80.74,81.95,2396300,20031208
1029201,363,MMM,71.37,71.72,69.92,70.72,5616800,20060721
1029774,337,MMM,60.5,60.505,59.805,60.25,3187600,20020311
1030337,339,MMM,61.66,63.375,61.525,63.375,4358200,20030102
1030948,381,MMM,97.0,97.7,96.92,97.6,2092207,20130116
1031576,375,MMM,72.15,72.31,70.85,71.31,3688192,20080819
1032204,381,MMM,87.4,87.45,86.38,87.06,2701884,20120305
1032833,378,MMM,181.29,181.56,179.7,180.26,1939921,20160721
1033449,365,MMM,204.99,205.18,202.805,203.03,1771914,20210518
1033996,311,MMM,47.4375,47.9375,47.28125,47.375,2422400,19991104
1034597,387,MMM,147.24,148.71,146.07,148.52,2054319,20150812
1035242,387,MMM,136.78,138.09,136.6,136.72,5856853,20131220
1035860,365,MMM,159.0,159.65,158.36,159.29,2695122,20200723
1036473,375,MMM,209.57,211.72,209.44,210.92,1943454,20180831
1037074,359,MMM,72.35,72.44,71.94,71.94,2723100,20050812
1037611,303,MMM,37.71875,38.03125,36.75,37.03125,2112800,19990226
1038186,365,MMM,202.8,203.515,201.92,202.61,1529434,20210524
1038808,387,MMM,150.89,151.22,148.9,149.26,1764818,20150806
1039441,375,MMM,71.47,71.94,70.28,70.73,3733178,20080825
1040063,375,MMM,75.76,76.12,75.09,75.2,4156421,20080616
1040693,384,MMM,90.34,91.95,90.061,91.8,3410002,20110211
1041307,365,MMM,168.18,169.11,163.9,165.77,3266995,20200904
1041916,371,MMM,211.71,213.71,211.44,213.53,1181248,20190411
1042513,357,MMM,77.4,77.99,77.0,77.19,2822300,20050621
1043073,326,MMM,54.15,55.82,54.15,54.885,3290600,20010205
1043664,371,MMM,215.88,216.49,214.8,215.41,1391097,20190405
1044248,343,MMM,87.51,88.26,87.5,87.75,2909000,20040426
1044844,365,MMM,166.24,166.67,162.75,163.15,2054331,20200910
1045456,374,MMM,77.41,77.49,75.8,76.25,3942619,20080602
1046092,390,MMM,156.85,158.26,156.6,156.98,1810752,20150609
1046725,378,MMM,175.0,178.4,174.68599999999995,178.1,1913291,20160912
1047308,332,MMM,58.4,58.445,57.65,58.115,2774200,20011127
1047896,365,MMM,71.35,71.74,71.04,71.5,2496800,20060906
1048490,357,MMM,76.56,77.03,75.8,76.18,2720900,20050609
1049089,365,MMM,71.68,72.75,71.22,72.57,3846200,20060912
1049706,379,MMM,180.56,181.28,179.88,180.46,1328116,20160906
1050333,376,MMM,90.18,90.9,89.77,90.18,4845749,20070730
1050913,338,MMM,60.305,61.15,60.15,60.15,5632400,20021219
1051508,365,MMM,83.6,84.02,83.01,83.44,2783600,20060523
1052083,339,MMM,62.85,63.335,62.36,62.775,5838400,20030314
1052648,336,MMM,58.5,58.85,57.75,57.85,3521000,20020107
1053243,371,MMM,164.37,165.49,163.55,164.22,3260527,20190808
1053856,374,MMM,211.2,211.65900000000002,210.0,210.0,2165186,20170724
1054486,382,MMM,83.75,84.12,83.07,83.6,3093278,20120113
1055120,382,MMM,165.28,166.56,164.52,166.11,1653531,20160523
1055752,380,MMM,93.92,93.98,92.97,93.02,3254766,20121219
1056388,381,MMM,105.33,106.02,105.26,106.02,2207208,20130314
1057020,376,MMM,90.54,91.23,89.35,89.69,3644302,20070724
1057601,339,MMM,65.83,65.96,65.025,65.255,3907800,20030328
1058180,349,MMM,78.15,79.0,78.15,78.68,2878100,20040817
1058703,290,MMM,44.09375,44.15625,42.78125,43.0,1606400,19980223
1059273,365,MMM,147.74,148.64,145.34,145.81,2789110,20200521
1059892,382,MMM,123.36,124.32,123.28,123.8,2054178,20131022
1060527,380,MMM,91.55,92.92,91.4,92.85,2581287,20121231
1061156,374,MMM,210.68,211.52,210.3,211.31,1562553,20170718
1061780,376,MMM,70.78,71.36,70.5,71.23,2542743,20090820
1062410,381,MMM,105.67,106.34,105.28,106.31,2276617,20130328
1063030,364,MMM,200.45,202.74,199.93,201.67,2409242,20210726
1063608,339,MMM,61.6,61.685,60.775,61.65,3104200,20021231
1064214,376,MMM,91.1,91.96,91.0,91.48,4352500,20070718
1064797,341,MMM,75.48,76.18,75.12,75.82,3724100,20031022
1065396,369,MMM,163.11,163.11,160.96,161.01,2061691,20190820
1065983,348,MMM,83.26,83.34,82.41,82.93,1776600,20040803
1066528,313,MMM,41.625,42.375,41.1875,41.4375,3356400,20000214
1067118,372,MMM,169.36,169.9,167.87,168.85,2141467,20190613
1067705,347,MMM,89.82,90.29,89.16,90.01,3069800,20040630
1068323,387,MMM,143.71,144.6156,143.05,143.09,1404566,20140624
1068953,373,MMM,78.29,79.04,77.71,78.26,4447797,20080414
1069585,387,MMM,143.92,143.93,143.06,143.24,1878415,20140630
1070231,389,MMM,159.54,161.45,158.61,159.66,5704517,20150423
1070834,347,MMM,89.15,89.32,88.47,88.58,1875800,20040624
1071437,372,MMM,165.56,167.09,164.64,166.61,2017674,20190607
1072053,376,MMM,88.95,89.74,88.74,88.93,1894488,20070917
1072608,313,MMM,43.46875,44.4375,42.5,43.21875,3076600,20000228
1073212,386,MMM,143.93,144.39,142.77,144.33,1340743,20140618
1073843,374,MMM,77.6,77.98,76.88,77.13,5155099,20080428
1074471,382,MMM,84.66,85.06,83.97,84.9,2976216,20101122
1075041,322,MMM,47.53125,48.5,47.53125,47.90625,2156600,20001122
1075607,346,MMM,85.93,87.59,85.93,87.09,3702400,20040618
1076214,376,MMM,236.94,237.08,235.28,235.72,1189738,20171228
1076830,370,MMM,79.25,79.29,78.13,78.49,2139300,20070122
1077433,364,MMM,76.52,76.88,75.61,75.69,3125800,20060331
1078008,339,MMM,62.405,62.405,60.925,61.41,7668000,20030506
1078575,337,MMM,59.95,59.955,57.43,59.445,9856600,20020715
1079140,338,MMM,61.41,62.45,60.81,62.225,4550800,20030512
1079744,374,MMM,86.12,86.12,84.37,85.09,2167963,20071228
1080325,338,MMM,62.875,64.36,62.75,63.7,7480800,20020701
1080936,384,MMM,166.75,167.5,166.5,166.63,1777204,20160331
1081570,381,MMM,107.63,107.99,107.45,107.84,2174314,20130506
1082190,365,MMM,162.25,163.5,161.76,162.75,1457201,20201005
1082792,365,MMM,169.17,169.54,164.61,166.62,4808130,20210108
1083408,380,MMM,77.73,80.26,76.5,80.01,5389981,20110826
1084032,376,MMM,240.32,240.8,237.81,238.08,1984720,20171214
1084655,377,MMM,171.9,171.94,170.041,171.33,2249588,20161007
1085269,364,MMM,169.04,170.58,168.43,170.22,2672491,20210120
1085812,307,MMM,44.8125,44.96875,44.46875,44.8125,1107000,19990622
1086388,365,MMM,75.83,75.92,75.35,75.4,1753200,20061013
1086965,338,MMM,60.85,63.5,60.805,63.33,6632800,20020729
1087566,374,MMM,86.12,87.58,85.88,85.93,3373155,20071214
1088177,367,MMM,132.83,137.07,130.91,133.24,4262337,20200327
1088793,378,MMM,168.87,170.31,168.46,170.02,1919715,20161013
1089426,383,MMM,83.76,83.76,83.09,83.28,2626066,20100412
1090048,375,MMM,60.23,62.4199,59.5,62.17,9224045,20081118
1090679,382,MMM,94.3308,94.3308,91.334,91.44,3456156,20110601
1091316,389,MMM,168.97,169.66,168.62,168.89,2019149,20150225
1091947,374,MMM,79.47,79.94,78.81,79.18,3871055,20080206
1092499,309,MMM,45.9375,47.5625,45.5,47.21875,4513800,19990805
1093038,329,MMM,60.475,61.375,59.875,60.44,5069200,20010615
1093574,315,MMM,45.65625,47.4375,45.65625,46.6875,1756400,20000406
1094167,376,MMM,227.49,230.38,226.1,229.19,3290351,20180212
1094739,326,MMM,59.025,59.9,57.92,59.705,4273800,20010601
1095273,315,MMM,48.65625,49.15625,47.3125,47.3125,2454600,20000412
1095846,356,MMM,84.2,84.89,83.69,84.6,2252100,20050225
1096456,376,MMM,227.51,234.57,226.81,233.63,5108142,20180206
1097010,308,MMM,48.25,48.71875,47.75,48.4375,2959000,19990811
1097605,383,MMM,83.9,84.47,83.55,84.35,3208475,20100406
1098233,381,MMM,91.7,92.08,90.58,91.03,3407667,20110615
1098853,374,MMM,79.61,79.84,78.6,79.1,3663737,20080212
1099471,375,MMM,62.0,64.24,61.0,63.26,10617321,20081124
1100099,379,MMM,92.88,93.4,92.54,92.59,2612892,20120926
1100742,389,MMM,167.4,167.55,166.58,167.09,1648814,20150219
1101328,329,MMM,57.93,58.8,57.05,57.05,4077400,20010629
1101918,369,MMM,204.36,207.92,203.98,207.92,3171873,20181130
1102520,361,MMM,75.65,76.34,75.35,75.85,1821300,20051107
1103092,338,MMM,56.655,58.2,56.65,57.875,10742200,20020926
1103707,387,MMM,156.0,156.92,155.6,155.65,2434539,20151113
1104345,381,MMM,93.42,93.64,92.681,93.11,3071694,20110629
1104930,338,MMM,64.485,65.07,64.305,65.035,2933200,20020517
1105524,370,MMM,76.49,76.5,76.04,76.38,2379600,20070320
1106147,382,MMM,113.38,113.88,112.91,113.43,2306274,20130710
1106783,380,MMM,89.5,89.85,89.11,89.39,2343521,20120503
1107424,387,MMM,144.95,147.97,144.05,145.55,3596399,20160127
1107984,304,MMM,35.4375,36.25,35.25,35.84375,1810600,19990408
