,Date,Open,Close,High,Low,Volume,Symbol,tt1qrt_Date,tt1qrt_Open,tt1qrt_Close,tt1qrt_High,tt1qrt_Low,tt1qrt_Volume,tt1mon_Date,tt1mon_Open,tt1mon_Close,tt1mon_High,tt1mon_Low,tt1mon_Volume,tt1w_Date,tt1w_Open,tt1w_Close,tt1w_High,tt1w_Low,tt1w_Volume,tt2d_Date,tt2d_Open,tt2d_Close,tt2d_High,tt2d_Low,tt2d_Volume,q_min_low,q_max_high,q_rel_diff,q_diff,q_pre_avgrel,q_avgrel,q_pre_avgdiff,q_avgdiff,q_SMI_before,q_SMI,q_AvgSMI,m_min_low,m_max_high,m_rel_diff,m_diff,m_pre_avgrel,m_avgrel,m_pre_avgdiff,m_avgdiff,m_SMI_before,m_SMI,m_AvgSMI,w_min_low,w_max_high,w_rel_diff,w_diff,w_pre_avgrel,w_avgrel,w_pre_avgdiff,w_avgdiff,w_SMI_before,w_SMI,w_AvgSMI,2d_min_low,2d_max_high,2d_rel_diff,2d_diff,2d_pre_avgrel,2d_avgrel,2d_pre_avgdiff,2d_avgdiff,2d_SMI_before,2d_SMI,2d_AvgSMI
5802,2021-01-22,170.2,169.04,170.2,167.24,2349343,MMM,20210104.0,175.0,192.68,196.72,163.38,176338934.0,20210104.0,175.0,175.66,187.27,163.38,70123401.0,20210119.0,167.26,169.04,171.489,166.8,11613489.0,20210122.0,170.2,170.39,172.49,167.24,5702442.0,156.13,196.72,-7.385000000000019,40.59,-6.973066948404762,-6.865054918935739,40.58999795838109,40.589978903271174,-33.826353717973866,66.17364628202614,65.65018302427336,163.38,187.27,-6.284999999999997,23.890000000000015,-5.873068338754541,-5.765069285883666,23.889999129201982,23.88999100175367,-48.2634697138268,51.7365302861732,50.846653172905036,163.38,171.489,1.605499999999978,8.109000000000009,1.9883130442944321,2.0185277358951446,8.167106407290543,8.321870692422822,48.51139390409038,148.51139390409037,142.8556878677421,167.24,172.49,-0.825000000000017,5.25,0.4338950885918146,1.154780287659436,6.123521548917758,6.593260101791692,35.02911366550302,135.02911366550302,143.26693328225147
5803,2021-01-25,168.88,170.39,172.49,168.225,3353099,MMM,20210104.0,175.0,192.68,196.72,163.38,176338934.0,20210104.0,175.0,175.66,187.27,163.38,70123401.0,20210125.0,168.88,175.66,187.27,168.225,24969850.0,20210122.0,170.2,170.39,172.49,167.24,5702442.0,156.13,196.72,-6.035000000000025,40.59,-6.347688982801603,-6.5201442948463155,40.58999931946037,40.58999251406397,-32.12685635547806,67.87314364452195,67.13215677110574,163.38,187.27,-4.935000000000002,23.890000000000015,-5.247689446251515,-5.420149392795565,23.889999709734006,23.889996807073896,-45.37589047471655,54.62410952528345,53.36495740782398,166.8,187.27,-6.645000000000039,20.47,-3.7672289852352145,-1.8386434115250945,16.369035469096847,13.686647210205505,-26.867696423914577,73.13230357608542,96.37343167330431,167.24,172.49,0.5249999999999773,5.25,0.49463169619725633,0.7146812266846496,5.541173849639253,5.891869267023399,24.259914614354983,124.25991461435498,130.5955875036538
5804,2021-01-26,173.7799,175.95,176.84,172.08,5148862,MMM,20210104.0,175.0,192.68,196.72,163.38,176338934.0,20210104.0,175.0,175.66,187.27,163.38,70123401.0,20210125.0,168.88,175.66,187.27,168.225,24969850.0,20210126.0,173.7799,186.65,187.27,172.08,13245858.0,156.13,196.72,-0.47500000000002274,40.59,-2.432562994267217,-3.7950900944602504,40.58999977315346,40.589997353456965,-18.699632135536618,81.30036786446338,76.57763083334416,163.38,187.27,0.625,23.890000000000015,-1.3325631487505052,-2.6950918967655255,23.88999990324468,23.88999887118775,-22.56251171293197,77.43748828706804,69.41331132732002,166.8,187.27,-1.0850000000000364,20.47,-1.9790763284117625,-1.9322653561162064,19.103011823032283,17.297556952090023,-22.341482805555792,77.65851719444422,83.89682202073092,167.24,187.27,-1.3050000000000068,20.03,-0.7051227679342524,-0.2318547697279517,15.200391283213085,12.097550611149856,-3.8330861705882824,96.16691382941171,107.6431383874924
5805,2021-01-27,177.31,186.65,187.27,177.16,8096996,MMM,20210104.0,175.0,192.68,196.72,163.38,176338934.0,20210104.0,175.0,175.66,187.27,163.38,70123401.0,20210125.0,168.88,175.66,187.27,168.225,24969850.0,20210126.0,173.7799,186.65,187.27,172.08,13245858.0,156.13,196.72,10.224999999999994,40.59,6.005812335244257,2.738844858676087,40.589999924384486,40.58999906740865,13.495170838154644,113.49517083815465,101.18932416988449,163.38,187.27,11.325000000000017,23.890000000000015,7.1058122837498425,3.838844223578053,23.88999996774824,23.889999602228077,32.13766670150993,132.13766670150994,111.22954824344663,166.8,187.27,9.61499999999998,20.47,5.750307890529399,3.18945014164753,20.014337274344093,19.108743833592737,33.38210161193903,133.38210161193902,116.88700841486965,167.24,187.27,9.39500000000001,20.03,6.028292410688589,3.9415766838830755,18.420130427737696,16.312603822208416,48.32553682836222,148.3255368283622,134.76473734807226
5806,2021-01-28,185.0,183.42,186.58,182.58,4153707,MMM,20210104.0,175.0,192.68,196.72,163.38,176338934.0,20210104.0,175.0,175.66,187.27,163.38,70123401.0,20210125.0,168.88,175.66,187.27,168.225,24969850.0,20210128.0,185.0,175.66,186.58,174.8701,8370893.0,156.13,196.72,6.994999999999976,40.59,6.665270778414737,5.356462138501853,40.589999974794836,40.58999967233277,26.39301395290703,126.39301395290703,117.99178402523285,163.38,187.27,8.094999999999999,23.890000000000015,7.765270761249947,6.4564619153593155,23.889999989249425,23.88999986024231,54.051586045457846,154.05158604545784,139.77757344478744,166.8,187.27,6.3849999999999625,20.47,6.173435963509775,5.178774022889026,20.31811242478136,19.91498956105182,52.00880479513048,152.0088047951305,140.30153933504354,172.08,187.27,3.744999999999976,15.189999999999998,4.5060974702295145,4.317923874780702,16.26671014257923,16.28200803578896,53.03920579439111,153.0392057943911,146.94771631228483
5807,2021-01-29,182.29,175.66,182.98,174.8701,4217186,MMM,20210104.0,175.0,192.68,196.72,163.38,176338934.0,20210104.0,175.0,175.66,187.27,163.38,70123401.0,20210125.0,168.88,175.66,187.27,168.225,24969850.0,20210128.0,185.0,175.66,186.58,174.8701,8370893.0,156.13,196.72,-0.7650000000000148,40.59,1.711756926138236,2.926658663592775,40.58999999159828,40.58999988517645,14.420589661847213,114.42058966184722,115.61098778297576,163.38,187.27,0.33500000000000796,23.890000000000015,2.8117569204166544,4.026658585397541,23.889999996416485,23.889999951025093,33.70999241232532,133.70999241232533,135.73251942314602,166.8,187.27,-1.3750000000000284,20.47,1.141145321169906,2.4870215550762795,20.419370808260453,20.251243725857577,24.56166731034651,124.56166731034651,129.80829131857885,172.08,187.27,-4.015000000000015,15.189999999999998,-1.1746341765901716,0.6562185072001196,15.548903380859743,15.793271599169483,8.310102223970214,108.31010222397022,121.1893069200751
5808,2021-02-01,175.97,174.7,177.11,173.9703,2569687,MMM,20210104.0,175.0,192.68,196.72,163.38,176338934.0,20210201.0,175.97,175.06,182.38,173.55,43293183.0,20210201.0,175.97,179.01,179.2297,173.55,11944222.0,20210201.0,175.97,175.02,177.53,173.9703,5414125.0,156.13,196.72,-1.7250000000000227,40.59,-0.5794143579539363,0.589276649228301,40.58999999719943,40.58999995985843,2.9035558009907243,102.90355580099073,107.1393664616524,163.38,187.27,-0.625,23.890000000000015,0.520585640138885,1.6892766218917705,23.889999998805507,23.889999982878702,14.142123257450216,114.14212325745021,121.33892197934881,168.225,187.27,-3.0475000000000136,19.045000000000016,-1.6512848929433734,-0.27184941027015563,19.503123602753494,19.75249697712152,-2.7525574167663693,97.24744258323364,108.10105882834871,173.9703,186.58,-5.575150000000008,12.609700000000004,-4.108311392196729,-2.5201347590644456,13.589434460286583,14.324046839914216,-35.18746883795499,64.81253116204502,83.60478974805505
5809,2021-02-02,176.25,175.02,177.53,174.85,2844438,MMM,20210104.0,175.0,192.68,196.72,163.38,176338934.0,20210201.0,175.97,175.06,182.38,173.55,43293183.0,20210201.0,175.97,179.01,179.2297,173.55,11944222.0,20210201.0,175.97,175.02,177.53,173.9703,5414125.0,156.13,196.72,-1.4050000000000011,40.59,-1.1298047859846463,-0.5567776409136638,40.58999999906648,40.58999998599713,-2.743422720402773,97.25657727959722,100.55084034028229,163.38,187.27,-0.3049999999999784,23.890000000000015,-0.029804786620357265,0.5432223495503521,23.889999999601848,23.889999994027466,4.547696523115601,104.5476965231156,110.14477167519334,168.225,187.27,-2.727499999999992,19.045000000000016,-2.368761630981119,-1.669790890744131,19.19770786758451,19.382637570763514,-17.229759207413746,82.77024079258625,91.21384680450707,173.9703,186.58,-5.255149999999986,12.609700000000004,-4.872870464065567,-4.088625229065193,12.936278153428862,13.398867715590647,-61.029414064708654,38.970585935291346,53.848653872879254
5810,2021-02-03,175.38,175.48,177.44299999999996,173.55,2874467,MMM,20210104.0,175.0,192.68,196.72,163.38,176338934.0,20210201.0,175.97,175.06,182.38,173.55,43293183.0,20210201.0,175.97,179.01,179.2297,173.55,11944222.0,20210203.0,175.38,177.1,177.44299999999996,173.55,4707660.0,156.13,196.72,-0.9450000000000216,40.59,-1.0066015953282297,-0.856660277190041,40.58999999968883,40.58999999512493,-4.221041031253661,95.77895896874634,97.36958609259166,163.38,187.27,0.15500000000000114,23.890000000000015,0.09339840445988166,0.24333971949003846,23.889999999867293,23.889999997920683,2.0371680160001513,102.03716801600015,104.73970256906455,168.225,187.27,-2.2675000000000125,19.045000000000016,-2.3012538769937145,-2.09076621491052,19.09590262252818,19.191480938606624,-21.78848231253088,78.21151768746913,82.54562739314844,173.55,177.53,-0.060000000000030695,3.9799999999999898,-1.664290154688543,-2.4724018461474264,6.9654260511429475,9.109906605958848,-54.27941148222557,45.72058851777443,48.42994363614271
5811,2021-02-04,175.79,177.1,177.29,175.5101,1833193,MMM,20210104.0,175.0,192.68,196.72,163.38,176338934.0,20210201.0,175.97,175.06,182.38,173.55,43293183.0,20210201.0,175.97,179.01,179.2297,173.55,11944222.0,20210203.0,175.38,177.1,177.44299999999996,173.55,4707660.0,156.13,196.72,0.674999999999983,40.59,0.11446613489057872,-0.20924266913629455,40.58999999989628,40.58999999830583,-1.0310060071201186,98.96899399287989,98.43585802611715,163.38,187.27,1.7750000000000057,23.890000000000015,1.2144661348199643,0.890757329709989,23.889999999955776,23.889999999277414,7.457156381221693,107.4571563812217,106.55133844383599,168.225,187.27,-0.647500000000008,19.045000000000016,-1.1987512923312436,-1.496089599857669,19.061967540842737,19.1051386734307,-15.661646067382529,84.33835393261747,83.74077841946112,173.55,177.53,1.5599999999999739,3.9799999999999898,0.48523661510380145,-0.5006428719799413,4.975142017047642,6.353396880018044,-15.75984883155983,84.24015116844016,72.30341532434102
5812,2021-02-05,177.6,179.01,179.2297,176.7,1822437,MMM,20210104.0,175.0,192.68,196.72,163.38,176338934.0,20210201.0,175.97,175.06,182.38,173.55,43293183.0,20210201.0,175.97,179.01,179.2297,173.55,11944222.0,20210205.0,177.6,180.76,180.87,176.7,4177655.0,156.13,196.72,2.5849999999999795,40.59,1.7614887116301792,1.1045782513746878,40.58999999996543,40.58999999941223,5.442612719343103,105.4426127193431,103.10702782160112,163.38,187.27,3.6850000000000023,23.890000000000015,2.861488711606656,2.204578250974434,23.88999999998527,23.889999999749318,18.456075772269294,118.45607577226929,114.48782999612484,168.225,187.27,1.2624999999999886,19.045000000000016,0.44208290255624444,-0.20397459824839348,19.05065584694759,19.068816789108624,-2.1393524360137115,97.86064756398629,93.15402451581123,173.55,180.87,1.799999999999983,7.319999999999993,1.3617455383679224,0.7409494015853012,6.538380672349209,6.4767194082388215,22.880392213464237,122.88039221346423,106.02139991708982
5813,2021-02-08,179.3,180.76,180.87,179.17,2355218,MMM,20210104.0,175.0,192.68,196.72,163.38,176338934.0,20210201.0,175.97,175.06,182.38,173.55,43293183.0,20210208.0,179.3,178.7,182.38,175.84,9497061.0,20210205.0,177.6,180.76,180.87,176.7,4177655.0,156.13,196.72,4.3349999999999795,40.59,3.477162903876713,2.6863013530427047,40.58999999998848,40.5899999997964,13.236271756867108,113.23627175686711,109.85985711177844,163.38,187.27,5.435000000000002,23.890000000000015,4.577162903868887,3.786301352904069,23.8899999999951,23.889999999913172,31.69779282476208,131.69779282476208,125.96113854854966,173.55,182.38,2.7949999999999875,8.829999999999984,2.010694300852073,1.2724713344852507,12.236885282315853,14.51419578458011,17.534162462340834,117.53416246234083,109.40744981349764,173.55,180.87,3.549999999999983,7.319999999999993,2.8205818461226295,2.1273710312768532,7.059460224116399,6.86521328549054,61.975380598094446,161.97538059809443,143.32405370442623
5814,2021-02-09,181.22,180.94,181.9,180.18,1942829,MMM,20210104.0,175.0,192.68,196.72,163.38,176338934.0,20210201.0,175.97,175.06,182.38,173.55,43293183.0,20210208.0,179.3,178.7,182.38,175.84,9497061.0,20210209.0,181.22,181.08,182.38,180.18,3871842.0,156.13,196.72,4.514999999999986,40.59,4.1690543012922285,3.6748033185423874,40.58999999999617,40.589999999929574,18.106939238969026,118.10693923896903,115.35791186323883,163.38,187.27,5.615000000000009,23.890000000000015,5.269054301289636,4.774803318494447,23.889999999998377,23.889999999969977,39.97323832984887,139.97323832984887,135.30253840274912,173.55,182.38,2.9749999999999943,8.829999999999984,2.653564766950687,2.1932002894622085,9.965628427438608,11.481817546485775,38.20301586543636,138.20301586543636,128.60449384812344,176.7,182.38,1.4000000000000057,5.680000000000007,1.8735272820408804,1.9581418651195381,6.1398200747054705,6.381617811633827,61.36819605679936,161.36819605679938,155.35348193934166
5815,2021-02-10,181.88,181.08,182.38,180.64,1929013,MMM,20210104.0,175.0,192.68,196.72,163.38,176338934.0,20210201.0,175.97,175.06,182.38,173.55,43293183.0,20210208.0,179.3,178.7,182.38,175.84,9497061.0,20210209.0,181.22,181.08,182.38,180.18,3871842.0,156.13,196.72,4.655000000000001,40.59,4.493018100430744,4.220279839801291,40.589999999998724,40.589999999975674,20.794677702901307,120.79467770290131,118.98242242301382,163.38,187.27,5.755000000000024,23.890000000000015,5.5930181004298944,5.320279839784746,23.889999999999468,23.889999999989637,44.539806109560935,144.53980610956094,141.460716873957,173.55,182.38,3.115000000000009,8.829999999999984,2.961188255650235,2.7051922669208928,9.208542809146191,9.966301054926053,54.28678608065517,154.28678608065516,145.72602200314458,176.7,182.38,1.5400000000000205,5.680000000000007,1.651175760680307,1.753497795493384,5.833273358235162,6.016054842701384,58.29394316844401,158.293943168444,157.31378942540988
5816,2021-02-11,179.35,177.21,179.875,175.84,2188357,MMM,20210104.0,175.0,192.68,196.72,163.38,176338934.0,20210201.0,175.97,175.06,182.38,173.55,43293183.0,20210208.0,179.3,178.7,182.38,175.84,9497061.0,20210211.0,179.35,178.7,179.875,175.84,3270001.0,156.13,196.72,0.7849999999999966,40.59,2.0210060334769127,2.7540973022517057,40.58999999999958,40.58999999999161,13.570324228885317,113.57032422888531,115.37435696026148,163.38,187.27,1.8850000000000193,23.890000000000015,3.1210060334766445,3.8540973022460117,23.889999999999834,23.889999999996434,32.265360420649536,132.26536042064953,135.3304792384187,173.55,182.38,-0.7549999999999955,8.829999999999984,0.48372941855008156,1.2242170346736854,8.956180936382054,9.292887642563388,26.347397746778146,126.34739774677814,132.80693916556694,175.84,182.38,-1.9000000000000057,6.539999999999992,-0.7162747464399013,0.10698276753786051,6.304424452745048,6.208301249397159,3.446442536861393,103.4464425368614,121.40222483304422
