,Date,Open,Close,High,Low,Volume,Symbol,tt1qrt_Date,tt1qrt_Open,tt1qrt_Close,tt1qrt_High,tt1qrt_Low,tt1qrt_Volume,tt1mon_Date,tt1mon_Open,tt1mon_Close,tt1mon_High,tt1mon_Low,tt1mon_Volume,tt1w_Date,tt1w_Open,tt1w_Close,tt1w_High,tt1w_Low,tt1w_Volume,tt2d_Date,tt2d_Open,tt2d_Close,tt2d_High,tt2d_Low,tt2d_Volume
34,19980223,44.09375,43.0,44.15625,42.78125,1606400,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980202.0,42.1875,42.65625,44.6875,42.15625,34888400.0,19980223.0,44.09375,42.65625,44.15625,42.15625,9885600.0,19980223.0,44.09375,42.375,44.15625,42.15625,3733200.0
35,19980224,43.0,42.375,43.0,42.15625,2126800,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980202.0,42.1875,42.65625,44.6875,42.15625,34888400.0,19980223.0,44.09375,42.65625,44.15625,42.15625,9885600.0,19980223.0,44.09375,42.375,44.15625,42.15625,3733200.0
36,19980225,42.6875,42.625,42.8125,42.34375,2036800,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980202.0,42.1875,42.65625,44.6875,42.15625,34888400.0,19980223.0,44.09375,42.65625,44.15625,42.15625,9885600.0,19980225.0,42.6875,43.125,43.3125,42.34375,3970000.0
37,19980226,42.5,43.125,43.3125,42.375,1933200,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980202.0,42.1875,42.65625,44.6875,42.15625,34888400.0,19980223.0,44.09375,42.65625,44.15625,42.15625,9885600.0,19980225.0,42.6875,43.125,43.3125,42.34375,3970000.0
38,19980227,43.1875,42.65625,43.28125,42.5,2182400,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980202.0,42.1875,42.65625,44.6875,42.15625,34888400.0,19980223.0,44.09375,42.65625,44.15625,42.15625,9885600.0,19980227.0,43.1875,44.5,44.75,42.5,5691800.0
39,19980302,42.65625,44.5,44.75,42.65625,3509400,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980302.0,42.65625,44.78125,44.9375,42.65625,11590200.0,19980227.0,43.1875,44.5,44.75,42.5,5691800.0
40,19980303,44.5,44.375,44.5,43.9375,2657800,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980302.0,42.65625,44.78125,44.9375,42.65625,11590200.0,19980303.0,44.5,44.9375,44.9375,43.9375,4786800.0
41,19980304,44.1875,44.9375,44.9375,44.03125,2129000,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980302.0,42.65625,44.78125,44.9375,42.65625,11590200.0,19980303.0,44.5,44.9375,44.9375,43.9375,4786800.0
42,19980305,44.25,44.46875,44.5625,44.25,1604000,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980302.0,42.65625,44.78125,44.9375,42.65625,11590200.0,19980305.0,44.25,44.78125,44.8125,44.03125,3294000.0
43,19980306,44.75,44.78125,44.8125,44.03125,1690000,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980302.0,42.65625,44.78125,44.9375,42.65625,11590200.0,19980305.0,44.25,44.78125,44.8125,44.03125,3294000.0
44,19980309,44.84375,44.9375,45.1875,44.5,2612400,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980309.0,44.84375,44.875,45.40625,44.5,10035200.0,19980309.0,44.84375,45.0625,45.25,44.5,4216600.0
45,19980310,45.125,45.0625,45.25,44.9375,1604200,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980309.0,44.84375,44.875,45.40625,44.5,10035200.0,19980309.0,44.84375,45.0625,45.25,44.5,4216600.0
46,19980311,45.0625,45.28125,45.40625,44.875,1411400,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980309.0,44.84375,44.875,45.40625,44.5,10035200.0,19980311.0,45.0625,45.09375,45.40625,44.875,3307200.0
47,19980312,45.0,45.09375,45.34375,45.0,1895800,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980309.0,44.84375,44.875,45.40625,44.5,10035200.0,19980311.0,45.0625,45.09375,45.40625,44.875,3307200.0
48,19980313,45.3125,44.875,45.40625,44.8125,2511400,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980309.0,44.84375,44.875,45.40625,44.5,10035200.0,19980313.0,45.3125,45.75,46.125,44.8125,6400800.0
49,19980316,45.25,45.75,46.125,45.15625,3889400,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980316.0,45.25,46.84375,47.3125,45.15625,11765400.0,19980313.0,45.3125,45.75,46.125,44.8125,6400800.0
50,19980317,45.875,46.65625,46.75,45.375,2306200,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980316.0,45.25,46.84375,47.3125,45.15625,11765400.0,19980317.0,45.875,46.875,47.03125,45.375,4824800.0
51,19980318,46.5,46.875,47.03125,46.40625,2518600,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980316.0,45.25,46.84375,47.3125,45.15625,11765400.0,19980317.0,45.875,46.875,47.03125,45.375,4824800.0
52,19980319,47.0625,47.09375,47.125,46.71875,949800,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980316.0,45.25,46.84375,47.3125,45.15625,11765400.0,19980319.0,47.0625,46.84375,47.3125,46.59375,3051200.0
53,19980320,47.25,46.84375,47.3125,46.59375,2101400,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980316.0,45.25,46.84375,47.3125,45.15625,11765400.0,19980319.0,47.0625,46.84375,47.3125,46.59375,3051200.0
54,19980323,46.84375,47.03125,47.1875,46.21875,1400400,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980323.0,46.84375,47.3125,48.0625,46.21875,7251000.0,19980323.0,46.84375,47.46875,47.78125,46.21875,2714000.0
55,19980324,47.40625,47.46875,47.78125,47.34375,1313600,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980323.0,46.84375,47.3125,48.0625,46.21875,7251000.0,19980323.0,46.84375,47.46875,47.78125,46.21875,2714000.0
56,19980325,47.46875,47.75,47.9375,47.46875,1599400,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980323.0,46.84375,47.3125,48.0625,46.21875,7251000.0,19980325.0,47.46875,47.78125,47.9375,47.15625,2829000.0
57,19980326,47.6875,47.78125,47.78125,47.15625,1229600,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980323.0,46.84375,47.3125,48.0625,46.21875,7251000.0,19980325.0,47.46875,47.78125,47.9375,47.15625,2829000.0
58,19980327,48.0,47.3125,48.0625,47.125,1708000,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980323.0,46.84375,47.3125,48.0625,46.21875,7251000.0,19980327.0,48.0,46.875,48.0625,46.625,3556400.0
59,19980330,47.1875,46.875,47.3125,46.625,1848400,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980330.0,47.1875,46.0625,47.34375,45.25,11608400.0,19980327.0,48.0,46.875,48.0625,46.625,3556400.0
60,19980331,46.875,45.5,47.34375,45.25,3279600,MMM,19980102.0,41.09375,45.5,48.0625,40.03125,133013600.0,19980302.0,42.65625,45.5,48.0625,42.65625,45769800.0,19980330.0,47.1875,46.0625,47.34375,45.25,11608400.0,19980331.0,46.875,46.0625,47.34375,45.25,6058800.0
61,19980401,46.3125,46.0625,46.46875,45.875,2779200,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980330.0,47.1875,46.0625,47.34375,45.25,11608400.0,19980331.0,46.875,46.0625,47.34375,45.25,6058800.0
62,19980402,46.21875,46.25,46.4375,45.875,2294400,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980330.0,47.1875,46.0625,47.34375,45.25,11608400.0,19980402.0,46.21875,46.0625,46.4375,45.625,3701200.0
63,19980403,46.125,46.0625,46.15625,45.625,1406800,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980330.0,47.1875,46.0625,47.34375,45.25,11608400.0,19980402.0,46.21875,46.0625,46.4375,45.625,3701200.0
64,19980406,46.125,45.90625,46.1875,45.875,1551400,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980406.0,46.125,47.03125,47.28125,45.71875,7280600.0,19980406.0,46.125,46.25,46.34375,45.71875,3653000.0
65,19980407,45.9375,46.25,46.34375,45.71875,2101600,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980406.0,46.125,47.03125,47.28125,45.71875,7280600.0,19980406.0,46.125,46.25,46.34375,45.71875,3653000.0
66,19980408,46.25,46.3125,46.3125,45.96875,1593000,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980406.0,46.125,47.03125,47.28125,45.71875,7280600.0,19980408.0,46.25,47.03125,47.28125,45.96875,3627600.0
67,19980409,46.8125,47.03125,47.28125,46.6875,2034600,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980406.0,46.125,47.03125,47.28125,45.71875,7280600.0,19980408.0,46.25,47.03125,47.28125,45.96875,3627600.0
68,19980413,47.125,47.375,47.375,46.5625,1939000,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980413.0,47.125,48.71875,48.71875,46.5625,9680200.0,19980413.0,47.125,47.0,47.375,46.5625,3707400.0
69,19980414,47.25,47.0,47.28125,46.875,1768400,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980413.0,47.125,48.71875,48.71875,46.5625,9680200.0,19980413.0,47.125,47.0,47.375,46.5625,3707400.0
70,19980415,47.25,48.46875,48.46875,47.03125,2246600,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980413.0,47.125,48.71875,48.71875,46.5625,9680200.0,19980415.0,47.25,48.1875,48.46875,47.03125,4310800.0
71,19980416,48.46875,48.1875,48.46875,47.90625,2064200,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980413.0,47.125,48.71875,48.71875,46.5625,9680200.0,19980415.0,47.25,48.1875,48.46875,47.03125,4310800.0
72,19980417,48.3125,48.71875,48.71875,47.9375,1662000,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980413.0,47.125,48.71875,48.71875,46.5625,9680200.0,19980417.0,48.3125,48.3125,48.71875,47.9375,2894800.0
73,19980420,48.4375,48.3125,48.4375,48.0625,1232800,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980420.0,48.4375,46.15625,48.9375,46.0625,6631000.0,19980417.0,48.3125,48.3125,48.71875,47.9375,2894800.0
74,19980421,48.1875,48.5625,48.9375,48.0,1337200,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980420.0,48.4375,46.15625,48.9375,46.0625,6631000.0,19980421.0,48.1875,47.75,48.9375,47.28125,3002400.0
75,19980422,48.5,47.75,48.625,47.28125,1665200,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980420.0,48.4375,46.15625,48.9375,46.0625,6631000.0,19980421.0,48.1875,47.75,48.9375,47.28125,3002400.0
76,19980423,47.5625,47.125,47.90625,46.90625,1049400,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980420.0,48.4375,46.15625,48.9375,46.0625,6631000.0,19980423.0,47.5625,46.15625,47.90625,46.0625,2395800.0
77,19980424,47.125,46.15625,47.125,46.0625,1346400,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980420.0,48.4375,46.15625,48.9375,46.0625,6631000.0,19980423.0,47.5625,46.15625,47.90625,46.0625,2395800.0
78,19980427,45.5,45.09375,45.625,44.53125,1888400,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980427.0,45.5,47.40625,47.5625,44.53125,7704000.0,19980427.0,45.5,46.25,46.34375,44.53125,3870200.0
79,19980428,45.75,46.25,46.34375,45.21875,1981800,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980427.0,45.5,47.40625,47.5625,44.53125,7704000.0,19980427.0,45.5,46.25,46.34375,44.53125,3870200.0
80,19980429,46.125,46.46875,46.6875,45.96875,1371200,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980427.0,45.5,47.40625,47.5625,44.53125,7704000.0,19980429.0,46.125,47.1875,47.5625,45.96875,2909200.0
81,19980430,46.59375,47.1875,47.5625,46.5625,1538000,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980401.0,46.3125,47.1875,48.9375,44.53125,36851600.0,19980427.0,45.5,47.40625,47.5625,44.53125,7704000.0,19980429.0,46.125,47.1875,47.5625,45.96875,2909200.0
82,19980501,47.1875,47.40625,47.40625,46.78125,924600,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980501.0,47.1875,46.3125,48.75,46.21875,26461800.0,19980427.0,45.5,47.40625,47.5625,44.53125,7704000.0,19980501.0,47.1875,48.34375,48.40625,46.78125,2342200.0
83,19980504,47.4375,48.34375,48.40625,47.4375,1417600,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980501.0,47.1875,46.3125,48.75,46.21875,26461800.0,19980504.0,47.4375,46.96875,48.40625,46.21875,6614200.0,19980501.0,47.1875,48.34375,48.40625,46.78125,2342200.0
84,19980505,48.34375,48.15625,48.375,47.84375,1287800,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980501.0,47.1875,46.3125,48.75,46.21875,26461800.0,19980504.0,47.4375,46.96875,48.40625,46.21875,6614200.0,19980505.0,48.34375,46.9375,48.375,46.90625,2256800.0
85,19980506,48.125,46.9375,48.15625,46.90625,969000,MMM,19980401.0,46.3125,41.09375,48.9375,40.1875,112061200.0,19980501.0,47.1875,46.3125,48.75,46.21875,26461800.0,19980504.0,47.4375,46.96875,48.40625,46.21875,6614200.0,19980505.0,48.34375,46.9375,48.375,46.90625,2256800.0
