Ticker,date,root,expiration,strike,option_type,OpenPrice,HighPrice,LowPrice,ClosePrice,TotalVolume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,implied_underlying_price,active_underlying_price,implied_volatility,delta,gamma,theta,vega,rho,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
.SPX20220414C200,20220411,SPX,20220414,200.0,C,0.0,0.0,0.0,0.0,0,10,4209.9,10,4224.3,4417.23,4418.6299,4417.6,4417.96,0.0,0.9999,0.0,-0.2201,0.0013,1.6573,10,4204.6,10,4220.9,4355.3301,4474.3501,0.0,50,
.SPX20220414P200,20220411,SPX,20220414,200.0,P,0.0,0.0,0.0,0.0,0,0,0.0,1309,0.05,4417.23,4418.6299,4417.6,4417.96,9.3472,-0.0,0.0,-0.0654,0.0004,-0.0011,0,0.0,850,0.05,4355.3301,4474.3501,0.0,269,
.SPX20220414C400,20220411,SPX,20220414,400.0,C,0.0,0.0,0.0,0.0,0,10,4010.0,10,4024.3,4417.23,4418.6299,4417.6,4417.96,0.0,0.9999,0.0,-0.1217,0.001,3.3193,10,4004.7,10,4020.8,4355.3301,4474.3501,0.0,0,
.SPX20220414P400,20220411,SPX,20220414,400.0,P,0.0,0.0,0.0,0.0,0,0,0.0,173,0.05,4417.23,4418.6299,4417.6,4417.96,7.2306,-0.0,0.0,-0.0711,0.0006,-0.0015,0,0.0,646,0.05,4355.3301,4474.3501,0.0,680,
.SPX20220414C600,20220411,SPX,20220414,600.0,C,0.0,0.0,0.0,0.0,0,10,3810.0,10,3824.3,4417.23,4418.6299,4417.6,4417.96,0.0,0.9999,0.0,-0.1261,0.0012,4.9797,10,3804.7,20,3821.0,4355.3301,4474.3501,0.0,12,
.SPX20220414P600,20220411,SPX,20220414,600.0,P,0.0,0.0,0.0,0.0,0,0,0.0,173,0.05,4417.23,4418.6299,4417.6,4417.96,6.001,-0.0,0.0,-0.072,0.0007,-0.0018,0,0.0,814,0.05,4355.3301,4474.3501,0.0,191,
.SPX20220414C800,20220411,SPX,20220414,800.0,C,0.0,0.0,0.0,0.0,0,10,3610.0,10,3624.4,4417.23,4418.6299,4417.6,4417.96,0.0,0.9999,0.0,-0.123,0.0014,6.6403,10,3604.7,10,3620.9,4355.3301,4474.3501,0.0,20,
.SPX20220414P800,20220411,SPX,20220414,800.0,P,0.0,0.0,0.0,0.0,0,0,0.0,173,0.05,4417.23,4418.6299,4417.6,4417.96,5.1127,-0.0,0.0,-0.0673,0.0008,-0.002,0,0.0,812,0.05,4355.3301,4474.3501,0.0,2785,
.SPX20220414C1000,20220411,SPX,20220414,1000.0,C,0.0,0.0,0.0,0.0,0,10,3410.0,10,3424.4,4417.23,4418.6299,4417.6,4417.96,0.0,0.9999,0.0,-0.1206,0.0016,8.3008,10,3404.7,10,3421.0,4355.3301,4474.3501,0.0,6,
.SPX20220414P1000,20220411,SPX,20220414,1000.0,P,0.0,0.0,0.0,0.0,0,0,0.0,173,0.05,4417.23,4418.6299,4417.6,4417.96,4.4401,-0.0001,0.0,-0.0648,0.0009,-0.0022,0,0.0,811,0.05,4355.3301,4474.3501,0.0,1031,
