Ticker,date,root,expiration,strike,option_type,OpenPrice,HighPrice,LowPrice,ClosePrice,TotalVolume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,implied_underlying_price,active_underlying_price,implied_volatility,delta,gamma,theta,vega,rho,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
.SPX20220520C200,20220421,SPX,20220520,200.0,C,0.0,0.0,0.0,0.0,0,30,4185.5,80,4202.7,4398.7002,4400.3501,4397.05,4399.5698,0.0,1.0,0.0,-0.0131,0.0024,15.7308,15,4178.8,15,4193.1,4345.3999,5216.1099,0.0,83,
.SPX20220520P200,20220421,SPX,20220520,200.0,P,0.0,0.0,0.0,0.0,0,0,0.0,366,0.05,4398.7002,4400.3501,4397.05,4399.5698,3.0229,-0.0,0.0,-0.0066,0.0013,-0.0101,0,0.0,14,0.05,4345.3999,5216.1099,0.0,127,
.SPX20220520C400,20220421,SPX,20220520,400.0,C,0.0,0.0,0.0,0.0,0,15,3985.6,30,4001.6,4398.7002,4400.3501,4397.05,4399.5698,0.0,0.9999,0.0,-0.0242,0.0054,31.4553,15,3980.7,15,3991.5,4345.3999,5216.1099,0.0,3,
.SPX20220520P400,20220421,SPX,20220520,400.0,P,0.0,0.0,0.0,0.0,0,0,0.0,338,0.05,4398.7002,4400.3501,4397.05,4399.5698,2.3253,-0.0,0.0,-0.0067,0.0016,-0.0128,0,0.0,2350,0.1,4345.3999,5216.1099,0.0,237,
.SPX20220520C600,20220421,SPX,20220520,600.0,C,0.0,0.0,0.0,0.0,0,15,3785.9,30,3801.7,4398.7002,4400.3501,4397.05,4399.5698,0.0,0.9997,0.0,-0.0528,0.0134,47.2252,15,3780.9,15,3791.6,4345.3999,5216.1099,0.0,1,
.SPX20220520P600,20220421,SPX,20220520,600.0,P,0.0,0.0,0.0,0.0,0,0,0.0,321,0.05,4398.7002,4400.3501,4397.05,4399.5698,1.9385,-0.0,0.0,-0.0072,0.0021,-0.0165,0,0.0,2341,0.1,4345.3999,5216.1099,0.0,219,
.SPX20220520C800,20220421,SPX,20220520,800.0,C,0.0,0.0,0.0,0.0,0,15,3586.1,30,3601.8,4398.7002,4400.3501,4397.05,4399.5698,0.0,0.9998,0.0,-0.0236,0.0075,62.9416,15,3579.3,15,3593.6,4345.3999,5216.1099,0.0,0,
.SPX20220520P800,20220421,SPX,20220520,800.0,P,0.0,0.0,0.0,0.0,0,0,0.0,289,0.05,4398.7002,4400.3501,4397.05,4399.5698,1.6517,-0.0,0.0,-0.0068,0.0024,-0.018,0,0.0,2286,0.1,4345.3999,5216.1099,0.0,2866,
.SPX20220520C1000,20220421,SPX,20220520,1000.0,C,0.0,0.0,0.0,0.0,0,15,3386.3,30,3401.8,4398.7002,4400.3501,4397.05,4399.5698,0.0,0.9997,0.0,-0.0337,0.0119,78.6382,30,3378.0,30,3395.4,4345.3999,5216.1099,0.0,1,
.SPX20220520P1000,20220421,SPX,20220520,1000.0,P,0.0,0.0,0.0,0.0,0,0,0.0,228,0.05,4398.7002,4400.3501,4397.05,4399.5698,1.4385,-0.0001,0.0,-0.0069,0.0027,-0.0207,0,0.0,2171,0.1,4345.3999,5216.1099,0.0,1454,
.SPX20220520C1100,20220421,SPX,20220520,1100.0,C,0.0,0.0,0.0,0.0,0,15,3286.9,15,3299.0,4398.7002,4400.3501,4397.05,4399.5698,0.0,0.9996,0.0,-0.0529,0.0191,86.4444,15,3281.3,15,3292.0,4345.3999,5216.1099,0.0,0,
.SPX20220520P1100,20220421,SPX,20220520,1100.0,P,0.05,0.05,0.05,0.05,5,0,0.0,446,0.1,4398.7002,4400.3501,4397.05,4399.5698,1.4079,-0.0001,0.0,-0.0126,0.0051,-0.0404,0,0.0,2087,0.1,4345.3999,5216.1099,0.05,694,
