Ticker,date,root,expiration,strike,option_type,OpenPrice,HighPrice,LowPrice,ClosePrice,TotalVolume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,implied_underlying_price,active_underlying_price,implied_volatility,delta,gamma,theta,vega,rho,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
.SPX20220520C200,20220419,SPX,20220520,200.0,C,0.0,0.0,0.0,0.0,0,15,4252.2,30,4260.4,4461.6499,4462.8198,4459.4,4462.1899,0.0,0.9998,0.0,-0.0563,0.0098,16.7782,15,4229.3,15,4236.9,4402.96,4479.1401,0.0,83,
.SPX20220520P200,20220419,SPX,20220520,200.0,P,0.0,0.0,0.0,0.0,0,0,0.0,920,0.05,4461.6499,4462.8198,4459.4,4462.1899,2.9314,-0.0,0.0,-0.0061,0.0013,-0.0106,0,0.0,14,0.05,4402.96,4479.1401,0.0,127,
.SPX20220520C400,20220419,SPX,20220520,400.0,C,0.0,0.0,0.0,0.0,0,30,4052.3,15,4060.5,4461.6499,4462.8198,4459.4,4462.1899,0.0,0.0,0.0,0.0,0.0,0.0,15,4029.1,15,4036.7,4402.96,4479.1401,0.0,3,
.SPX20220520P400,20220419,SPX,20220520,400.0,P,0.0,0.0,0.0,0.0,0,0,0.0,830,0.05,4461.6499,4462.8198,4459.4,4462.1899,2.2695,-0.0,0.0,-0.0066,0.0018,-0.0145,0,0.0,2455,0.1,4402.96,4479.1401,0.0,237,
.SPX20220520C600,20220419,SPX,20220520,600.0,C,0.0,0.0,0.0,0.0,0,15,3852.5,15,3860.7,4461.6499,4462.8198,4459.4,4462.1899,0.0,0.9986,0.0,-0.2542,0.059,49.9023,15,3829.2,15,3836.8,4402.96,4479.1401,0.0,1,
.SPX20220520P600,20220419,SPX,20220520,600.0,P,0.0,0.0,0.0,0.0,0,0,0.0,830,0.05,4461.6499,4462.8198,4459.4,4462.1899,1.8795,-0.0,0.0,-0.0065,0.0021,-0.0167,0,0.0,2737,0.1,4402.96,4479.1401,0.0,219,
.SPX20220520C800,20220419,SPX,20220520,800.0,C,0.0,0.0,0.0,0.0,0,15,3652.6,15,3660.8,4461.6499,4462.8198,4459.4,4462.1899,0.0,0.9997,0.0,-0.05,0.0162,67.227,15,3629.4,15,3637.0,4402.96,4479.1401,0.0,0,
.SPX20220520P800,20220419,SPX,20220520,800.0,P,0.05,0.05,0.05,0.05,2,0,0.0,830,0.05,4461.6499,4462.8198,4459.4,4462.1899,1.6091,-0.0,0.0,-0.0064,0.0024,-0.0192,0,0.0,2737,0.1,4402.96,4479.1401,0.05,2866,
.SPX20220520C1000,20220419,SPX,20220520,1000.0,C,0.0,0.0,0.0,0.0,0,15,3452.8,15,3461.0,4461.6499,4462.8198,4459.4,4462.1899,0.0,0.9995,0.0,-0.067,0.0242,83.9929,15,3429.9,15,3437.5,4402.96,4479.1401,0.0,1,
.SPX20220520P1000,20220419,SPX,20220520,1000.0,P,0.0,0.0,0.0,0.0,0,0,0.0,828,0.05,4461.6499,4462.8198,4459.4,4462.1899,1.402,-0.0001,0.0,-0.0064,0.0028,-0.0218,0,0.0,2650,0.1,4402.96,4479.1401,0.0,1454,
.SPX20220520C1100,20220419,SPX,20220520,1100.0,C,0.0,0.0,0.0,0.0,0,15,3352.8,15,3361.0,4461.6499,4462.8198,4459.4,4462.1899,0.0,0.9989,0.0,-0.1345,0.0486,92.6156,15,3329.6,15,3337.2,4402.96,4479.1401,0.0,0,
.SPX20220520P1100,20220419,SPX,20220520,1100.0,P,0.0,0.0,0.0,0.0,0,0,0.0,826,0.05,4461.6499,4462.8198,4459.4,4462.1899,1.3135,-0.0001,0.0,-0.0064,0.003,-0.0231,0,0.0,2597,0.1,4402.96,4479.1401,0.0,694,
.SPX20220520C1200,20220419,SPX,20220520,1200.0,C,0.0,0.0,0.0,0.0,0,15,3252.9,15,3261.1,4461.6499,4462.8198,4459.4,4462.1899,0.0,0.9986,0.0,-0.1623,0.061,100.9426,15,3229.7,15,3237.3,4402.96,4479.1401,0.0,0,
.SPX20220520P1200,20220419,SPX,20220520,1200.0,P,0.0,0.0,0.0,0.0,0,0,0.0,609,0.05,4461.6499,4462.8198,4459.4,4462.1899,1.2354,-0.0001,0.0,-0.0065,0.0032,-0.0251,0,0.0,34,0.05,4402.96,4479.1401,0.0,2608,
.SPX20220520C1300,20220419,SPX,20220520,1300.0,C,0.0,0.0,0.0,0.0,0,15,3153.0,15,3161.2,4461.6499,4462.8198,4459.4,4462.1899,0.0,0.9999,0.0,-0.0116,0.0059,109.4704,15,3129.8,15,3137.4,4402.96,4479.1401,0.0,0,
.SPX20220520P1300,20220419,SPX,20220520,1300.0,P,0.0,0.0,0.0,0.0,0,0,0.0,503,0.05,4461.6499,4462.8198,4459.4,4462.1899,1.1573,-0.0001,0.0,-0.0061,0.0033,-0.0252,0,0.0,6,0.05,4402.96,4479.1401,0.0,2781,
.SPX20220520C1400,20220419,SPX,20220520,1400.0,C,0.0,0.0,0.0,0.0,0,15,3053.1,15,3061.3,4461.6499,4462.8198,4459.4,4462.1899,0.0,0.9998,0.0,-0.022,0.0113,117.8987,15,3029.9,15,3037.4,4402.96,4479.1401,0.0,0,
.SPX20220520P1400,20220419,SPX,20220520,1400.0,P,0.0,0.0,0.0,0.0,0,0,0.0,3359,0.1,4461.6499,4462.8198,4459.4,4462.1899,1.1428,-0.0001,0.0,-0.0119,0.0064,-0.0517,0,0.0,1332,0.1,4402.96,4479.1401,0.0,2257,
