open,high,low,close,volume,Date,Time
145.67,145.85,145.13,145.28,910387,20220711,09:30:00
145.28,145.85,145.28,145.6301,344329,20220711,09:31:00
145.63,145.85,145.4,145.7295,263827,20220711,09:32:00
145.7,145.81,145.581,145.66,177941,20220711,09:33:00
145.65,145.765,145.4132,145.42,191258,20220711,09:34:00
145.4112,145.5292,145.18,145.19,251506,20220711,09:35:00
145.186,145.186,144.6301,144.65,448319,20220711,09:36:00
144.645,144.935,144.57,144.67,340827,20220711,09:37:00
144.67,144.89,144.58,144.7,209554,20220711,09:38:00
144.7,144.84,144.6,144.61,197884,20220711,09:39:00
144.61,144.6214,144.25,144.42,296372,20220711,09:40:00
144.41,144.6597,144.4,144.5788,172913,20220711,09:41:00
144.58,144.649,144.47,144.585,174037,20220711,09:42:00
144.5801,144.68,144.48,144.53,164494,20220711,09:43:00
144.51,144.67,144.49,144.5685,171202,20220711,09:44:00
144.56,144.57,144.4,144.48,269400,20220711,09:45:00
144.4811,144.565,144.4001,144.5501,153476,20220711,09:46:00
144.5552,144.5552,144.33,144.4342,164265,20220711,09:47:00
144.455,144.49,144.16,144.195,257663,20220711,09:48:00
144.19,144.21,143.99,144.07,344035,20220711,09:49:00
144.07,144.16,143.82,143.88,267344,20220711,09:50:00
143.889,143.9881,143.78,143.9621,162336,20220711,09:51:00
143.96,144.0399,143.85,143.9,183220,20220711,09:52:00
143.89,144.0,143.86,143.945,113156,20220711,09:53:00
143.94,144.0,143.91,143.9714,152082,20220711,09:54:00
143.97,144.195,143.93,144.105,201205,20220711,09:55:00
144.105,144.24,144.01,144.07,162562,20220711,09:56:00
144.0799,144.26,144.0399,144.17,206358,20220711,09:57:00
144.18,144.3,144.15,144.28,171469,20220711,09:58:00
144.27,144.3641,144.24,144.32,149225,20220711,09:59:00
144.3111,144.3111,144.14,144.2782,157492,20220711,10:00:00
144.26,144.26,144.05,144.161,179746,20220711,10:01:00
144.16,144.1899,144.04,144.14,132037,20220711,10:02:00
