date,time,symbol,high,close,low,open,volume,filename
2022-04-23,21:01:41,/ZB:XCBT,140.000000,140.000000,139.000000,139.000000,295083,f_zb
2022-04-23,21:01:46,/ZB:XCBT,140.000000,140.000000,139.000000,139.000000,295083,f_zb
2022-04-23,21:01:51,/ZB:XCBT,140.000000,140.000000,139.000000,139.000000,295083,f_zb
2022-04-23,21:01:57,/ZB:XCBT,140.000000,140.000000,139.000000,139.000000,295083,f_zb
2022-04-23,21:02:02,/ZB:XCBT,140.000000,140.000000,139.000000,139.000000,295083,f_zb
2022-04-23,21:02:07,/ZB:XCBT,140.000000,140.000000,139.000000,139.000000,295083,f_zb
2022-04-24,18:36:28,/ZB:XCBT,0.000000,0.000000,0.000000,0.000000,0,f_zb
2022-04-24,18:37:28,/ZB:XCBT,0.000000,0.000000,0.000000,0.000000,0,f_zb
2022-04-24,18:38:29,/ZB:XCBT,0.000000,0.000000,0.000000,0.000000,0,f_zb
2022-04-24,18:39:31,/ZB:XCBT,0.000000,0.000000,0.000000,0.000000,0,f_zb
2022-04-24,18:40:31,/ZB:XCBT,140.281250,140.281250,139.875000,140.125000,1943,f_zb
2022-04-24,18:41:33,/ZB:XCBT,140.281250,140.281250,139.875000,140.125000,1943,f_zb
2022-04-24,18:42:33,/ZB:XCBT,140.000000,140.000000,139.000000,140.000000,2115,f_zb
2022-04-24,18:57:42,/ZB:XCBT,140.000000,140.000000,139.000000,140.000000,2508,f_zb
2022-04-24,18:58:42,/ZB:XCBT,140.000000,140.000000,139.000000,140.000000,2550,f_zb
2022-04-24,18:59:42,/ZB:XCBT,140.000000,140.000000,139.000000,140.000000,2589,f_zb
2022-04-24,19:00:42,/ZB:XCBT,140.000000,140.000000,139.000000,140.000000,2616,f_zb
