date,time,symbol,high,close,low,open,volume,filename
2022-04-23,21:01:41,/MBT:XCME,40800.000000,39555.000000,39165.000000,40725.000000,12293,f_mbt
2022-04-23,21:01:46,/MBT:XCME,40800.000000,39555.000000,39165.000000,40725.000000,12293,f_mbt
2022-04-23,21:01:51,/MBT:XCME,40800.000000,39555.000000,39165.000000,40725.000000,12293,f_mbt
2022-04-23,21:01:57,/MBT:XCME,40800.000000,39555.000000,39165.000000,40725.000000,12293,f_mbt
2022-04-23,21:02:02,/MBT:XCME,40800.000000,39555.000000,39165.000000,40725.000000,12293,f_mbt
2022-04-23,21:02:07,/MBT:XCME,40800.000000,39555.000000,39165.000000,40725.000000,12293,f_mbt
2022-04-24,18:36:27,/MBT:XCME,0.000000,0.000000,0.000000,0.000000,0,f_mbt
2022-04-24,18:37:28,/MBT:XCME,0.000000,0.000000,0.000000,0.000000,0,f_mbt
2022-04-24,18:38:29,/MBT:XCME,0.000000,0.000000,0.000000,0.000000,0,f_mbt
2022-04-24,18:39:31,/MBT:XCME,0.000000,0.000000,0.000000,0.000000,0,f_mbt
2022-04-24,18:40:31,/MBT:XCME,39770.000000,39645.000000,39555.000000,39665.000000,143,f_mbt
2022-04-24,18:41:33,/MBT:XCME,39770.000000,39645.000000,39555.000000,39665.000000,143,f_mbt
2022-04-24,18:42:33,/MBT:XCME,39770.000000,39645.000000,39555.000000,39665.000000,143,f_mbt
2022-04-24,18:57:42,/MBT:XCME,39770.000000,39565.000000,39505.000000,39665.000000,164,f_mbt
2022-04-24,18:58:42,/MBT:XCME,39770.000000,39565.000000,39505.000000,39665.000000,164,f_mbt
2022-04-24,18:59:42,/MBT:XCME,39770.000000,39565.000000,39505.000000,39665.000000,164,f_mbt
2022-04-24,19:00:42,/MBT:XCME,39770.000000,39565.000000,39505.000000,39665.000000,164,f_mbt
