date,time,symbol,high,close,low,open,volume,filename
2022-04-23,21:01:41,/QM:XNYM,104.200000,101.625000,101.025000,104.025000,17775,f_qm
2022-04-23,21:01:46,/QM:XNYM,104.200000,101.625000,101.025000,104.025000,17775,f_qm
2022-04-23,21:01:51,/QM:XNYM,104.200000,101.625000,101.025000,104.025000,17775,f_qm
2022-04-23,21:01:57,/QM:XNYM,104.200000,101.625000,101.025000,104.025000,17775,f_qm
2022-04-23,21:02:02,/QM:XNYM,104.200000,101.625000,101.025000,104.025000,17775,f_qm
2022-04-23,21:02:07,/QM:XNYM,104.200000,101.625000,101.025000,104.025000,17775,f_qm
2022-04-24,18:36:28,/QM:XNYM,0.000000,0.000000,0.000000,0.000000,0,f_qm
2022-04-24,18:37:28,/QM:XNYM,0.000000,0.000000,0.000000,0.000000,0,f_qm
2022-04-24,18:38:29,/QM:XNYM,0.000000,0.000000,0.000000,0.000000,0,f_qm
2022-04-24,18:39:31,/QM:XNYM,0.000000,0.000000,0.000000,0.000000,0,f_qm
2022-04-24,18:40:31,/QM:XNYM,101.575000,100.575000,100.500000,101.575000,281,f_qm
2022-04-24,18:41:33,/QM:XNYM,101.575000,100.575000,100.500000,101.575000,281,f_qm
2022-04-24,18:42:33,/QM:XNYM,101.575000,100.175000,100.050000,101.575000,325,f_qm
2022-04-24,18:57:42,/QM:XNYM,101.575000,100.525000,100.050000,101.575000,405,f_qm
2022-04-24,18:58:42,/QM:XNYM,101.575000,100.525000,100.050000,101.575000,406,f_qm
2022-04-24,18:59:42,/QM:XNYM,101.575000,100.525000,100.050000,101.575000,406,f_qm
2022-04-24,19:00:42,/QM:XNYM,101.575000,100.450000,100.050000,101.575000,415,f_qm
