date,time,symbol,high,close,low,open,volume,filename
2022-04-23,21:01:41,$ADVN/Q,1606.000000,1115.000000,872.000000,966.000000,0,f_advn_q
2022-04-23,21:01:46,$ADVN/Q,1606.000000,1115.000000,872.000000,966.000000,0,f_advn_q
2022-04-23,21:01:51,$ADVN/Q,1606.000000,1115.000000,872.000000,966.000000,0,f_advn_q
2022-04-23,21:01:57,$ADVN/Q,1606.000000,1115.000000,872.000000,966.000000,0,f_advn_q
2022-04-23,21:02:02,$ADVN/Q,1606.000000,1115.000000,872.000000,966.000000,0,f_advn_q
2022-04-23,21:02:07,$ADVN/Q,1606.000000,1115.000000,872.000000,966.000000,0,f_advn_q
2022-04-24,18:36:27,$ADVN/Q,0.000000,0.000000,0.000000,0.000000,0,f_advn_q
2022-04-24,18:37:28,$ADVN/Q,0.000000,0.000000,0.000000,0.000000,0,f_advn_q
2022-04-24,18:38:29,$ADVN/Q,0.000000,0.000000,0.000000,0.000000,0,f_advn_q
2022-04-24,18:39:31,$ADVN/Q,0.000000,0.000000,0.000000,0.000000,0,f_advn_q
2022-04-24,18:40:31,$ADVN/Q,1606.000000,1115.000000,872.000000,966.000000,0,f_advn_q
2022-04-24,18:41:33,$ADVN/Q,1606.000000,1115.000000,872.000000,966.000000,0,f_advn_q
2022-04-24,18:42:33,$ADVN/Q,1606.000000,1115.000000,872.000000,966.000000,0,f_advn_q
2022-04-24,18:57:42,$ADVN/Q,1606.000000,1115.000000,872.000000,966.000000,0,f_advn_q
2022-04-24,18:58:42,$ADVN/Q,1606.000000,1115.000000,872.000000,966.000000,0,f_advn_q
2022-04-24,18:59:42,$ADVN/Q,1606.000000,1115.000000,872.000000,966.000000,0,f_advn_q
2022-04-24,19:00:42,$ADVN/Q,1606.000000,1115.000000,872.000000,966.000000,0,f_advn_q
